ID,title,description,streetaddress,city,state,amenityfeatures,type,Year,unclearaddress,unclear type,notes,dateadded,lastmodified
119,Sagimore,(Above Fran's 'Rio'),77 Daniel St. ,Portsmouth,NH,"(P),(D),(*)",Bars/Clubs,1971,,,,,
86,Seaport Club,(upstairs - above Big Daddy's),77 Daniel St.,Portsmouth,NH,"(P),(D),(YC),(*)",Bars/Clubs,1975,,,,,
71,Seaport Club,(upstairs - above Big Daddy's),77 Daniel St.,Portsmouth,NH,"(P),(D),(YC),(*)",Bars/Clubs,1976,,,,,
55,Seaport Club,('where its happening in N.H.) (Upstairs -- above Big Daddy's - (P) (YC) (Disco-WE)(D) on 2nd floor - (R) on third),77 Daniel St.,Portsmouth,NH,"(P),(YC),(WE),(D),(R)","Bars/Clubs,Restaurant",1977,,,,,
40,Seaport Club,"('Tops' in state - upstairs, above Big Daddy's) (Disco - D - WE) (R) on 3rd floor",77 Daniel St.,Portsmouth,NH,"(*),(P),(YC),(D),(WE)",Bars/Clubs,1978,,,,,
82,Sheraton-Carpenter Hotel,,323 Franklin St.,Manchester,NH,(M),"Hotels,Bars/Clubs",1975,,,,,
66,Sheraton-Carpenter Hotel Bar,,323 Franklin St.,Manchester,NH,"(M),(PE)","Hotels,Bars/Clubs",1976,,,,,
50,Sheraton-Carpenter Hotel Bar,,323 Franklin St.,Manchester,NH,(M),Bars/Clubs,1977,,,,,
35,Sheraton-Carpenter Hotel Bar,,323 Franklin St.,Manchester,NH,(M),"Bars/Clubs,Hotels",1978,,,,,
113,Sheraton-Carpenter Hotel Lounge,,323 Franklin St.,Manchester,NH,(M),"Bars/Clubs,Hotels",1972,,,,,
105,Sheraton-Carpenter Hotel Lounge,,323 Franklin St.,Manchester,NH,(M),"Hotels,Bars/Clubs",1973,,,,,
95,Sheraton-Carpenter Hotel Lounge,,323 Franklin St.,Manchester,NH,(M),Bars/Clubs,1974,,,,,
120,Three-Two-Forty-One Club,(Old Rt. 1),3241 Lafayette Rd ,Portsmouth,NH,"(YC),(D),(P),(*)",Bars/Clubs,1971,,,,,
79,Three-Two-Forty-One Club,,3241 Lafayette Rd.,Portsmouth,NH,"(YC),(D),(P),(*)",Bars/Clubs,1972,,,,,
75,Tom's Pizza,,5 Allen St.,Hanover,NH,(M),Restaurant,1975,,,,,
60,Tom's Pizza,,5 Allen St.,Hanover,NH,(M),Bars/Clubs,1976,,,,,
44,Tom's Pizza,,5 Allen St.,Hanover,NH,(M),Bars/Clubs,1977,,,,,
29,Tom's Pizza,,5 Allen St.,Hanover,NH,(M),Bars/Clubs,1978,,,,,
17,Tom's Pizza,,5 Allen St.,Hanover,NH,(M),Restaurant,1979,,,,,
92,Tony's Cafe,,16 High St.,Lebanon,NH,,Restaurant,1974,,,,,
77,Tony's Cafe,,16 High St ,Lebanon,NH,(M),Restaurant,1975,,,,,
62,Tony's Cafe,,16 High St ,Lebanon,NH,(M),Restaurant,1976,,,,,
46,Tony's Cafe,,16 High St ,Lebanon,NH,(M),Restaurant,1977,,,,,
31,Tony's Cafe,,16 High St ,Lebanon,NH,(M),Bars/Clubs,1978,,,,,
19,Tony's Cafe,,16 High St ,Lebanon,NH,(M),Restaurant,1979,,,,,
7,Tony's Cafe,,16 High St.,Lebanon,NH,(M),Restaurant,1980,,,,,
89,Tony's Pizza,,5 Allen St.,Hanover,NH,,Restaurant,1974,,,,,
100,Tony's Pizza #5,,5 Allen St.,Hanover,NH,,Restaurant,1973,,checked,,,
96,Tudor Cafe,,361 Pine St.,Manchester,NH,(*),Restaurant,1974,,,,,
83,Tudor Cafe,,361 Pine St.,Manchester,NH,(*),Restaurant,1975,,,,,
67,Tudor Cafe,,361 Pine St.,Manchester,NH,(*),Restaurant,1976,,,,,
51,Tudor Cafe,,361 Pine St.,Manchester,NH,(*),Bars/Clubs,1977,,,,,
36,Tudor Cafe,,361 Pine St.,Manchester,NH,(*),Bars/Clubs,1978,,,,,
23,Tudor Cafe,,361 Pine St.,Manchester,NH,(*),Restaurant,1979,,,,,
130,Yvette's,,657 Chestnut,Manchester,NH,,Bars/Clubs,1968,,,,,
126,Yvette's,,657 Chestnut,Manchester,NH,,Bars/Clubs,1969,,,,,
122,Yvette's,,657 Chestnut,Manchester,NH,,Bars/Clubs,1970,,,,,
117,Yvette's,,657 Chestnut,Manchester,NH,,Bars/Clubs,1971,,,,,
114,Yvette's,,657 Chestnut,Manchester,NH,"(M),(RT),(*)",Bars/Clubs,1972,,,,,
106,Yvette's,,657 Chestnut,Manchester,NH,"(M),(RT),(*)",Bars/Clubs,1973,,,,,
