ID,title,description,streetaddress,city,state,amenityfeatures,type,unclearaddress,uncleartype,notes,dateadded,lastmodified,Year
79,Harold's,Downtown,555 So. Main St,Los Angeles ,CA,"""(RT) - 'Raunchy types' - usually downtown type establishments-can mean """"rent"""" or commerical"",(*) - Very popular_",Bars/Clubs,,,,7/22/2019 12:03am,7/22/2019 12:06am,1970
108,Harold's,(downtown),"555 S. Main St,",Los Angeles ,CA,"(RT) - 'Raunchy types' - downtown type places - often hustlers,(*) - Very popular",Bars/Clubs,,,,2/9/2020 5:59pm,2/25/2020 10:53am,1971
169,Harold's,(downtown),555 S. Main St.,Los Angeles ,CA,"(RT) - 'Raunchy types' - downtown type places - often hustlers,(*) - Very popular",Bars/Clubs,,,,2/9/2020 9:39pm,2/25/2020 11:41am,1973
243,Harold's,('Hustlers') (Downtown),555 S. Main St. ,Los Angeles ,CA,"(B) - Blacks frequent,(RT) - 'Raunchy types' - downtown type places - often hustlers",Bars/Clubs,,,,1/23/2020 11:06pm,2/25/2020 11:55am,1979
77,Harold's ,(downtown),555 S Main St.,Los Angeles ,CA,"(RT) - 'Raunchy types' - downtown type places - often hustlers,(*) - Very popular",Bars/Clubs,,,,2/11/2020 3:42am,2/25/2020 10:52am,1969
130,Harold's ,Downtown,555 S. Main St. ,Los Angeles ,CA,"(RT) - 'Raunchy types' - downtown type places - often hustlers,(*) - Very popular",Bars/Clubs,,,,7/25/2019 7:58am,7/25/2019 7:58am,1972
168,Harold's ,,555 S. Main St.,Los Angeles ,CA,"(RT) - 'Raunchy types' - downtown type places - often hustlers,(*) - Very popular",Bars/Clubs,,,,7/23/2019 5:07pm,7/23/2019 6:15pm,1974
187,Harold's ,(downtown),555. S. Main St. ,Los Angeles ,CA,"(RT) - 'Raunchy types' - downtown type places - often hustlers,(*) - Very popular",Bars/Clubs,,,,2/7/2020 11:26pm,2/25/2020 11:45am,1976
220,Harold's ,(downtown) ,555 S. Main street ,Los Angeles ,CA,"(RT) - 'Raunchy types' - downtown type places - often hustlers,(*) - Very popular",Bars/Clubs,,,,1/27/2020 4:00pm,2/25/2020 11:47am,1977
232,Harold's ,(Husters) (Downtown),555 So. Main St.,Los Angeles ,CA,"(RT) - 'Raunchy types' - downtown type places - often hustlers,(*) - Very popular",Bars/Clubs,,,,1/26/2020 9:26pm,2/25/2020 11:51am,1978
1321,Harold's ,('Hustlers'),555 S. Main St.,Los Angeles ,CA,"(B) - Blacks frequent,(RT) - 'Raunchy types' - downtown type places - often hustlers,(*) - Very popular",Bars/Clubs,,,,2/1/2020 7:54pm,2/25/2020 11:56am,1980
272,Harrison House,(Apt.),995 Harrison St.,San Francisco,CA,"""(H) - Hotel, motel, or other overnight accomodations""",Hotel,,,,2/18/2020 1:35am,2/26/2020 11:11am,1975
563,Harrison House,(Apt. H),995 Harrison St,San Francisco,CA,,Bars/Clubs,,checked,,2/4/2020 1:42pm,2/25/2020 11:51am,1978
466,Harrison House ,(Apt. H) ,995 Harrison St. ,San Francisco,CA,,Bars/Clubs,,checked,,2/14/2020 9:42pm,2/25/2020 11:45am,1976
534,Harrison House ,(Apartment-H),995 Harrison ,San Francisco,CA,"""(H) - Hotel - motel, lodgings or other over night accommodations_""",Hotel,,checked,,2/2/2020 8:30pm,2/25/2020 11:47am,1977
70,Hat & Cane,,4882 Lankershim,North Hollywood,CA,,Bars/Clubs,,,,2/13/2020 5:29pm,2/28/2020 10:17am,1965
84,Hat & Cane,,4882 Lankershim ,North Hollywood,CA,,Bars/Clubs,,,,2/13/2020 5:31pm,2/25/2020 10:51am,1966
115,Hat & Cane,,4882 Lankershim,North Hollywood ,CA,,Bars/Clubs,,,,7/22/2019 11:29am,7/22/2019 2:31pm,1970
119,Hat & Cane ,,4882 Lankershim,North Hollywood ,CA,,Bars/Clubs,,,,2/11/2020 4:05am,2/25/2020 10:52am,1969
120,Hat Rack,,1995 Artesia ,Redondo Beach,CA,,Bars/Clubs,,,,2/13/2020 5:31pm,2/25/2020 10:51am,1966
144,Hat Rack,,1995 Artesia,Redondo Beach,CA,,Bars/Clubs,,,,7/21/2019 1:38am,7/21/2019 7:47am,1968
187,Hat Rack,,1995 Artesia,Redondo Beach,CA,,Bars/Clubs,,,,7/25/2019 7:58am,7/25/2019 7:58am,1972
297,Hat Rack,,1995 Artesia,Redondo Beach,CA,,Bars/Clubs,,,,2/11/2020 1:05am,2/25/2020 11:41am,1973
282,Hat Rack,,1995 Artesia,Redondo Beach,CA,,Bars/Clubs,,,,7/24/2019 12:52pm,7/24/2019 1:15pm,1974
1199,Haven,,5903 Hollywood Blvd.,Hollywood,CA,(*) - Very popular,Bars/Clubs,,,,2/23/2020 4:51pm,2/23/2020 5:01pm,1975
1150,Haven,,256 Long Beach Blvd.,Long Beach,CA,"(RT) - 'Raunchy types' - downtown type places - often hustlers,(*) - Very popular",Bars/Clubs,,,,2/10/2020 2:06pm,2/10/2020 2:11pm,1975
273,Haven,,98 7th St.,San Francisco,CA,(RT) - 'Raunchy types' - downtown type places - often hustlers,Bars/Clubs,,,,2/18/2020 1:35am,2/26/2020 11:11am,1975
100,Haven,,5903 Hollywood Blvd.,Los Angeles ,CA,,Bars/Clubs,,,,7/23/2019 12:44pm,7/23/2019 1:25pm,1974
65,Haven,,256 Long Beach Blvd. ,Long Beach,CA,(RT) - 'Raunchy types' - downtown type places - often hustlers,Bars/Clubs,,,,2/7/2020 4:01pm,2/25/2020 11:45am,1976
93,Haven,,256 Long Beach Blvd.,Long Beach,CA,(PT) - Pool Table,Bars/Clubs,,,,1/26/2020 7:21pm,2/25/2020 11:51am,1978
100,Haven,,256 Long Beach Blvd.,Long Beach,CA,(PT) - Pool Table,Bars/Clubs,,,,1/23/2020 11:05pm,2/25/2020 11:55am,1979
1170,Haven,(Some 'drags'),256 Long Beach Blvd. ,Long Beach,CA,"(PT) - Pool Table,(B) - Blacks frequent,(RT) - 'Raunchy types' - downtown type places - often hustlers",Bars/Clubs,,,,1/27/2020 1:54am,2/25/2020 11:56am,1980
78,Haven ,,256 Long Beach Blvd. ,Long Beach,CA,(PT) - Pool Table,Bars/Clubs,,,,1/25/2020 6:14pm,2/25/2020 11:47am,1977
274,Havoc House,,1548 Polk St.,San Francisco,CA,(D) - Dancing,Bars/Clubs,,,,2/18/2020 1:35am,2/26/2020 11:11am,1975
165,Hawaiian Hut,(Liquor) (W. Sacramento),2400 W. Capitol,Sacramento,CA,"(D) - Dancing,(*) - Very popular",Restaurant,,,,2/12/2020 11:18am,2/26/2020 11:11am,1975
352,Hawaiian Hut ,(Liquor) ,2400 W. Capitol ,Sacramento ,CA,"(D) - Dancing,(*) - Very popular",Restaurant,,,,2/12/2020 9:02pm,2/25/2020 11:45am,1976
1104,Hayloft,(Some G),6187 N. Blackstone,Fresno,CA,"(D) - Dancing,""(G) - Girls, but seldom exclusively"",(*) - Very popular",Bars/Clubs,,,,2/10/2020 1:35pm,2/10/2020 1:37pm,1975
1313,Hayloft,,11818 Ventura Blvd.,Studio City,CA,"(W) - Western or coyboy types,(*) - Very popular,""(C) - Coffee, soft drinks and sometimes snacks"",(AH) - After Hours",Bars/Clubs,,,,2/23/2020 6:58pm,2/23/2020 7:05pm,1975
71,Hayloft,,11818 Ventura Blvd.,Studio City,CA,"""(C) - Coffee - sometimes food too, usually open late when bars close_""",Bars/Clubs,,,,2/13/2020 5:29pm,2/28/2020 10:17am,1965
85,Hayloft,"(beer till 2, C)
",11818 Ventura Blvd,Studio City,CA,"""(C) - Coffee, soft drinks and sometimes snacks"",(*) - Very popular",Bars/Clubs,,,,2/13/2020 5:31pm,2/25/2020 10:51am,1966
93,Hayloft,,11818 Ventura Blvd.,Studio City,CA,(*) - Very popular_,Bars/Clubs,,,,7/21/2019 12:44am,7/21/2019 7:47am,1968
120,Hayloft,(very pop. for coff. after 2 AM) ,11818 Ventura Blvd,Studio City,CA,(*) - Very popular,Bars/Clubs,,,,2/11/2020 4:05am,2/25/2020 10:52am,1969
116,Hayloft,Also (C) after closing,11818 Ventura Blvd.,Studio City,CA,"""(SM) - Some motorcycle. Don't confuse with 'M-S,' which means mixed crowds - shows._"",""(C) - Coffee, soft drinks and sometimes food usually open late after bars have closed_"",(*) - Very popular_",Bars/Clubs,,,,7/22/2019 11:29am,7/22/2019 2:31pm,1970
159,Hayloft,(also (C) after hours) (Studio City),11818 Ventura Blvd.,Studio City,CA,"(*) - Very popular,""(C) - Coffee, soft drinks and sometimes snacks"",(AH) - After Hours",Bars/Clubs,,,,2/9/2020 5:59pm,2/25/2020 10:53am,1971
234,Hayloft,"Also (C) after hours
",11818 Ventura Blvd.,Studio City,CA,"(W) - Western or cowboy types,""(SM) - Some motorcycle. Don't confuse with 'M-S,' which means mixed crowds - shows."",""(C) - Coffee, soft drinks and sometimes snacks"",(*) - Very popular",Bars/Clubs,,,,7/25/2019 7:58am,7/25/2019 7:58am,1972
275,Hayloft,(Cruisy),11818 Ventura Blvd.,Studio City,CA,"(W) - Western or coyboy types,Cruisy Area,""(C) - Coffee, soft drinks and sometimes snacks"",(AH) - After Hours,(*) - Very popular",Bars/Clubs,,,,2/2/2020 3:23pm,2/25/2020 11:51am,1978
287,Hayloft,(Studio City) (WE*) (Also C-AH),11818 Ventura Blvd.,Studio City,CA,"(W) - Western or coyboy types,""(C) - Coffee, soft drinks and sometimes snacks"",(AH) - After Hours,(WE) - Weekends,(*) - Very popular",Bars/Clubs,,,,1/23/2020 11:06pm,2/25/2020 11:55am,1979
215,Hayloft ,(also (C) after hours),11818 Ventura Blvd.,Studio City,CA,"(W) - Western or coyboy types,(*) - Very popular",Bars/Clubs,,,,2/9/2020 9:39pm,2/25/2020 11:41am,1973
224,Hayloft ,Also (C) after hours,11818 Ventura Blvd.,Studio City,CA,"(W) - Western or cowboy types,""(C) - Coffee, soft drinks and sometimes snacks."",(*) - Very popular",Bars/Clubs,,,,7/23/2019 6:14pm,7/23/2019 11:34pm,1974
233,Hayloft ,,11818 Ventura Blvd. ,Studio City,CA,"(W) - Western or coyboy types,""(C) - Coffee, soft drinks and sometimes snacks"",(AH) - After Hours,(*) - Very popular",Bars/Clubs,,,,2/7/2020 11:28pm,2/25/2020 11:45am,1976
271,Hayloft ,,11818 Ventura Boulevard ,Studio City,CA,"(W) - Western or coyboy types,""(C) - Coffee, soft drinks and sometimes snacks"",(AH) - After Hours,(*) - Very popular,Cruisy Area","Bars/Clubs,Cruising Areas",,,,1/28/2020 5:30pm,2/25/2020 11:47am,1977
4,Hayloft ,,847 West Foothill Boulevard ,Azusa,CA,"""(G) - Girls, but seldom exclusively""",Bars/Clubs,,,,1/22/2020 5:24pm,2/25/2020 11:47am,1977
1374,Hayloft ,"(Movies) (Some W, SM, YC)",11818 Ventura Blvd.,Studio City,CA,"(W) - Western or coyboy types,(YC) - Young and/or collegiate types,(PT) - Pool Table,""(C) - Coffee, soft drinks and sometimes snacks"",(AH) - After Hours,(*) - Very popular",Restaurant,,,,2/2/2020 2:21am,2/25/2020 11:56am,1980
221,Headquarters,,1941 Hyperion ,Los Angeles ,CA,,Bars/Clubs,,checked,,1/27/2020 4:00pm,2/25/2020 11:47am,1977
233,Headquarters,(Uniforms) (Beer only),1941 Hyperion,Los Angeles ,CA,(*) - Very popular,Bars/Clubs,,,,1/26/2020 9:26pm,2/25/2020 11:51am,1978
568,Heart's Delight,,4234 Mission St. ,San Francisco,CA,"""(G) - Girls, but seldom exclusively""",Bars/Clubs,,,,2/2/2020 10:31pm,2/25/2020 11:55am,1979
1689,Hearts Delight,,4234 Mission St.,San Francisco,CA,"""(L) - Ladies/Ms, but seldom exclusively unless noted""",Bars/Clubs,,,,2/10/2020 4:56pm,2/25/2020 11:56am,1980
275,Heavenly Arms,(Baths) (above Earthquake Ethel's),1180 Folsom,San Francisco,CA,"""(H) - Hotel, motel, or other overnight accomodations"",""(FFA) - Final Faith of America, or ask your friendly SM Serviceman""","Hotel,Baths",,,,2/18/2020 1:35am,2/26/2020 11:11am,1975
720,Heavy Traffic ,(Near bar-'mixed bag' at Fairview,2701 W. 1st ,Santa Ana,CA,,Bars/Clubs,,,,2/4/2020 1:18pm,2/25/2020 11:55am,1979
1865,Heavy Traffic ,(Near bar - mixed bag) at Fairview,2701 W. 1st ,Santa Ana,CA,,Bars/Clubs,,,,2/10/2020 11:20pm,2/25/2020 11:56am,1980
152,Hello Club,,1407 23rd Ave,Oakland,CA,"(M) - Mixed Crowds,(RT) - 'Raunchy types' - downtown type places - often hustlers",Bars/Clubs,,,,2/19/2020 12:41am,2/25/2020 10:51am,1966
183,Hello Club,,1407 23rd Ave,Oakland,CA,"(M) - Mixed Crowds - Some Straights,(RT) - 'Raunchy types' - downtown type places - often hustlers",Bars/Clubs,,,,2/17/2020 3:30am,2/25/2020 10:52am,1969
,Hello Club ,,1047 23rd Ave. ,Oakland,CA,"(M) - Mixed crowd and/or tourists_,""(RT) - """"Raunchy Types"""" , often commercial_""",Bars/Clubs,,,,,,1968
276,Helping Hands,(Social organization),225 Turk St.,San Francisco,CA,,Bars/Clubs,,,,2/18/2020 1:35am,2/26/2020 11:11am,1975
407,Henry Africas,,2102 Polk St.,San Francisco,CA,(M) - Mixed Crowds - Some Straights,Bars/Clubs,,checked,,2/17/2020 3:45pm,2/25/2020 11:41am,1973
275,Here's How,,1050 Market St.,San Francisco,CA,,Bars/Clubs,,,,2/9/2020 6:00pm,2/25/2020 10:53am,1971
1123,Hi Spot,,129 E. Arrow Hwy.,Glendora,CA,,Bars/Clubs,,,,2/10/2020 1:36pm,2/10/2020 1:51pm,1975
35,Hi Spot,,129 E. Arrow Hwy.,Glendora,CA,,Bars/Clubs,,,,2/9/2020 9:38pm,2/25/2020 11:41am,1973
32,Hi Spot,,129 E. Arrow Hwy.,Glendora,CA,,Bars/Clubs,,,,7/22/2019 4:24pm,7/23/2019 12:07am,1974
94,Hialeah,,8540 Lankershim,North Hollywood,CA,,Bars/Clubs,,,,7/21/2019 12:44am,7/21/2019 7:47am,1968
1314,Hialeah House,,8540 Lankershim Blvd.,North Hollywood,CA,"""(G) - Girls, but seldom exclusively"",(D) - Dancing",Bars/Clubs,,,,2/23/2020 6:58pm,2/23/2020 7:06pm,1975
121,Hialeah House,,8540 Lankershim,North Hollywood ,CA,,Bars/Clubs,,,,2/11/2020 4:06am,2/25/2020 10:52am,1969
117,Hialeah House,,8540 Lankershim,North Hollywood ,CA,,Bars/Clubs,,,,7/22/2019 11:29am,7/22/2019 2:31pm,1970
160,Hialeah House,(N. Hollywood),8540 Lankershim Blvd.,Hollywood,CA,"""(G) - Girls, but seldom exclusively""",Bars/Clubs,,,,2/9/2020 5:59pm,2/25/2020 10:53am,1971
216,Hialeah House,,8540 Lankershim,North Hollywood ,CA,"""(G) - Girls, but seldom exclusively""",Bars/Clubs,,,,7/25/2019 7:58am,7/25/2019 7:58am,1972
216,Hialeah House,,8540 Lankershim Blvd.,North Hollywood ,CA,"""(G) - Girls, but seldom exclusively""",Bars/Clubs,,,,2/9/2020 9:39pm,2/25/2020 11:41am,1973
225,Hialeah House,,8540 Lankershim Blvd,North Hollywood ,CA,"""(G) - Girls, but seldom exclusively""",Bars/Clubs,,,,7/23/2019 6:14pm,7/23/2019 11:34pm,1974
234,Hialeah House ,,8540 Lankershim Blvd. ,North Hollywood ,CA,"""(G) - Girls, but seldom exclusively"",(D) - Dancing,(S) - Shows - impersonators or record pantomime acts - often touristy,(*) - Very popular",Bars/Clubs,,,,2/7/2020 11:28pm,2/25/2020 11:45am,1976
272,Hialeah House ,,8540 Lankershim Blvd. ,North Hollywood ,CA,"""(G) - Girls, but seldom exclusively"",(D) - Dancing,(S) - Shows - impersonators or record pantomime acts - often touristy",Bars/Clubs,,,,1/28/2020 5:30pm,2/25/2020 11:47am,1977
718,Hidden Valley Ranch,(Resort) (Will be adding liquor),2665 San Marcos Pass,Santa Barbara,CA,"(P) - Private club - Inquire locally to admission,""(H) - Hotel, motel, or other overnight accomodations""","Hotels,Restaurant",,,,2/9/2020 2:56pm,2/25/2020 11:51am,1978
723,Hidden Valley Ranch,"(Resort)
",2665 San Marcos Pass,Santa Barbara,CA,"(P) - Private club - Inquire locally to admission,""(H) - Hotel, motel, or other overnight accomodations""",Hotels,,,,2/4/2020 1:18pm,2/25/2020 11:55am,1979
1869,Hidden Valley Ranch ,(Resort) (May or may not be open),2665 San Marcos Pass,Santa Barbara,CA,"""(H) - Hotel, motel, or other overnight accomodations"",(P) - Private club - Inquire locally to admission",Hotels,,,,2/10/2020 11:23pm,2/25/2020 11:56am,1980
166,Hide & Seek,(Liquor) (virtually a Sacramento institution) (Bryte),825 Sunset,Sacramento,CA,"(D) - Dancing,(*) - Very popular",Bars/Clubs,,,,2/12/2020 11:18am,2/26/2020 11:11am,1975
160,Hide & Seek,(Bryte),825 Sunset,Bryte,CA,"""(G) - Girls, but seldom exclusively""",Bars/Clubs,,,,2/19/2020 1:02am,2/25/2020 10:51am,1966
330,Hide & Seek,(Bryte),825 Sunset,Sacramento ,CA,"(D) - Dancing,(*) - Very popular",Bars/Clubs,,,,2/16/2020 10:57pm,2/25/2020 11:41am,1973
,Hide & Seek,,825 Sunset ,Bryte,CA,"(D) - Dancing,(*) - Very popular",Bars/Clubs,,,,,,1974
381,Hide & Seek,(Liquor) (Bryte),825 Sunset,Sacramento ,CA,"(*) - Very popular,(D) - Dancing",Bars/Clubs,,,,2/3/2020 11:18pm,2/25/2020 11:51am,1978
405,Hide & Seek,"(Disco) (Liquor) (Open days- sometimes cruisy) (Bryte)
",825 Sunset,Sacramento ,CA,"(D) - Dancing,(*) - Very popular","Cruising Areas,Bars/Clubs",,,,1/30/2020 9:07pm,2/25/2020 11:55am,1979
,Hide & Seek ,,825 Sunset ,Bryte,CA,(*) - Very popular_,Bars/Clubs,,,,,,1968
353,Hide & Seek ,(Liquor) (Virtually a Sacramento instituition) ,825 Sunset ,Sacramento ,CA,(D) - Dancing,Bars/Clubs,,,,2/12/2020 9:02pm,2/25/2020 11:45am,1976
399,Hide & Seek ,(liquor) (Bryte) ,825 Sunset ,Sacramento ,CA,"(D) - Dancing,(*) - Very popular",Bars/Clubs,,,,1/29/2020 8:48pm,2/25/2020 11:47am,1977
1508,Hide & Seek ,(Disco) (Liquor) (Open days - sometimes cruisy),825 Sunset,Bryte,CA,"(D) - Dancing,Cruisy Area,(*) - Very popular",Bars/Clubs,,,,2/3/2020 3:25am,2/25/2020 11:56am,1980
197,Hide and Seek,,825 Sunset ,Bryte,CA,(*) - Very popular,Bars/Clubs,,,,2/17/2020 3:37am,2/25/2020 10:52am,1969
234,Hide and Seek,(Bryte),825 Sunset,Bryte,CA,"(D) - Dancing_,(*) - Very popular_",Bars/Clubs,,,,,,1970
222,Hide and Seek,(Bryte),825 Sunset,Sacramento ,CA,"(D) - Dancing,(*) - Very popular",Bars/Clubs,,,,2/9/2020 6:00pm,2/25/2020 10:53am,1971
311,Hide and Seek,(Bryte),825 Sunset ,Sacramento ,CA,"(D) - Dancing,(*) - Very popular",Bars/Clubs,,,,,,1972
28,Hideaway,,322 N La Brea,Los Angeles,CA,"""(C) - Coffee - sometimes food too, usually open late when bars close_""",Bars/Clubs,,,,2/13/2020 5:29pm,2/28/2020 10:17am,1965
32,Hideaway,,322 N La Brea,Los Angeles,CA,"""(C) - Coffee, soft drinks and sometimes snacks""",Bars/Clubs,,,,2/13/2020 5:31pm,2/25/2020 10:51am,1966
341,Hideaway ,(Rancho Mirage),71-472 Culver Dr.,Palm Springs,CA,"""(H) - Hotel, motel, or other overnight accomodations""",Hotels,,,,2/3/2020 11:18pm,2/25/2020 11:51am,1978
348,Hideway,"(WE*) (Rancho Mirage)
",71-472 Culver Dr.,Rancho Mirage,CA,"""(H) - Hotel, motel, or other overnight accomodations"",(YC) - Young and/or collegiate types,(WE) - Weekends,(*) - Very popular",Hotels,,,,1/28/2020 11:01pm,2/25/2020 11:55am,1979
364,Highland Book Arcade ,,308 W. Highland ,Salinas ,CA,,Book Store,,,,2/12/2020 9:02pm,2/25/2020 11:45am,1976
420,Highland Book Arcade ,,308 W. Highland ,San Bernardino,CA,,Book Store,,,,2/2/2020 8:29pm,2/25/2020 11:47am,1977
183,Highlander,,1500 W. Highland,San Bernardino,CA,"(YC) - Young and/or collegiate types,(D) - Dancing,(*) - Very popular",Bars/Clubs,,,,7/25/2019 7:58am,7/25/2019 7:58am,1972
153,Hilldale Coffee Shop,,8919 Santa Monica Blvd.,Hollywood,CA,(M) - Mixed Crowds - Some Straights,Restaurant,,,,1/26/2020 8:20pm,2/25/2020 11:51am,1978
166,Hilldale Coffee Shop,,8919 Santa Monica Blvd,Hollywood,CA,(M) - Mixed Crowds - Some Straights,Restaurant,,,,1/23/2020 11:06pm,2/25/2020 11:55am,1979
139,Hilldale Coffee Shop ,,8919 Santa Monica Boulevard,Hollywood,CA,"(M) - Mixed Crowds - Some Straights,""(C) - Coffee, soft drinks and sometimes snacks""",Restaurant,,,,1/27/2020 4:00pm,2/25/2020 11:47am,1977
1240,Hilldale Coffee Shop ,,8919 Santa Monica Blvd.,Hollywood,CA,(M) - Mixed Crowds - Some Straights,Restaurant,,,,1/27/2020 10:15pm,2/25/2020 11:56am,1980
237,Hilo Hut,(Mission Beach),738 Ventura Pl. ,Mission Beach,CA,,Bars/Clubs,,,,2/9/2020 6:00pm,2/25/2020 10:53am,1971
175,Hilo Hut,"(Mission Beach) (Maybe closing)
",738 Ventura Pl. ,San Diego ,CA,,Bars/Clubs,,,,7/25/2019 7:58am,7/25/2019 7:58am,1972
218,Hive,,3201 Middlefield Rd.,Redwood City,CA,"(D) - Dancing,""(G) - Girls, but seldom exclusively""",Bars/Clubs,,,,2/9/2020 6:00pm,2/25/2020 10:53am,1971
565,Hob Nob Lounge,at Leavenworth,700 Geary,San Francisco,CA,,Bars/Clubs,,,,2/4/2020 1:42pm,2/25/2020 11:51am,1978
570,Hob Nob Lounge,at Leavenworth,700 Geary,San Francisco,CA,,Bars/Clubs,,,,2/2/2020 10:31pm,2/25/2020 11:55am,1979
1691,Hob Nob Lounge ,at Leavenworth,700 Geary,San Francisco,CA,,Bars/Clubs,,,,2/10/2020 4:57pm,2/25/2020 11:56am,1980
1375,Hobo Room ,,7026 Reseda,Reseda,CA,,Bars/Clubs,,,,2/2/2020 2:23am,2/25/2020 11:56am,1980
158,Hold,,165 W. Chanel Rd. ,Santa Monica,CA,,Bars/Clubs,,,,7/22/2019 2:40pm,7/22/2019 2:51pm,1970
294,Hold,,165 W. Chanel Rd,Santa Monica,CA,(*) - Very popular,Bars/Clubs,,,,2/14/2020 12:20am,2/25/2020 10:53am,1971
35,Hold,,165 W. Chanel Rd. ,Santa Monica,CA,(*) - Very popular,Bars/Clubs,,,,7/25/2019 7:58am,7/25/2019 7:58am,1972
510,Hold,,147 W. Chanel Rd.,Santa Monica,CA,"(YC) - Young and/or collegiate types,(D) - Dancing",Bars/Clubs,,,,2/17/2020 4:35pm,2/25/2020 11:41am,1973
333,Hold,,147 W. Channel Rd.,Santa Monica,CA,"(YC) - Young and/or collegiate types,(D) - Dancing",Bars/Clubs,,,,7/24/2019 1:46pm,7/24/2019 1:57pm,1974
685,Hold,(Beer only),147 W. Channel Road,Santa Monica,CA,"(D) - Dancing,(PT) - Pool Table,(*) - Very popular",Bars/Clubs,,,,2/5/2020 8:41pm,2/25/2020 11:47am,1977
599,Hold ,(beer only) ,147 W. Channel Rd. ,Santa Monica,CA,"(D) - Dancing,(*) - Very popular",Bars/Clubs,,,,2/16/2020 12:38am,2/25/2020 11:45am,1976
457,Hole,(Some FFA) (the Crypt - leather & 'toys' in rear),2820 Lytton ,San Diego ,CA,"""(FFA) - Final Faith of America, or ask your friendly SM Serviceman"",(W) - Western or coyboy types,(*) - Very popular","Bars/Clubs,Business",,,,2/4/2020 12:58am,2/25/2020 11:51am,1978
452,Hole,(Some FFA) (Crypt leather & erotica) (Looks promising) (Point Loma),2820 Lytton St.,San Diego ,CA,"(*) - Very popular,(W) - Western or coyboy types",Bars/Clubs,,,,1/30/2020 9:07pm,2/25/2020 11:55am,1979
1558,Hole,(Liquor) (Crypt leather & erotica) (Some FFA),2820 Lytton St.,Point Loma,CA,"(W) - Western or coyboy types,""(FFA) - Final Faith of America, or ask your friendly SM Serviceman"",(*) - Very popular",Bars/Clubs,,,,2/3/2020 4:41am,2/25/2020 11:56am,1980
442,Hole ,"(Some FFA) (also ""The Crypt"", a shop for leather and ""toys"") ",2820 Lytton ,San Diego ,CA,"(W) - Western or coyboy types,""(FFA) - Final Faith of America, or ask your friendly SM Serviceman"",(*) - Very popular,""(C) - Coffee, soft drinks and sometimes snacks"",(AH) - After Hours",Bars/Clubs,,,,2/2/2020 8:29pm,2/25/2020 11:47am,1977
161,Holiday Baths,(Van Nuys),14435 Victory Blvd.,Van Nuys,CA,(P) - Private club - Inquire locally to admission,Baths,,,,2/9/2020 5:59pm,2/25/2020 10:53am,1971
23,Holiday Health Spa,,2300 Harbor Blvd.,Costa Mesa,CA,"(P) - Private club - Inquire locally to admission,(M) - Mixed Crowds - Some Straights,(YC) - Young and/or collegiate types,(*) - Very popular",Baths,,,,1/26/2020 5:56pm,2/25/2020 11:51am,1978
20,Holiday Health Spa,(Behind bank),2300 Harbor Blvd.,Costa Mesa,CA,"(M) - Mixed Crowds - Some Straights,(YC) - Young and/or collegiate types,(P) - Private club - Inquire locally to admission",Baths,,,,1/23/2020 12:30pm,2/25/2020 11:55am,1979
1085,Holiday Health Spa,(Behind bank),2300 Harbor Blvd. ,Costa Mesa,CA,"(M) - Mixed Crowds - Some Straights,(YC) - Young and/or collegiate types,(P) - Private club - Inquire locally to admission",Baths,,,,1/24/2020 10:35pm,2/25/2020 11:56am,1980
101,Holiday Shop,(Travel agency),1500 E. Broadway,Long Beach,CA,,Business,,,,1/23/2020 11:05pm,2/25/2020 11:55am,1979
1171,Holiday Shop,(Travel agency),1500 E. Broadway,Long Beach,CA,,Business,,,,1/27/2020 1:55am,2/25/2020 11:56am,1980
1241,Holiday Spa ,(Health Club),7080 Hollywood Blvd.,Hollywood,CA,,Baths,,checked,,1/27/2020 10:16pm,2/25/2020 11:56am,1980
122,Holly Grace,,1800 Grace at Yucca ,Hollywood,CA,"(M) - Mixed Crowds - Some Straights,""(H) - Hotel, motel, or other overnight accomodations""",Hotels,,,,2/7/2020 11:26pm,2/25/2020 11:45am,1976
526,Holly's,,1219 Washington,Venice,CA,"""(G) - Girls, but seldom exclusively""",Bars/Clubs,,,,2/17/2020 4:35pm,2/25/2020 11:41am,1973
102,Holly's Skylark,,917 W Colton,San Bernardino,CA,,Bars/Clubs,,,,2/13/2020 5:29pm,2/28/2020 10:17am,1965
135,Holly's Skylark,,917 W Colton,San Bernardino,CA,,Bars/Clubs,,,,2/18/2020 10:59pm,2/28/2020 10:17am,1965
156,Hollywood 'Y' Baths,,7661 Melrose Ave.,Hollywood,CA,"(YC) - Young and/or collegiate types,(*) - Very popular",Baths,,,,1/26/2020 8:20pm,2/25/2020 11:51am,1978
169,Hollywood 'Y' Baths,,7661 Melrose Ave.,Hollywood,CA,"(YC) - Young and/or collegiate types,(*) - Very popular",Baths,,,,1/23/2020 11:06pm,2/25/2020 11:55am,1979
121,Hollywood 'Y' Baths ,,7661 Melrose Ave. ,Hollywood,CA,,Baths,,,,2/7/2020 11:26pm,2/25/2020 11:45am,1976
1243,Hollywood 'Y' Baths ,,7661 Melrose Ave. ,Hollywood,CA,,Baths,,,,1/27/2020 10:22pm,2/25/2020 11:56am,1980
1200,Hollywood Century Theatre,,5115 Hollywood Blvd.,Hollywood,CA,,Theatre,,,,2/23/2020 4:51pm,2/23/2020 5:01pm,1975
