ID,title,description,streetaddress,city,state,amenityfeatures,type,unclearaddress,uncleartype,notes,dateadded,lastmodified,Year
154,Hollywood Century Theatre,,5903 Hollywood Blvd.,Hollywood,CA,,Theatre,,,,1/26/2020 8:20pm,2/25/2020 11:51am,1978
167,Hollywood Century Theatre,,5903 Hollywood Bl.,Hollywood,CA,,Theatre,,,,1/23/2020 11:06pm,2/25/2020 11:55am,1979
119,Hollywood Century Theatre ,,5903 Hollywood Blvd.,Hollywood,CA,,Theatre,,,,2/7/2020 11:26pm,2/25/2020 11:45am,1976
140,Hollywood Century Theatre ,,5903 Hollywood Boulevard,Hollywood,CA,,Theatre,,,,1/27/2020 4:00pm,2/25/2020 11:47am,1977
1242,Hollywood Century Theatre ,,5115 Hollywood Blvd. ,Hollywood,CA,,Theatre,,,,1/27/2020 10:20pm,2/25/2020 11:56am,1980
278,Hollywood Hotel,(Bar-Disco) (Should be a big hit - opening summer of '74),141 Mason St.,San Francisco,CA,"(D) - Dancing,(YC) - Young and/or collegiate types,(*) - Very popular","Bars/Clubs,Hotels",,,,2/18/2020 1:35am,2/26/2020 11:11am,1975
81,Hollywood Music Center,nude shows,4658 Melrose Ave.,Los Angeles ,CA,,Bars/Clubs,,,,7/25/2019 7:58am,7/25/2019 7:58am,1972
105,Hollywood Music Center,(Nude shows after hours*),4658 Melrose Ave.,Hollywood,CA,"(D) - Dancing,""(C) - Coffee, soft drinks and sometimes snacks"",(AH) - After Hours,(*) - Very popular",Bars/Clubs,,,,2/9/2020 9:39pm,2/25/2020 11:41am,1973
102,Hollywood Music Center,After hours- shows,4658 Melrose Ave.,Los Angeles ,CA,"(D) - Dancing,""(C) - Coffee, soft drinks and sometimes snacks.""",Bars/Clubs,,,,7/23/2019 12:44pm,7/23/2019 1:25pm,1974
141,Hollywood Rendezvous,,7746 Santa Monica Boulevard,Hollywood,CA,"(D) - Dancing,(*) - Very popular",Bars/Clubs,,,,1/27/2020 4:00pm,2/25/2020 11:47am,1977
120,Hollywood Spa,(Baths) ,1769 N. Cahuenga,Hollywood,CA,(*) - Very popular,Baths,,,,2/7/2020 11:26pm,2/25/2020 11:45am,1976
155,Hollywood Spa,(Baths),1640 N. Ivar,Hollywood,CA,,Baths,,,,1/26/2020 8:20pm,2/25/2020 11:51am,1978
142,Hollywood Spa ,(Baths),1769 Caheunga,Hollywood,CA,(*) - Very popular,Baths,,,,1/27/2020 4:00pm,2/25/2020 11:47am,1977
168,Hollywood Spa Baths,,1650 N. Ivar,Hollywood,CA,"(YC) - Young and/or collegiate types,(*) - Very popular",Baths,,,,1/23/2020 11:06pm,2/25/2020 11:55am,1979
143,Hollywood Y Baths ,,7661 Melrose ,Hollywood,CA,"(*) - Very popular,(YC) - Young and/or collegiate types",Baths,,,,1/27/2020 4:00pm,2/25/2020 11:47am,1977
571,Hombre,"(Open for lunch)
",2348 Market St.,San Francisco,CA,(W) - Western or coyboy types,Restaurant,,,,2/2/2020 10:31pm,2/25/2020 11:55am,1979
469,Hombre ,(Open for lunch) ,2348 Market St. ,San Francisco,CA,(W) - Western or coyboy types,Restaurant,,,,2/14/2020 9:42pm,2/25/2020 11:45am,1976
537,Hombre ,(Open for lunch) ,2348 Market Street ,San Francisco,CA,(W) - Western or coyboy types,Restaurant,,,,2/2/2020 8:30pm,2/25/2020 11:47am,1977
566,Hombre ,(Open for lunch),2348 Market St.,San Francisco,CA,(W) - Western or coyboy types,Restaurant,,,,2/4/2020 1:42pm,2/25/2020 11:51am,1978
68,Honeybucket,,5071 Melrose Ave.,Los Angeles ,CA,,Bars/Clubs,,,,2/9/2020 5:59pm,2/25/2020 10:53am,1971
82,Honeybucket,"nude dancers, movies
",5071 Melrose Ave.,Los Angeles ,CA,,"Bars/Clubs,Theatre",,,,7/25/2019 7:58am,7/25/2019 7:58am,1972
572,Hook 'n' Ladder and Pumping Co.,"(Plans R, E) ( Looks promising) 
",1035 Post St.,San Francisco,CA,(E) - Entertainment,Restaurant,,,,2/2/2020 10:31pm,2/25/2020 11:55am,1979
1692,Hook 'n' Ladder Pumping Co.,,1035 Post St.,San Francisco,CA,(E) - Entertainment,Bars/Clubs,,,,2/10/2020 4:58pm,2/25/2020 11:56am,1980
38,Hoop's Coop,,2718 E. Anaheim,Lomita,CA,"""(G) - Girls, but seldom exclusively""",Bars/Clubs,,,,2/9/2020 5:59pm,2/25/2020 10:53am,1971
39,Hoop's Coop,,2718 E. Anaheim,Long Beach,CA,"""(G) - Girls, but seldom exclusively""",Bars/Clubs,,,,7/25/2019 7:58am,7/25/2019 7:58am,1972
56,Hoop's Coop,,2718 E. Anaheim,Long Beach,CA,"""(G) - Girls, but seldom exclusively""",Bars/Clubs,,,,2/9/2020 9:38pm,2/25/2020 11:41am,1973
48,Hoop's Coop,,2178 e. Anaheim,Long Beach,CA,"""(G) - Girls, but seldom exclusively""",Bars/Clubs,,,,7/22/2019 4:24pm,7/23/2019 12:07am,1974
66,Hoop's Coop,,2718 E. Anaheim ,Long Beach,CA,"""(G) - Girls, but seldom exclusively"",(*) - Very popular",Bars/Clubs,,,,2/7/2020 4:01pm,2/25/2020 11:45am,1976
79,Hoop's Coop,,2718 E. Anaheim Blvd.,Long Beach,CA,"""(G) - Girls, but seldom exclusively"",(PT) - Pool Table",Bars/Clubs,,,,1/25/2020 6:14pm,2/25/2020 11:47am,1977
94,Hoop's Coop,,2718 E. Anaheim Blvd.,Long Beach,CA,"""(G) - Girls, but seldom exclusively"",(PT) - Pool Table",Bars/Clubs,,,,1/26/2020 7:22pm,2/25/2020 11:51am,1978
102,Hoop's Coop,(Freindly),2718 E. Anaheim Blvd.,Long Beach,CA,"""(G) - Girls, but seldom exclusively"",(PT) - Pool Table",Bars/Clubs,,,,1/23/2020 11:05pm,2/25/2020 11:55am,1979
1172,Hoop's Coop,(Friendly),2718 E. Anaheim Blvd.,Long Beach,CA,"""(L) - Ladies/Ms, but seldom exclusively unless noted"",(PT) - Pool Table",Bars/Clubs,,,,1/27/2020 1:56am,2/25/2020 11:56am,1980
1151,Hoop's Coop ,,2718 E. Anaheim,Long Beach,CA,"""(G) - Girls, but seldom exclusively""",Bars/Clubs,,,,2/10/2020 2:06pm,2/10/2020 2:12pm,1975
188,Horizon ,,Washington nr. 6th Ave. ,Los Angeles ,CA,"(B) - Blacks frequent,(RT) - 'Raunchy types' - downtown type places - often hustlers",Bars/Clubs,,,,2/7/2020 11:27pm,2/25/2020 11:45am,1976
222,Horizon ,,3416 W. Washington nr. 6th Avenue,Los Angeles ,CA,"(B) - Blacks frequent,(RT) - 'Raunchy types' - downtown type places - often hustlers",Bars/Clubs,,,,1/27/2020 4:00pm,2/25/2020 11:47am,1977
573,Horney Owl,,741 O'Farrell,San Francisco,CA,(OC) - Older/More Mature Crowd,Bars/Clubs,,,,2/2/2020 10:31pm,2/25/2020 11:55am,1979
279,Horny Owl,,741 O'Farrell,San Francisco,CA,(*) - Very popular,Bars/Clubs,,,,2/18/2020 1:35am,2/26/2020 11:11am,1975
567,Horny Owl,,741 O'Farrell,San Francisco,CA,(OC) - Older/More Mature Crowd,Bars/Clubs,,,,2/4/2020 1:42pm,2/25/2020 11:51am,1978
1693,Horny Owl,,741 O'Farrel St.,San Francisco,CA,(OC) - Older/More Mature Crowd,Bars/Clubs,,,,2/10/2020 4:58pm,2/25/2020 11:56am,1980
470,Horny Owl ,,741 O'Farrell St. ,San Francisco,CA,(*) - Very popular,Bars/Clubs,,,,2/14/2020 9:42pm,2/25/2020 11:45am,1976
,Hot House,,1548 Polk St,San Francisco,CA,(D) - Dancing,Bars/Clubs,,,,,,1974
568,Hot Rocks,('Action Back room'- maybe changing name to 'Jocks') nr. Folsom,278 11th St.,San Francisco,CA,"""(C) - Coffee, soft drinks and sometimes snacks"",(AH) - After Hours",Bars/Clubs,,,,2/4/2020 1:42pm,2/25/2020 11:51am,1978
11,Hotel De La Costa,,109 Ocean Ave,Laguna Beach,CA,"""(H) - Hotel - motel, lodgings or other over night accommodations_""",Hotels,,,,2/13/2020 5:29pm,2/28/2020 10:17am,1965
76,Hotel Firenze,,1289 S. Coast Hwy. ,Laguna Beach ,CA,"(M) - Mixed Crowds - Some Straights,""(H) - Hotel, motel, or other overnight accomodations""",Hotels,,,,1/23/2020 12:31pm,2/25/2020 11:55am,1979
1147,Hotel Firenze,"(Some PE, OC)",1289 S. Coast Hwy.,Laguna Beach ,CA,"(M) - Mixed Crowds - Some Straights,""(H) - Hotel, motel, or other overnight accomodations"",(PE) - Pretty elegant - jacket & tie may be required,(OC) - Older/More Mature Crowd",Hotels,,,,1/27/2020 12:16am,2/25/2020 11:56am,1980
1694,Hotel Stutz,,685 Ellis St.,San Francisco,CA,"""(H) - Hotel, motel, or other overnight accomodations""",Hotels,,,,2/10/2020 4:59pm,2/25/2020 11:56am,1980
1695,Hotel York,,940 Sutter St.,San Francisco,CA,"(*) - Very popular,""(H) - Hotel, motel, or other overnight accomodations""","Hotels,Restaurant,Bars/Clubs",,,,2/10/2020 4:59pm,2/25/2020 11:56am,1980
16,Hound's Tooth,,12474 Garden Grove,Garden Grove ,CA,"(*) - Very popular,(YC) - Young and/or collegiate types",Bars/Clubs,,,,2/11/2020 12:26am,2/25/2020 10:52am,1969
13,Hound's Tooth,,12745 Garden Grove St.,Garden Grove ,CA,"(YC) - Young and/or collegiate types_,(*) - Very popular_",Bars/Clubs,,,,7/21/2019 11:19pm,7/21/2019 11:32pm,1970
19,Hound's Tooth,,12745 Garden Grove Blvd.,Garden Grove ,CA,"(YC) - Young and/or collegiate types,(*) - Very popular",Bars/Clubs,,,,2/9/2020 5:59pm,2/25/2020 10:53am,1971
13,Hound's Tooth,,12745 Garden Grove Blvd,Garden Grove ,CA,"(YC) - Young and/or collegiate types,(*) - Very popular",Bars/Clubs,,,,7/25/2019 7:58am,7/25/2019 7:58am,1972
22,Hound's Tooth,,12745 Garden Grove Blvd.,Garden Grove ,CA,"(YC) - Young and/or collegiate types,(*) - Very popular",Bars/Clubs,,,,7/22/2019 4:24pm,7/22/2019 11:01pm,1974
8,Hounds Tooth,,12474 Garden Grove,Garden Grove,CA,(*) - Very popular_,Bars/Clubs,,,,7/20/2019 11:36pm,7/21/2019 7:47am,1968
29,Hounds Tooth,,12745 Garden Grove Blvd.,Garden Grove ,CA,"(YC) - Young and/or collegiate types,(*) - Very popular",Bars/Clubs,,,,2/9/2020 9:38pm,2/25/2020 11:41am,1973
306,Houndstooth Inn,(best Sun. brunch closes nites 10pm),10 Woodland,San Rafael ,CA,,Hotels,,,,,,1970
287,Houndstooth Inn,(closes 10pm),10 Woodland,San Rafael ,CA,,Bars/Clubs,,,,2/14/2020 12:20am,2/25/2020 10:53am,1971
256,Houndstooth Inn,(Closes 10 pm),10 Woodland,San Rafael ,CA,,Bars/Clubs,,,,,,1972
280,House of Harmony,,1312 Polk St.,San Francisco,CA,,Bars/Clubs,,,,2/18/2020 1:35am,2/26/2020 11:11am,1975
243,House of Harmony,,1312 Polk St,San Francisco,CA,,Bars/Clubs,,,,2/17/2020 4:39am,2/25/2020 10:52am,1969
266,House of Harmony,,1312 Polk St.,San Francisco,CA,(*) - Very popular_,Bars/Clubs,,,,,,1970
354,House of Harmony,,1312 Polk St.,San Francisco,CA,,Bars/Clubs,,,,,,1972
408,House of Harmony,,1312 Polk St.,San Francisco,CA,,Bars/Clubs,,,,2/17/2020 3:45pm,2/25/2020 11:41am,1973
,House of Harmony,,1312 Polk St,San Francisco,CA,,Bars/Clubs,,,,,,1974
569,House of Harmony,,1312 Polk St.,San Francisco,CA,,Bars/Clubs,,checked,,2/4/2020 1:42pm,2/25/2020 11:51am,1978
471,House of Harmony ,,1312 Polk St. ,San Francisco,CA,,Bars/Clubs,,,,2/14/2020 9:42pm,2/25/2020 11:45am,1976
538,House of Harmony ,,1312 Polk Street ,San Francisco,CA,,Bars/Clubs,,checked,,2/2/2020 8:30pm,2/25/2020 11:47am,1977
1201,House of Ivy,,1640 N. Las Palmas,Hollywood,CA,"(S) - Shows - impersonators or record pantomime acts - often touristy,(RT) - 'Raunchy types' - downtown type places - often hustlers",Restaurant,,,,2/23/2020 4:51pm,2/23/2020 5:02pm,1975
103,House of Ivy,,1640 N. Las Palmas,Los Angeles ,CA,"""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place.""",Restaurant,,,,7/23/2019 12:44pm,7/23/2019 1:25pm,1974
123,House of Ivy,,1640 Las Palmas,Hollywood,CA,,Restaurant,,,,2/7/2020 11:26pm,2/25/2020 11:45am,1976
157,House of Ivy,,1640 No. Las Palmas,Hollywood,CA,"(RT) - 'Raunchy types' - downtown type places - often hustlers,(B) - Blacks frequent,(*) - Very popular",Bars/Clubs,,checked,,1/26/2020 8:20pm,2/25/2020 11:51am,1978
170,House of Ivy,(May be close),1640 N. Las Palmas,Hollywood,CA,"(RT) - 'Raunchy types' - downtown type places - often hustlers,(B) - Blacks frequent",Bars/Clubs,,,,1/23/2020 11:06pm,2/25/2020 11:55am,1979
144,House of Ivy ,,1640 North Las Palmas ,Hollywood,CA,"(RT) - 'Raunchy types' - downtown type places - often hustlers,(B) - Blacks frequent,(*) - Very popular",Bars/Clubs,,,,1/27/2020 4:00pm,2/25/2020 11:47am,1977
539,House of O'Rourke,(Bookstore) ,1002 Market Street at Taylor,San Francisco,CA,(*) - Very popular,Book Store,,,,2/2/2020 8:30pm,2/25/2020 11:47am,1977
472,House of O'Rourke ,(Book Store) ,1002 Market St. ,San Francisco,CA,,Book Store,,,,2/14/2020 9:42pm,2/25/2020 11:45am,1976
158,House of St. James,"(Hair removal) Suite 718

", 9201 Sunset Blvd,Hollywood,CA,,Business,,,,1/26/2020 8:20pm,2/25/2020 11:51am,1978
570,House of St. James,(Hair Removal) Suite 1202,209 Post St.,San Francisco,CA,,Business,,,,2/4/2020 1:42pm,2/25/2020 11:51am,1978
540,House of St. James ,(Hair Removal) ,209 Post Street Suite 1202,San Francisco,CA,,Business,,,,2/2/2020 8:30pm,2/25/2020 11:47am,1977
145,House of St. James ,(Hair Removal) ,9201 Sunset - Suite 718,Hollywood,CA,,Business,,,,1/27/2020 4:00pm,2/25/2020 11:47am,1977
171,House of St.James,(Hair removal) Suite 718,9201 Sunset Blvd.,Hollywood,CA,,Business,,,,1/23/2020 11:06pm,2/25/2020 11:55am,1979
273,Howard Manor Lounge,,572 Indian Ave.,Palm Springs,CA,(M) - Mixed Crowds - Some Straights,Bars/Clubs,,,,2/11/2020 1:05am,2/25/2020 11:41am,1973
139,Howard's Party Room & Pizzas,,67977 Hwy 111,Cathedral City,CA,,Bars/Clubs,,,,7/21/2019 1:25am,7/21/2019 7:47am,1968
1202,Hub,(good afternoons too),7864 Santa Monica Blvd.,Hollywood,CA,"(W) - Western or coyboy types,(*) - Very popular",Bars/Clubs,,,,2/23/2020 4:51pm,2/23/2020 5:02pm,1975
29,Hub,,7864 Santa Monica Blvd,Los Angeles,CA,,Bars/Clubs,,,,2/13/2020 5:29pm,2/28/2020 10:17am,1965
33,Hub,,7864 Santa Monica Blvd,Los Angeles,CA,,Bars/Clubs,,,,2/13/2020 5:31pm,2/25/2020 10:51am,1966
33,Hub,,7864 Santa Monica Blvd.,Los Angeles,CA,(*) - Very popular_,Bars/Clubs,,,,7/21/2019 12:24am,7/21/2019 7:47am,1968
52,Hub,,7864 Santa Monica Blvd.,Hollywood,CA,(*) - Very popular,Bars/Clubs,,,,2/11/2020 12:46am,2/25/2020 10:52am,1969
48,Hub,,7864 Santa Monica Blvd.,Los Angeles ,CA,,Bars/Clubs,,,,7/21/2019 11:33pm,7/21/2019 11:57pm,1970
69,Hub,,7864 Santa Monica Blvd.,Los Angeles ,CA,(*) - Very popular,Bars/Clubs,,,,2/9/2020 5:59pm,2/25/2020 10:53am,1971
83,Hub,,7864 Santa Monica Blvd.,Los Angeles ,CA,(*) - Very popular,Bars/Clubs,,,,7/25/2019 7:58am,7/25/2019 7:58am,1972
106,Hub,(good afternoons),7864 Santa Monica Blvd.,Hollywood,CA,(*) - Very popular,Bars/Clubs,,,,2/9/2020 9:39pm,2/25/2020 11:41am,1973
104,Hub,Good afternoons,7864 Santa Monica Blvd.,Los Angeles ,CA,(*) - Very popular,Bars/Clubs,,,,7/23/2019 12:44pm,7/23/2019 1:25pm,1974
124,Hub,(good afternoons),7864 Santa Monica ,Hollywood,CA,"(W) - Western or coyboy types,(*) - Very popular",Bars/Clubs,,,,2/7/2020 11:26pm,2/25/2020 11:45am,1976
146,Hub,(good afternoons) ,7864 Santa Monica Boulevard,Hollywood,CA,"(PT) - Pool Table,(*) - Very popular",Bars/Clubs,,,,1/27/2020 4:00pm,2/25/2020 11:47am,1977
750,Hub,(Disco- D- WE) (Looks promising),1220 Pine St.,Walnut Creek,CA,"(E) - Entertainment,(D) - Dancing,(WE) = Weekends",Bars/Clubs,,,,2/9/2020 9:19pm,2/25/2020 11:51am,1978
159,Hub,(Good afternoons),7864 Santa Monica Blvd.,Hollywood,CA,"(PT) - Pool Table,(*) - Very popular",Bars/Clubs,,,,1/26/2020 8:20pm,2/25/2020 11:51am,1978
172,Hub,(Good afternoons),7864 Santa Monica Blvd.,Hollywood,CA,"(PT) - Pool Table,(*) - Very popular",Bars/Clubs,,,,1/23/2020 11:06pm,2/25/2020 11:55am,1979
765,Hub,(WE*),1220 Pine St.,Walnut Creek,CA,"(D) - Dancing,(WE) - Weekends,(*) - Very popular",Bars/Clubs,,,,2/4/2020 1:18pm,2/25/2020 11:55am,1979
1912,Hub,,1220 Pine St.,Walnut Creek,CA,"(*) - Very popular,(WE) = Weekends,(AYOR) -  At Your Own Risk - Dangerous - Usually Fuzz",Bars/Clubs,,,,2/10/2020 11:47pm,2/25/2020 11:56am,1980
234,Hula Shack,,979 Folsom St.,San Francisco,CA,,Bars/Clubs,,,,2/18/2020 11:39pm,2/28/2020 10:17am,1965
206,Hungry Eye,,13952 Ventura Blvd.,Sherman Oaks,CA,,Bars/Clubs,,,,7/25/2019 7:58am,7/25/2019 7:58am,1972
541,Hungry Hole ,(looks promising) (beer& wine),1188 Folsom Street ,San Francisco,CA,"(W) - Western or coyboy types,""(FFA) - Final Faith of America, or ask your friendly SM Serviceman""",Bars/Clubs,,,,2/2/2020 8:30pm,2/25/2020 11:47am,1977
303,Hungry Horse,,5520 La Jolla Blvd.,La Jolla,CA,(*) - Very popular,Bars/Clubs,,,,7/24/2019 1:13pm,7/24/2019 1:44pm,1974
199,Hungry Horse Saloon,(La Jolla),5520 La Jolla Blvd.,San Diego,CA,,Bars/Clubs,,,,2/12/2020 11:52am,2/26/2020 11:11am,1975
1559,Hungry Horse Tavern,,5520 La Jolla Blvd.,La Jolla,CA,,Bars/Clubs,,,,2/3/2020 4:42am,2/25/2020 11:56am,1980
244,Hungry Savage,(Looks promising) (Echo Park),2939 Sunset Blvd. ,Los Angeles ,CA,(PT) - Pool Table,Bars/Clubs,,,,1/23/2020 11:06pm,2/25/2020 11:55am,1979
1322,Hungry Savage,,2939 Sunset Blvd.,Echo Park,CA,(PT) - Pool Table,Bars/Clubs,,,,2/1/2020 7:55pm,2/25/2020 11:56am,1980
329,Hunter's Inn,,1500 S. Broadway,Santa Maria,CA,(M) - Mixed Crowds,Bars/Clubs,,,,7/24/2019 1:45pm,7/24/2019 1:51pm,1974
443,Hut,,2581 Univeristy Avenue ,San Diego ,CA,"(W) - Western or coyboy types,(*) - Very popular",Bars/Clubs,,,,2/2/2020 8:29pm,2/25/2020 11:47am,1977
382,Hut,(Disco) (Liquor) (W. Sacramento),2400 W. Capitol,Sacramento ,CA,"(D) - Dancing,(YC) - Young and/or collegiate types,(*) - Very popular",Bars/Clubs,,,,2/3/2020 11:18pm,2/25/2020 11:51am,1978
458,Hut,,2581 University Ave.,San Diego ,CA,"(W) - Western or coyboy types,(*) - Very popular",Bars/Clubs,,,,2/4/2020 12:58am,2/25/2020 11:51am,1978
406,Hut,('Tired' disco) (Liquor) (WE only) (W. Sacramento),2400 W. Capitol,Sacramento ,CA,"(D) - Dancing,(WE) - Weekends",Bars/Clubs,,,,1/30/2020 9:07pm,2/25/2020 11:55am,1979
453,Hut,(Also C-AH),2851 University Ave.,San Diego ,CA,"(*) - Very popular,(PT) - Pool Table,""(C) - Coffee, soft drinks and sometimes snacks"",(AH) - After Hours",Bars/Clubs,,,,1/30/2020 9:07pm,2/25/2020 11:55am,1979
400,Hut ,(disco) (liquor) (West Sacramento) ,2400 West Capital ,Sacramento ,CA,"(D) - Dancing,(YC) - Young and/or collegiate types,(*) - Very popular",Restaurant,,,,1/29/2020 8:48pm,2/25/2020 11:47am,1977
1509,Hut ,(Disco) (Liquor),2400 W. Capital,Sacramento ,CA,"(D) - Dancing,(WE) = Weekends",Bars/Clubs,,,,2/3/2020 3:25am,2/25/2020 11:56am,1980
48,Hy Spot,,1941 Hyperion,Los Angeles,CA,,Bars/Clubs,,,,2/13/2020 5:29pm,2/28/2020 10:17am,1965
58,Hy Spot,,1941 Hyperion,Los Angeles,CA,,Bars/Clubs,,,,2/13/2020 5:31pm,2/25/2020 10:51am,1966
57,Hy Spot,,N Hyperion,Los Angeles,CA,,Bars/Clubs,,,,7/21/2019 12:30am,7/21/2019 7:47am,1968
111,Hy Spot,(no sign-illuminated facade),1941 Hyperion,Los Angeles ,CA,,Bars/Clubs,,,,2/9/2020 5:59pm,2/25/2020 10:53am,1971
57,Hyperion Baths,,2114 N. Hyperion,Los Angeles,CA,,Baths,,,,2/13/2020 5:31pm,2/25/2020 10:51am,1966
55,Hyperion Baths,,2114 N Hyperion,Los Angeles,CA,,Baths,,,,7/21/2019 12:24am,7/21/2019 7:47am,1968
78,Hyperion Baths,,2114 N Hyperion,Los Angeles ,CA,(P) - Private club - Inquire locally to admission,Baths,,,,2/11/2020 3:42am,2/25/2020 10:52am,1969
109,Hyperion Baths,,2114 Hyperion,Los Angeles ,CA,,Baths,,,,2/9/2020 5:59pm,2/25/2020 10:53am,1971
129,Hyperion Baths,,2114 Hyperion,Los Angeles ,CA,,Baths,,,,7/25/2019 7:58am,7/25/2019 7:58am,1972
170,Hyperion Baths,,2114 Hyperion,Los Angeles ,CA,,Baths,,,,2/9/2020 9:39pm,2/25/2020 11:41am,1973
169,Hyperion Baths,,2114 Hyperion,Los Angeles ,CA,,Baths,,,,7/23/2019 5:07pm,7/23/2019 6:15pm,1974
1268,Hyperion Health Club,(Baths),2114 Hyperion,Los Angeles,CA,,Baths,,,,2/23/2020 5:59pm,2/23/2020 6:50pm,1975
234,Hyperion Health Club,(Baths- good afternoons),2114 Hyperion,Los Angeles ,CA,(*) - Very popular,Baths,,,,1/26/2020 9:26pm,2/25/2020 11:51am,1978
245,Hyperion Health Club,(Baths) (Good days*),2114 Hyperion,Los Angeles ,CA,(*) - Very popular,Baths,,,,1/23/2020 11:06pm,2/25/2020 11:55am,1979
1323,Hyperion Health Club,(Baths) (Good days),2114 Hyperion ,Los Angeles ,CA,(*) - Very popular,Baths,,,,2/1/2020 7:56pm,2/25/2020 11:56am,1980
189,Hyperion Health Club ,(Baths) ,2114 Hyperion,Los Angeles ,CA,,Baths,,,,2/7/2020 11:27pm,2/25/2020 11:45am,1976
223,Hyperion Health Club ,(Baths) (Good afternoons) ,2114 Hyperion,Los Angeles ,CA,"(P) - Private club - Inquire locally to admission,(*) - Very popular",Baths,,,,1/27/2020 4:00pm,2/25/2020 11:47am,1977
110,Hyperion Lounge,,2810 Hyperion,Los Angeles ,CA,,Baths,,,,2/9/2020 5:59pm,2/25/2020 10:53am,1971
574,I Beam,"(Unisex) (Disco) (Game room) (WE*) (Also AH-WE) (Upstairs)
",1748 Haight,San Francisco,CA,"(YC) - Young and/or collegiate types,(D) - Dancing,(WE) - Weekends,(*) - Very popular,(AH) - After Hours",Bars/Clubs,,,,2/2/2020 10:31pm,2/25/2020 11:55am,1979
,I-Do-No,,4146 18th St. ,San Francisco,CA,,Bars/Clubs,,,,,,1968
244,I-Do-No,,4146 18th St,San Francisco,CA,,Bars/Clubs,,,,2/17/2020 4:39am,2/25/2020 10:52am,1969
409,Ice House Baths,(above Hans-Off) Duboce & Valencia,199 Valencia,San Francisco,CA,,Baths,,,The address wasn't listen but the listing said above Hans-off so I put the same address,2/17/2020 3:45pm,2/25/2020 11:41am,1973
224,Ida's Inn,,2903 N Wilson Way,Stockton,CA,,Hotels,,,,2/19/2020 1:15am,2/25/2020 10:51am,1966
49,If Cafe,,810 S Western Ave,Los Angeles,CA,,Bars/Clubs,,,,2/13/2020 5:29pm,2/28/2020 10:17am,1965
59,If Cafe,,810 S. Western Ave,Los Angeles,CA,"""(G) - Girls, but seldom exclusively""",Bars/Clubs,,,,2/13/2020 5:31pm,2/25/2020 10:51am,1966
58,If Cafe,,810 S Western Ave,Los Angeles,CA,"""(G) - Girls, but rarely exclusively_""",Bars/Clubs,,,,7/21/2019 12:41am,7/21/2019 7:47am,1968
1173,Impact Lounge,(Liquor),6101 Cherry Ave.,Long Beach,CA,"(WE) = Weekends,(*) - Very popular","Bars/Clubs,Restaurant",,,,1/27/2020 1:57am,2/25/2020 11:56am,1980
459,Imperial Motel,,6624 El Cajon,San Diego ,CA,"(M) - Mixed Crowds - Some Straights,""(H) - Hotel, motel, or other overnight accomodations""",Bars/Clubs,,,,2/4/2020 12:58am,2/25/2020 11:51am,1978
1244,"Imre-Gordon, Inc.",(Electrolysis) Suite 3 ,8680 Melrose,Hollywood,CA,(*) - Very popular,Business,,,,1/27/2020 10:45pm,2/25/2020 11:56am,1980
1376,In Touch Lounge,(Small disco) (Liquor) ,5248 N. Van Nuys Blvd.,Van Nuys,CA,"(*) - Very popular,(D) - Dancing",Bars/Clubs,,,,2/2/2020 2:24am,2/25/2020 11:56am,1980
355,In-B-Tween,,1347 Folsom St.,San Francisco,CA,(W) - Western or cowboy types,Bars/Clubs,,,,,,1972
388,India Book Store,,736 5th St. ,San Diego ,CA,,Book Store,,,,2/12/2020 9:03pm,2/25/2020 11:45am,1976
444,India Book Store ,,736 5th Street ,San Diego ,CA,,Book Store,,,,2/2/2020 8:29pm,2/25/2020 11:47am,1977
281,Infamous Book Store,,219 Jones St.,San Francisco,CA,,Book Store,,,,2/18/2020 1:35am,2/26/2020 11:11am,1975
542,Infamous Book Store,,219 Jones Street ,San Francisco,CA,,Book Store,,,,2/2/2020 8:30pm,2/25/2020 11:47am,1977
571,Infamous Book Store,,219 Jones St.,San Francisco,CA,,Book Store,,,,2/4/2020 1:42pm,2/25/2020 11:51am,1978
,Infamous Book Store ,,219 Jones St,San Francisco,CA,,Business,,,,,,1974
473,Infamous Book Store ,,219 Jones St. ,San Francisco,CA,,Book Store,,,,2/14/2020 9:42pm,2/25/2020 11:45am,1976
222,Inn,,2325 E. 14th St.,Oakland,CA,,Hotels,,,,,,1970
192,Inn-B-Tween,,2325 E. 14th St. ,Oakland,CA,,Bars/Clubs,,,,2/9/2020 6:00pm,2/25/2020 10:53am,1971
280,Inn-B-Tween,,2325 E. 14th St.,Oakland,CA,,Bars/Clubs,,,,,,1972
