ID,Title,description,streetaddress,city,amenityfeatures,type,Year,unclearaddress,uncleartype,notes,dateadded,lastmodified
298,Gallery Inn,(Some G),3 Johnston St.,Provincetown,"(H),(BYOB),(G)",Hotels,1979,,,,3/29/2020 7:51pm,3/30/2020 1:43am
299,George's Inn,(BYOB for 'set ups'),9 Court St.,Provincetown,"(H),(*),(BYOB)",Hotels,1979,,,,3/29/2020 7:51pm,3/31/2020 1:09am
300,Isis Books & Records,,199 Commercial St.,Provincetown,,Book Store,1979,,,,3/29/2020 7:51pm,3/30/2020 1:43am
301,J.P.'s Hilltop Inn,,140 Bradford St.,Provincetown,(H),Hotels,1979,,,,3/29/2020 7:51pm,3/30/2020 1:43am
302,Land's End Inn ,,22 Commercial St.,Provincetown,"(M),(H)",Hotels,1979,,,,3/29/2020 7:51pm,3/30/2020 1:43am
303,Madeira Room,Pilgrim House,336 Commercial St.,Provincetown,"(M),(S),(*)",Bars/Clubs,1979,,,,3/29/2020 7:51pm,3/30/2020 1:43am
304,Mother Marion's,(Breakfast),296 Commercial St.,Provincetown,"(M),(R)",Restaurant,1979,,,,3/29/2020 7:51pm,3/30/2020 1:43am
305,Ocean's Inn,,386 Commercial St.,Provincetown,(H),Hotels,1979,,,,3/29/2020 7:51pm,3/30/2020 1:43am
306,Pied Piper,(Disco),193-A Commercial St.,Provincetown,"(*),(D),(R),(PT),(G)","Restaurant,Bars/Clubs",1979,,,,3/29/2020 7:51pm,3/30/2020 1:43am
307,Pilgrim House,,336 Commercial St.,Provincetown,(H),Hotels,1979,,,,3/29/2020 7:51pm,3/30/2020 1:43am
310,Ranch Guest House,(BYOB for 'set ups'),198 Commercial St.,Provincetown,"(H),(W),(OC),(*),(BYOB)",Hotels,1979,,,,3/29/2020 7:51pm,3/30/2020 1:43am
311,Room at the Top,(Some G),82 Bradford St.,Provincetown,"(H),(G)",Hotels,1979,,,,3/29/2020 7:51pm,3/30/2020 1:43am
312,Sandpiper Beach House,(Swim pool),165 Commercial St.,Provincetown,"(M),(H),(*)",Hotels,1979,,,,3/29/2020 7:51pm,3/30/2020 1:43am
313,Sea Drift Inn,,80 Bradford St. ,Provincetown,"(H),(W),(SM),(*),(BYOB)",Hotels,1979,,,,3/29/2020 7:51pm,3/30/2020 1:43am
314,Six Dryer Street Guest House,,6 Dryer St. ,Provincetown,(H),Hotels,1979,,,,3/29/2020 7:51pm,3/30/2020 1:43am
315,Sunset Inn,,142 Bradford St.,Provincetown,(H),Hotels,1979,,,,3/29/2020 7:51pm,3/30/2020 1:43am
317,The Inn,,15 Cottage St.,Provincetown,(H),Hotels,1979,,,,3/29/2020 7:51pm,3/30/2020 1:43am
318,Town House,(Bar with (OC)-'sing along' is in back through (M) (R) called 'The Gallery'- (YC) (D) downstairs at 'Below Deck'),291 Commercial St.,Provincetown,"(R),(*),(OC),(M),(D)","Restaurant,Bars/Clubs",1979,,,,3/29/2020 7:51pm,3/30/2020 1:43am
319,Trade Winds,,12 Johnson St.,Provincetown,(H),Hotels,1979,,,,3/29/2020 7:51pm,3/30/2020 1:43am
320,Victoria House ,,5 Standish St.,Provincetown,(H),Hotels,1979,,,,3/29/2020 7:51pm,3/30/2020 1:43am
322,Watership Inn,,616 Commercial St.,Provincetown,"(M),(H)",Hotels,1979,,,,3/29/2020 7:51pm,3/30/2020 1:43am
323,White Wind Inn,(Very M),174 Commercial St.,Provincetown,(M),Hotels,1979,,,,3/29/2020 7:51pm,3/30/2020 1:43am
329,Country Club,(Disco) (Swim pool) (WE*) (Rte.139),44 Mazeo Drive ,Randolph,"(P),(D),(E),(WE),(*)",Bars/Clubs,1979,,,,3/29/2020 7:51pm,3/30/2020 1:43am
330,Dixie Beer Garden,,160 Boulevard,Revere Beach,"(M),(YC)",Bars/Clubs,1979,,,,3/29/2020 7:51pm,3/30/2020 1:43am
331,Pleasant Stock,,421 Washington St.,Somerville,(R),Restaurant,1979,,,,3/29/2020 7:51pm,3/30/2020 1:43am
332,Arbor,,83 Worthington St. ,Springfield,"(YC),(D),(S),(G),(*)",Bars/Clubs,1979,,,,3/29/2020 7:51pm,3/30/2020 1:43am
334,Pub,"(Some OC) (Cocktail hour, 5-8 pm-Tues. night pizza) nr. Worthington (see ad next page)",382 Dwight St.,Springfield,"(*),(D),(OC),(S)","Bars/Clubs,Restaurant",1979,,,,3/29/2020 7:51pm,3/30/2020 1:43am
335,Quarry,"(Some W, SM) (Disco) (C-AH-WE*) (Below 'The Pub')",382 Dwight St.,Springfield,"(YC),(W),(SM),(D),(C),(AH),(WE),(*)",Bars/Clubs,1979,,,,3/29/2020 7:51pm,3/30/2020 1:43am
347,Bickford's Pancake House,,97 Stafford St.,Worcester,"(M),(R),(C),(AH)",Restaurant,1979,,,,3/29/2020 7:51pm,3/30/2020 1:43am
348,Howard Johnson's,,481 Lincoln ,Worcester,"(M),(R),(C),(AH)",Restaurant,1979,,,,3/29/2020 7:51pm,3/30/2020 1:43am
349,Isaiah's,(Cruisy) ,11 Thomas St.,Worcester,"(R),(D),(*)","Restaurant,Cruising Areas",1979,,,,3/29/2020 7:51pm,3/30/2020 1:43am
350,Mailbox,(Cruisy) (Disco) (see ad page 199),282 Main St.,Worcester,"(*),(YC),(D)","Cruising Areas,Bars/Clubs",1979,,,,3/29/2020 7:51pm,3/30/2020 1:43am
353,Drake's Village Inn,,85 Amity St.,Amherst,"(M),(YC)",Hotels,1978,,,,3/29/2020 7:51pm,3/30/2020 1:51am
355,Art I Cinema,,204 Tremont,Boston,,Theatre,1978,,,,3/29/2020 7:51pm,3/30/2020 2:58am
356,Boston Eagle,,88 Queensberry St.,Boston,"(SM),(W),(*)",Bars/Clubs,1978,,,,3/29/2020 7:51pm,3/30/2020 2:57am
357,Carnival,('Combat Zone'),89 Boylston St.,Boston,"(RT),(AYOR)",Bars/Clubs,1978,,,,3/29/2020 7:51pm,3/30/2020 2:57am
358,Chaps,,25 Huntington Ave.,Boston,"(W),(YC),(*)",Bars/Clubs,1978,,,,3/29/2020 7:51pm,3/30/2020 2:57am
359,Citadel,(G only) (WE*),22 Avery St.,Boston,"(D),(E),(G),(PT),(WE),(*)",Bars/Clubs,1978,,,,3/29/2020 7:51pm,3/30/2020 2:57am
360,Club La Grange,(Some SM)  nr. Washington & Stewart,4 La Grange St.,Boston,"(SM),(*)","Baths,Bars/Clubs",1978,,,,3/29/2020 7:51pm,3/31/2020 8:33pm
361,Costa's Mais Oui,(Beer & wine only),129 Columbus Ave.,Boston,(R),Restaurant,1978,,,,3/29/2020 7:51pm,3/30/2020 2:57am
362,Esplanade Paperbacks Books,,107 Charles St.,Boston,(*),Book Store,1978,,,,3/29/2020 7:51pm,3/30/2020 2:57am
363,Essex Hotel,,695 Atlantic Ave.,Boston,"(M),(AYOR)",Hotels,1978,,,,3/29/2020 7:51pm,3/30/2020 2:57am
364,Harry's Tavern,,406 Harrison St.,Boston,,Bars/Clubs,1978,,,,3/29/2020 7:51pm,3/30/2020 2:57am
366,Hound's Tooth,,14 Carver St.,Boston,"(M),(R)",Restaurant,1978,,,,3/29/2020 7:51pm,3/30/2020 2:57am
367,Jacque's,(Many G) (Some RT) (Disco),87 Broadway,Boston,"(G),(RT),(D)",Bars/Clubs,1978,,,,3/29/2020 7:51pm,3/30/2020 2:57am
368,Ken's,at Copley Square,549 Boylston St. ,Boston,"(M),(R),(C),(AH)",Restaurant,1978,,,,3/29/2020 7:51pm,3/30/2020 2:57am
369,M.C.C.,Old West Church,131 Cambridge St.,Boston,M.C.C.,Church,1978,,,,3/29/2020 7:51pm,3/30/2020 2:57am
370,Napoleon Club,(D upstairs-some YC- WE),52 Piedmont,Boston,"(*),(OC),(E),(D),(WE)",Bars/Clubs,1978,,,,3/29/2020 7:51pm,3/30/2020 2:57am
371,Nine Knox,(No booze-take your own wine-resereve),9 Knox St.,Boston,"(M),(PE),(R)",Restaurant,1978,,,,3/29/2020 7:51pm,3/30/2020 2:57am
374,119 Merrimac,(Disco) ,119 Merrimac,Boston,"(D),(*)",Bars/Clubs,1978,,,,3/30/2020 1:55am,3/30/2020 2:57am
375,Paperback Booksmith,(Books),753 Boylston,Boston,,Book Store,1978,,,,3/30/2020 1:55am,3/30/2020 2:57am
376,Playland, ('Combat Zone'),21 Essex St.,Boston,(RT),Bars/Clubs,1978,,,,3/30/2020 1:55am,3/30/2020 2:57am
377,Powderhorn,,178 Milk St.,Boston,,Bars/Clubs,1978,,checked,sounds like a bar but unsure,3/30/2020 1:55am,3/30/2020 2:57am
378,Rainbow,(Disco) (3rd attempt at this old 'super bar'),13 Lansdowne St.,Boston,"(YC),(D)",Bars/Clubs,1978,,,,3/30/2020 1:55am,3/30/2020 2:57am
379,Regency Club Baths,,11 Otis St,Boston,"(*),(OC)",Baths,1978,,,,3/30/2020 1:55am,3/30/2020 2:57am
380,Saints,(G only) ,112 Broad,Boston,"(G),(D),(*)",Bars/Clubs,1978,,,,3/30/2020 1:55am,3/30/2020 2:57am
381,Shed,(Cruisy) (Very Active T-Room),272 Huntington St.,Boston,"(W),(SM),(*)","Bars/Clubs,Cruising Areas",1978,,,,3/30/2020 1:55am,3/30/2020 2:57am
382,Somewhere,(Disco) (Should be a winner),295 Franklin,Boston,"(YC),(D)",Bars/Clubs,1978,,,,3/30/2020 1:55am,3/30/2020 2:57am
383,South Station Cinema,,23 South St.,Boston,,Theatre,1978,,,,3/30/2020 1:55am,3/30/2020 2:57am
384,Sporters ,"(Some W, YC) (Cruisy)  (Opp. Holiday Inn-no sign, but don't miss it! Good Sunday afternoons)  nr. Blossom St.",228 Cambridge,Boston,"(*),(W),(YC),(PT)","Cruising Areas,Bars/Clubs",1978,,,,3/30/2020 1:55am,3/30/2020 2:57am
385,Styx,(Enter from Huntington St. in back of public library),10 Blagden St.,Boston,"(YC),(D),(*)",Bars/Clubs,1978,,,,3/30/2020 1:55am,3/30/2020 2:57am
386,Symphony II,(Theatre),252 Huntington St.,Boston,,Theatre,1978,,,,3/30/2020 1:55am,3/30/2020 2:57am
388,Together,(Disco),110 Boylston,Boston,"(HIP),(YC),(D),(*)",Bars/Clubs,1978,,,,3/30/2020 1:55am,3/30/2020 2:57am
389,Twelve Carver,,12 Carver St.,Boston,(*),Bars/Clubs,1978,,,,3/30/2020 1:55am,3/30/2020 2:57am
390,Twelve-Seventy Club,(Disco) (3 floors) (Some B) ,1270 Boylston St.,Boston,"(*),(HIP),(YC),(D),(B)",Bars/Clubs,1978,,,,3/30/2020 1:55am,3/30/2020 2:57am
391,Y.M.C.A.,,316 Huntington St.,Boston,"(M),(H)","Hotels,Organizations",1978,,,,3/30/2020 1:55am,3/30/2020 2:57am
403,Charlie's,,10 Elliot St.,Cambridge,"(M),(YC),(WE)",Bars/Clubs,1978,,,,3/30/2020 1:55am,3/30/2020 2:57am
404,One Hundred Flowers,(Books),15 Pearl St.,Cambridge,,Book Store,1978,,,,3/30/2020 1:55am,3/30/2020 2:57am
407,Cosmopolitan Cafe,,511 Market Cafe,Lowell,(M),Restaurant,1978,,,,3/30/2020 1:55am,3/30/2020 2:57am
408,Tower News Stand,(Books),101 Gorham St.,Lowell,(M),Book Store,1978,,,,3/30/2020 1:55am,3/30/2020 2:57am
411,Ballarou Skating Rink ,(Tues. night roller skating),376 Mystic Ave.,Medford,,Business,1978,,,,3/30/2020 1:55am,3/30/2020 2:57am
412,House of Orange,,25 Orange St.,Nantucket,"(M),(H)",Hotels,1978,,,,3/30/2020 1:55am,3/30/2020 2:57am
413,R& R Club,,78 Covel St.,New Bedford,"(D),(*)",Bars/Clubs,1978,,,,3/30/2020 1:55am,3/30/2020 2:57am
414,Anchor Inn Guest House,,175 Commercial St.,Provincetown,(H),Hotels,1978,,,,3/30/2020 1:55am,3/30/2020 2:57am
415,Angel's Landing,,353 Commercial St.,Provincetown,,Bars/Clubs,1978,,,,3/30/2020 1:55am,3/30/2020 2:57am
419,Bradford Gardens,,177 Bradford St.,Provincetown,"(M),(H)",Hotels,1978,,,,3/30/2020 2:22am,3/30/2020 2:57am
421,Caper Inn,(Weekly or monthly apts.),14 Mechanic St.,Provincetown,(H),Hotels,1978,,,,3/30/2020 2:22am,3/30/2020 2:57am
422,Capricorn Guest House,,6 Cottage St.,Provincetown,"(YC),(H)",Hotels,1978,,,,3/30/2020 2:22am,3/30/2020 2:57am
423,Captain & His Ship,,164 Commercial St.,Provincetown,"(M),(H)",Hotels,1978,,,,3/30/2020 2:22am,3/30/2020 2:57am
425,Carl's Guest House,,68 Bradford St.,Provincetown,(H),Hotels,1978,,,,3/30/2020 2:22am,3/30/2020 2:57am
426,Ciro & Sal's,(Italian R),4 Kiley Court,Provincetown,"(M),(*),(R)",Restaurant,1978,,,,3/30/2020 2:22am,3/30/2020 2:57am
427,Coat of Arms,,7 Johnson St.,Provincetown,"(H),(OC)",Hotels,1978,,,,3/30/2020 2:22am,3/30/2020 2:57am
428,Crown & Anchor,(Includes the 'Back Room' (Hip) (YC) (D)  & 'Cellar Bar') ,247 Commercial St.,Provincetown,"(H),(R),(*),(HIP),(YC),(D)","Restaurant,Bars/Clubs,Hotels",1978,,,,3/30/2020 2:22am,3/30/2020 2:57am
429,Fisherman's Cove,,145 Commercial St.,Provincetown,"(H),(*),(R)","Hotels,Restaurant",1978,,,,3/30/2020 2:22am,3/30/2020 2:57am
430,Five Winslow Street,,5 Winslow St.,Provincetown,"(H),(PE),(OC)",Hotels,1978,,,,3/30/2020 2:22am,3/30/2020 2:57am
432,Gallery Inn,(Some G),3 Johnston St.,Provincetown,"(H),(BYOB),(G)",Hotels,1978,,,,3/30/2020 2:22am,3/30/2020 2:57am
433,George's Inn,(BYOB for 'set ups'),9 Court St.,Provincetown,"(H),(*),(BYOB)",Hotels,1978,,,,3/30/2020 2:22am,3/31/2020 1:08am
434,Isis ,(Books & records),146 Commercial St.,Provincetown,(*),Book Store,1978,,,,3/30/2020 2:22am,3/30/2020 2:57am
435,Land's End Inn ,,22 Commercial St.,Provincetown,"(M),(H)",Hotels,1978,,,,3/30/2020 2:22am,3/30/2020 2:57am
436,Madeira Room,Pilgrim House Hotel,336 Commercial St.,Provincetown,"(M),(S),(*),(H)","Bars/Clubs,Hotels",1978,,,,3/30/2020 2:22am,3/30/2020 2:57am
438,Mother Marion's,(Breakfast),296 Commercial St.,Provincetown,"(M),(R)",Restaurant,1978,,,,3/30/2020 2:22am,3/30/2020 2:57am
439,Ocean's Inn,,386 Commercial St.,Provincetown,(H),Hotels,1978,,,,3/30/2020 2:22am,3/30/2020 2:57am
440,Pied Piper,(Disco),193-A Commercial St.,Provincetown,"(*),(D),(R),(PT),(G)","Restaurant,Bars/Clubs",1978,,,,3/30/2020 2:22am,3/30/2020 2:57am
442,Ranch Guest House,(BYOB for 'set ups'),198 Commercial St.,Provincetown,"(H),(W),(*),(BYOB),(SM)",Hotels,1978,,,,3/30/2020 2:22am,3/30/2020 2:57am
443,Room at the Top,(Some G),82 Bradford St.,Provincetown,"(H),(G)",Hotels,1978,,,,3/30/2020 2:22am,3/30/2020 2:57am
444,Sandpiper Beach House,(Swim pool),165 Commercial St.,Provincetown,"(M),(H),(*)",Hotels,1978,,,,3/30/2020 2:22am,3/30/2020 2:57am
445,Sea Drift Inn,,80 Bradford St. ,Provincetown,"(H),(W),(SM),(*),(BYOB)",Hotels,1978,,,,3/30/2020 2:22am,3/30/2020 2:57am
446,Somerset Guest House,,378 Commercial St.,Provincetown,,Hotels,1978,,,,3/30/2020 2:22am,3/30/2020 2:57am
447,Sunset Inn,,142 Bradford St.,Provincetown,(H),Hotels,1978,,,,3/30/2020 2:22am,3/30/2020 2:57am
448,The Inn,,15 Cottage St.,Provincetown,(H),Hotels,1978,,,,3/30/2020 2:22am,3/30/2020 2:57am
449,Town House,(Bar with (OC) (Sing along' is in back through (M) (R) called 'The Gallery') (YC) (D) (Downstairs at 'Below Deck'),291 Commercial St.,Provincetown,"(R),(*),(OC),(D),(YC),(M)","Restaurant,Bars/Clubs",1978,,,,3/30/2020 2:22am,3/30/2020 2:57am
450,Victoria House ,,5 Standish St.,Provincetown,(H),Hotels,1978,,,,3/30/2020 2:22am,3/30/2020 2:57am
452,Watership Inn,,7 Winthrop St.,Provincetown,"(M),(H)",Hotels,1978,,,,3/30/2020 2:22am,3/30/2020 2:57am
453,White Dory Inn,,616 Commercial St.,Provincetown,(H),Hotels,1978,,,,3/30/2020 2:22am,3/30/2020 2:57am
454,White Wind Inn,,174 Commercial St.,Provincetown,"(H),(*)",Hotels,1978,,,,3/30/2020 2:22am,3/30/2020 2:57am
479,Country Club,(Disco) (Swim pool) (WE*) (Rte.139) (Tel: 963-9809,44 Mazeo Drive ,Randolph,"(P),(D),(E),(WE),(*)",Bars/Clubs,1978,,,,3/30/2020 2:23am,3/30/2020 2:57am
480,Dixie Beer Garden,,160 Boulevard,Revere Beach,"(M),(YC)",Bars/Clubs,1978,,,,3/30/2020 2:23am,3/30/2020 2:57am
481,Pleasant Stock,,421 Washington St.,Somerville,(R),Restaurant,1978,,,,3/30/2020 2:23am,3/30/2020 2:57am
482,Duryea Room,(Adjacent to Stanchion II),59 Taylor St.,Springfield,"(G),(D),(*)",Bars/Clubs,1978,,,,3/30/2020 2:23am,3/30/2020 2:57am
483,Pub, nr. Worthington ,382 Dwight St.,Springfield,"(*),(D),(OC),(S)","Bars/Clubs,Restaurant",1978,,,,3/30/2020 2:23am,3/30/2020 2:57am
484,Quarry,"(Some W, SM) (Disco) (C-AH-WE*) (Below 'The Pub')",382 Dwight St.,Springfield,"(YC),(W),(SM),(D),(C),(AH),(WE),(*)",Bars/Clubs,1978,,,,3/30/2020 2:23am,3/30/2020 2:57am
485,Stanchion II,(Disco) (Sunday brunch) (May be enlarging & remodeling-upstairs),59 Taylor St.,Springfield,"(YC),(D),(*)",Bars/Clubs,1978,,,,3/30/2020 2:23am,3/30/2020 2:57am
495,Bickford's Pancake House,,97 Stafford St.,Worcester,"(M),(R)",Restaurant,1978,,,,3/30/2020 2:23am,3/30/2020 2:57am
496,Howard Johnson's,,481 Lincoln ,Worcester,"(M),(R),(C),(AH)",Restaurant,1978,,,,3/30/2020 2:23am,3/30/2020 2:57am
497,Mailbox, (Disco) ,282 Main St.,Worcester,"(*),(YC),(D)","Cruising Areas,Bars/Clubs",1978,,,,3/30/2020 2:23am,3/30/2020 2:57am
500,Drake's Village Inn,,85 Amity St.,Amherst,"(M),(YC)",Hotels,1977,,,,3/30/2020 2:23am,3/30/2020 10:49pm
503,Carnival,('Combat Zone'),39 Boylston St.,Boston,"(RT),(*)",Bars/Clubs,1977,,,,3/30/2020 2:23am,3/30/2020 10:49pm
504,Chaps,"(Looks promising-adjoins ""The Styx"")",,Boston,"(W),(YC),(SM)",Bars/Clubs,1977,,,,3/30/2020 2:36am,3/30/2020 10:49pm
506,Esplanade Paperbacks Books,,107 Charles St.,Boston,(*),Book Store,1977,,,,3/30/2020 2:36am,3/30/2020 10:49pm
507,Essex Hotel,,695 Atlantic Ave.,Boston,"(M),(AYOR)",Hotels,1977,,,,3/30/2020 2:36am,3/30/2020 10:49pm
508,Fifteen Landsdowne Street,"(Latest ""N.Y.C. deco"" ""super bar"") (PE-Men only) (Disco) (Several bars) ($7.00 cover includes 2 drinks)",15 Landsdowne Street,Boston,"(*),(PE),(D),(R)","Restaurant,Bars/Clubs",1977,,,,3/30/2020 2:36am,3/30/2020 10:49pm
510,Hound's Tooth,,14 Carver St.,Boston,"(M),(R)",Restaurant,1977,,,,3/30/2020 2:36am,3/30/2020 10:49pm
511,Jacque's,"(Many G, Some RT-""drags"") (Disco) (Main floor & ""cellar bar"")",87 Broadway,Boston,"(G),(RT),(D),(AYOR)",Bars/Clubs,1977,,,,3/30/2020 2:36am,3/30/2020 10:49pm
512,Ken's,at Copley Square,549 Boylston St. ,Boston,"(M),(C),(AH),(RT)","Restaurant,Bars/Clubs",1977,,,,3/30/2020 2:36am,3/30/2020 10:49pm
513,Land of Oz,"(Some G,W) (Disco) ",969 Commonwealth,Boston,"(*),(YC),(G),(W),(D),(S)",Bars/Clubs,1977,,,,3/30/2020 2:36am,3/30/2020 10:49pm
514,Liberty Tree Health Club,(Some RT) (Open 4 p.m.-12 noon),39 Boylston Street,Boston,(RT),Bars/Clubs,1977,,,,3/30/2020 2:36am,3/30/2020 10:49pm
515,M.C.C.,Old West Church,131 Cambridge St.,Boston,M.C.C.,Church,1977,,,,3/30/2020 2:36am,3/30/2020 10:49pm
516,Meetinghouse Coffeehouse,(Hip-no booze),70 Charles Street,Boston,(HIP),Restaurant,1977,,,,3/30/2020 2:36am,3/30/2020 10:49pm
517,Napoleon Club,(D upstairs-some YC- WE),52 Piedmont,Boston,"(*),(OC),(E),(D),(WE)",Bars/Clubs,1977,,,,3/30/2020 2:36am,3/30/2020 10:49pm
518,Nine Knox,(No booze-take own wine-reserve),9 Knox Street,Boston,"(M),(PE),(R)",Restaurant,1977,,,,3/30/2020 2:36am,3/30/2020 11:25pm
519,Nineties,"(This is part of the complex that includes the ""Other Side"" and ""The Pub"")",90 Broadway,Boston,"(M),(R)",Restaurant,1977,,,,3/30/2020 2:36am,3/30/2020 10:49pm
520,North Station Cinema I,,276 Friend Street,Boston,,Theatre,1977,,,,3/30/2020 2:36am,3/30/2020 10:49pm
521,Ole Champagne Lounge,(Disco),227 Tremont Street,Boston,(D),Bars/Clubs,1977,,,,3/30/2020 2:36am,3/30/2020 10:49pm
522,Other Side,"(Disco) Much trouble around here & Jacque across the street- neighbors are trying to close them, but powerful influence may prevail and keep them open)",78 Broadway,Boston,"(HIP),(YC),(RT),(B),(D)",Bars/Clubs,1977,,,,3/30/2020 2:36am,3/30/2020 10:49pm
523,Other Voices,(H.C.H.S Bookstore) ,30 Bromfield Street,Boston,,Book Store,1977,,,,3/30/2020 2:36am,3/30/2020 10:49pm
524,Paperback Booksmith,(Books),753 Boylston,Boston,,Book Store,1977,,,,3/30/2020 2:36am,3/30/2020 10:49pm
526,Playland, ('Combat Zone'),21 Essex St.,Boston,(RT),Bars/Clubs,1977,,,,3/30/2020 2:36am,3/30/2020 10:49pm
527,Post House,(Greyhound Bus Depot),10 St. James Street,Boston,"(M),(RT)",Bars/Clubs,1977,,,,3/30/2020 2:36am,3/30/2020 10:49pm
528,Regency Club Baths,(Baths),11 Otis ,Boston,(OC),Baths,1977,,,,3/30/2020 2:36am,3/30/2020 10:49pm
529,Saints,(Women only) ,112 Broad,Boston,"(G),(D),(*)",Bars/Clubs,1977,,,,3/30/2020 2:36am,3/30/2020 10:49pm
530,Shed,(Some SM) (Very Active T-Room),272 Huntington Street,Boston,"(SM),(PT),(*)","Bars/Clubs,Cruising Areas",1977,,,,3/30/2020 2:36am,3/30/2020 10:49pm
531,South Station Cinema,,23 South St.,Boston,,Theatre,1977,,,,3/30/2020 2:36am,3/30/2020 10:49pm
533,Styx,(Enter on street in back of Public Library),20 Blagden Street,Boston,"(YC),(D),(*)",Bars/Clubs,1977,,,,3/30/2020 2:36am,3/30/2020 10:49pm
534,Symphony II,(Theatre),252 Huntington St.,Boston,,Theatre,1977,,,,3/30/2020 2:36am,3/30/2020 10:49pm
536,Twelve Carver,(A Boston Institution),12 Carver Street,Boston,(*),Bars/Clubs,1977,,,,3/30/2020 2:36am,3/30/2020 10:49pm
537,Twelve-Seventy Club,(Disco) (Some B) ($1.00 admission),1270 Boylston St.,Boston,"(*),(HIP),(YC),(D),(B)",Bars/Clubs,1977,,,,3/30/2020 2:36am,3/30/2020 10:49pm
538,Y.M.C.A.,,316 Huntington St.,Boston,"(M),(H)","Hotels,Organizations",1977,,,,3/30/2020 2:36am,3/30/2020 10:49pm
550,Charlie's,(Best weekdays),10 Elliot St.,Cambridge,"(M),(YC)",Bars/Clubs,1977,,,,3/30/2020 2:36am,3/30/2020 10:49pm
551,One Hundred Flowers,(Books),15 Pearl St.,Cambridge,,Book Store,1977,,,,3/30/2020 2:36am,3/30/2020 10:49pm
553,Cosmopolitan Cafe,,511 Market Cafe,Lowell,(M),Restaurant,1977,,,,3/30/2020 2:36am,3/30/2020 10:49pm
554,Tower News Stand,(Books),101 Gorham St.,Lowell,(M),Book Store,1977,,,,3/30/2020 2:36am,3/30/2020 10:49pm
556,Lighthouse,(Some G),700 Washington,Lynn,"(M),(RT),(G)",Bars/Clubs,1977,,,,3/30/2020 2:36am,3/30/2020 10:49pm
557,Ballarou Skating Rink ,(Tuesday night roller skating),376 Mystic Ave.,Medford,,Business,1977,,,,3/30/2020 2:36am,3/30/2020 10:49pm
558,House of Orange,,25 Orange Street,Nantucket,"(M),(H)",Hotels,1977,,,,3/30/2020 2:36am,3/30/2020 10:49pm
560,R& R Club,,78 Covel Street,New Bedford,"(D),(*)",Bars/Clubs,1977,,,,3/30/2020 2:36am,3/30/2020 10:49pm
561,Anchor Inn Guest House,,175 Commercial St.,Provincetown,,Hotels,1977,,,,3/30/2020 2:36am,3/30/2020 10:49pm
562,Angel's Landing,,353 Commercial St.,Provincetown,,Bars/Clubs,1977,,,,3/30/2020 2:36am,3/30/2020 10:49pm
567,Bradford Gardens,,177 Bradford St.,Provincetown,"(M),(H)",Hotels,1977,,,,3/30/2020 2:37am,3/30/2020 10:49pm
569,Caper Inn,(Weekly or monthly apartments),14 Mechanic St.,Provincetown,(H),Hotels,1977,,,,3/30/2020 2:37am,3/30/2020 10:49pm
570,Captain & His Ship,,164 Commercial St.,Provincetown,"(M),(H)",Hotels,1977,,,,3/30/2020 2:37am,3/30/2020 10:49pm
573,Ciro & Sal's,(Italian),4 Kiley Court,Provincetown,"(M),(*),(R)",Restaurant,1977,,,,3/30/2020 2:37am,3/30/2020 10:49pm
574,Coat of Arms,,7 Johnson St.,Provincetown,"(H),(OC)",Hotels,1977,,,,3/30/2020 2:37am,3/30/2020 10:49pm
575,Cottage,,145 Commercial Street,Provincetown,"(M),(R)",Restaurant,1977,,,,3/30/2020 2:37am,3/30/2020 10:49pm
576,Crown & Anchor,"(Includes the ""Back Room"")(Hip) (YC) (D)  & Cellar Bar) ",247 Commercial St.,Provincetown,"(H),(R),(*),(HIP),(YC),(D)","Restaurant,Bars/Clubs,Hotels",1977,,,,3/30/2020 2:37am,3/30/2020 10:49pm
577,Fisherman's Cove,,145 Commercial St.,Provincetown,"(H),(*),(R)","Hotels,Restaurant",1977,,,,3/30/2020 2:37am,3/30/2020 10:49pm
578,Five Winslow Street,,5 Winslow St.,Provincetown,"(H),(PE),(OC)",Hotels,1977,,,,3/30/2020 2:37am,3/30/2020 10:49pm
580,Gallery Inn,(Some G),3 Johnston St.,Provincetown,"(H),(G)",Hotels,1977,,,,3/30/2020 2:37am,3/30/2020 10:49pm
581,George's Inn,(Men only-BYOB for set ups),9 Court St.,Provincetown,"(H),(*),(P),(BYOB)",Hotels,1977,,,,3/30/2020 2:37am,3/31/2020 1:09am
582,Land's End Inn ,,22 Commercial St.,Provincetown,"(M),(H)",Hotels,1977,,,,3/30/2020 2:37am,3/30/2020 10:49pm
583,London House,,7 Winthrop Street,Provincetown,"(H),(YC),(*)",Hotels,1977,,,,3/30/2020 2:37am,3/30/2020 10:49pm
584,Madeira Room,(Pilgrim House),,Provincetown,"(M),(S),(*)","Bars/Clubs,Hotels",1977,,,,3/30/2020 2:37am,3/30/2020 10:49pm
586,Mother Marion's,(Breakfast),296 Commercial St.,Provincetown,"(M),(R)",Restaurant,1977,,,,3/30/2020 2:37am,3/30/2020 10:49pm
587,Owl's Nest,(With dormitory),158 Commercial Street,Provincetown,"(H),(*)",Hotels,1977,,,,3/30/2020 2:37am,3/30/2020 10:49pm
588,Pied Piper,(Disco),193-A Commercial St.,Provincetown,"(*),(D),(R),(PT),(G)","Restaurant,Bars/Clubs",1977,,,,3/30/2020 2:37am,3/30/2020 10:49pm
