ID,Title,description,streetaddress,city,amenityfeatures,type,Year,unclearaddress,uncleartype,notes,dateadded,lastmodified
589,Pilgrim House,,366 Commercial St.,Provincetown,"(M),(H),(S)",Hotels,1977,,,,3/30/2020 2:37am,3/30/2020 10:49pm
591,Preston Hall,,396 Commercial St.,Provincetown,,Organizations,1977,,,,3/30/2020 2:37am,3/30/2020 10:49pm
593,Ranch Guest House,(BYOB),198 Commercial Street,Provincetown,"(H),(W),(*),(BYOB),(SM)",Hotels,1977,,,,3/30/2020 2:37am,3/30/2020 10:49pm
594,Room at the Top,(Some G),82 Bradford ,Provincetown,"(H),(G)",Hotels,1977,,,,3/30/2020 2:37am,3/30/2020 10:49pm
595,Sandpiper Beach House,(pool),165 Commercial Street,Provincetown,"(M),(H),(*)",Hotels,1977,,,,3/30/2020 2:37am,3/30/2020 10:49pm
596,Sea Drift Inn,,80 Bradford Street ,Provincetown,"(H),(W),(SM),(*),(BYOB)",Hotels,1977,,,,3/30/2020 2:37am,3/30/2020 10:49pm
597,Somerset Guest House,,378 Commercial Streer,Provincetown,,Hotels,1977,,,,3/30/2020 2:37am,3/30/2020 10:49pm
598,Sunset Inn,,142 Bradford Street,Provincetown,,Hotels,1977,,,,3/30/2020 2:37am,3/30/2020 10:49pm
599,The Inn,,15 Cottage Street,Provincetown,(H),Hotels,1977,,,,3/30/2020 2:37am,3/30/2020 10:49pm
600,Town House,"(Bar with OC, sing along is in back through (M) (R) called 'The Gallery') (YC) (D) downstairs at the 'Below Deck')",291 Commercial St.,Provincetown,"(R),(*),(OC),(D),(YC),(M)","Restaurant,Bars/Clubs",1977,,,,3/30/2020 2:37am,3/30/2020 10:49pm
601,Victoria House ,,5 Standish St.,Provincetown,"(M),(R)",Restaurant,1977,,,,3/30/2020 2:37am,3/30/2020 10:49pm
603,White Dory Inn,,616 Commercial St.,Provincetown,(H),Hotels,1977,,,,3/30/2020 2:37am,3/30/2020 10:49pm
604,White Wind Inn,,174 Commercial St.,Provincetown,"(H),(*),(G)",Hotels,1977,,,,3/30/2020 2:37am,3/30/2020 10:49pm
609,Country Club,"(Disco) (Swimming) (Route 139) (For information, call 963-9809",44 Mazeo Drive ,Randolph,"(P),(D),(E),(WE),(*)",Bars/Clubs,1977,,,,3/30/2020 2:37am,3/30/2020 10:49pm
610,Dixie Beer Garden,,160 Boulevard,Revere Beach,"(M),(YC)",Bars/Clubs,1977,,,,3/30/2020 2:37am,3/30/2020 10:49pm
611,Peasant Stock,,421 Washington St.,Somerville,(R),Restaurant,1977,,,,3/30/2020 2:37am,3/30/2020 10:49pm
612,Club La Salle Baths,,1695 Main Street,Springfield,(*),Baths,1977,,,,3/30/2020 2:37am,3/30/2020 10:49pm
613,Duryea Room,(Adjacent to Stanchion),59 Taylor Street,Springfield,"(G),(D),(*)",Bars/Clubs,1977,,,,3/30/2020 2:37am,3/30/2020 10:49pm
614,Pub, near Worthington ,382 Dwight Street,Springfield,"(*),(D),(OC),(S)",Bars/Clubs,1977,,,,3/30/2020 2:37am,3/30/2020 10:49pm
615,Quarry,"(Some W, SM) (Disco) (C-AH-WE) (Below ""The Pub"")",382 Dwight Street,Springfield,"(YC),(W),(SM),(D),(C),(AH),(WE),(*)",Bars/Clubs,1977,,,,3/30/2020 2:37am,3/30/2020 10:49pm
616,Stanchion II,(Sunday brunch),59 Taylor Street,Springfield,"(YC),(D),(*)",Bars/Clubs,1977,,,,3/30/2020 2:37am,3/30/2020 10:49pm
625,Bickford's Pancake House,,97 Stafford St.,Worcester,"(M),(R),(C),(AH)",Restaurant,1977,,,,3/30/2020 2:37am,3/30/2020 10:49pm
626,Holiday Inn Lounge,,70 Southbridge Street,Worcester,"(M),(PE),(OC)","Hotels,Restaurant",1977,,,,3/30/2020 2:37am,3/30/2020 10:49pm
627,Howard Johnson's,,481 Lincoln Street,Worcester,"(M),(R),(C),(AH)",Restaurant,1977,,,,3/30/2020 2:37am,3/30/2020 10:49pm
628,Mailbox, (Disco) ,282 Main St.,Worcester,"(*),(YC),(D)","Cruising Areas,Bars/Clubs",1977,,,,3/30/2020 2:37am,3/30/2020 10:49pm
629,Ports O'Call,(Many G) (Disco) (WE*),702 Main Street,Worcester,"(G),(D),(WE),(*)",Bars/Clubs,1977,,,,3/30/2020 2:37am,3/30/2020 10:48pm
630,Drake's Village Inn,(downstairs),85 Amity St.,Amherst,"(M),(YC)",Hotels,1976,,,,3/30/2020 2:37am,3/30/2020 11:01pm
664,Bienvenue,(use Tremont St. entrance),14 Boylston Place,Boston,(D),Bars/Clubs,1976,,,,3/30/2020 11:00pm,3/31/2020 2:01am
631,Cabaret-After Dark,(Last year's 'super bar' was closed at this printing. Reports are it may be reopening soon),17 Landsdowne,Boston,,Bars/Clubs,1976,,,,3/30/2020 2:37am,3/31/2020 2:01am
632,Carnival,('Combat Zone'),39 Boylston St.,Boston,"(RT),(*)",Bars/Clubs,1976,,,,3/30/2020 2:37am,3/31/2020 2:01am
633,Citadel,(downstairs) (E) (D) (upstairs),22 Avery St.,Boston,"(S),(R),(E),(D)","Restaurant,Bars/Clubs",1976,,,,3/30/2020 2:37am,3/31/2020 2:01am
636,Esplanade Paperbacks Books,,107 Charles St.,Boston,(*),Book Store,1976,,,,3/30/2020 2:37am,3/31/2020 2:01am
637,Essex Hotel,,695 Atlantic Ave.,Boston,"(M),(AYOR)",Hotels,1976,,,,3/30/2020 2:37am,3/31/2020 2:01am
639,Hound's Tooth,,14 Carver St.,Boston,"(M),(R)",Restaurant,1976,,,,3/30/2020 2:37am,3/31/2020 1:37pm
640,Jacque's,"(some RT) (G upstairs, men in the 'Cellar Bar' downstairs)",87 Broadway,Boston,"(D),(RT),(*),(G)",Bars/Clubs,1976,,,,3/30/2020 2:37am,3/31/2020 1:37pm
642,Ken's,at Copley Square,549 Boylston St. ,Boston,"(M),(C),(AH),(RT),(R)","Restaurant,Bars/Clubs",1976,,,,3/30/2020 2:37am,3/31/2020 1:37pm
643,Liberty Tree Health Club,"(Baths-new, looks promising)",39 Boylston St.,Boston,,Bars/Clubs,1976,,,,3/30/2020 2:37am,3/31/2020 2:01am
644,M.C.C.,Old West Church,131 Cambridge St.,Boston,M.C.C.,Church,1976,,,,3/30/2020 2:37am,3/31/2020 2:01am
645,Meetinghouse Coffeehouse,(no booze),70 Charles Street,Boston,(HIP),Restaurant,1976,,,,3/30/2020 2:37am,3/31/2020 2:01am
646,Napoleon Club,(D upstairs),52 Piedmont,Boston,"(E),(OC),(D),(*)",Bars/Clubs,1976,,,,3/30/2020 2:37am,3/31/2020 2:01am
647,Nine Knox,(no booze-take wine-reserve),9 Knox St.,Boston,"(M),(PE),(R)",Restaurant,1976,,,,3/30/2020 2:37am,3/31/2020 2:01am
648,Nineties,"(This is part of the complex that includes the ""Other Side"" & ""the Pub"")",90 Broadway,Boston,"(M),(R)",Restaurant,1976,,,,3/30/2020 2:37am,3/31/2020 2:01am
649,North Station Cinema I,North Station,276 Friend St.,Boston,,Theatre,1976,,,,3/30/2020 2:37am,3/31/2020 2:01am
650,Other Side,(Disco) ,78 Broadway,Boston,"(HIP),(YC),(RT),(B),(D)",Bars/Clubs,1976,,,,3/30/2020 2:37am,3/31/2020 2:01am
651,Paperback Booksmith,(Books),753 Boylston St.,Boston,,Book Store,1976,,,,3/30/2020 2:37am,3/31/2020 2:01am
653,Playland, ('Combat Zone'),21 Essex St.,Boston,(RT),Bars/Clubs,1976,,,,3/30/2020 2:37am,3/31/2020 2:01am
654,Post House,(Greyhound Bus Depot),10 St. James ,Boston,"(M),(RT)",Bars/Clubs,1976,,,,3/30/2020 2:37am,3/31/2020 2:01am
655,Regency Health Center,(Baths),11 Otis St.,Boston,"(OC),(RT)",Baths,1976,,,,3/30/2020 2:37am,3/31/2020 2:01am
656,Saints,(no men permitted),112 Broad,Boston,"(G),(D),(*)",Bars/Clubs,1976,,,,3/30/2020 2:37am,3/31/2020 2:01am
657,Shed,(some SM) ,272 Huntington St.,Boston,(SM),"Bars/Clubs,Cruising Areas",1976,,,,3/30/2020 2:37am,3/31/2020 2:01am
658,South Station Cinema,,23 South St.,Boston,,Theatre,1976,,,,3/30/2020 2:37am,3/31/2020 2:01am
659,Sporter's ,"(Some SM, W, YC) (opposite Holiday Inn-no sign-but don't miss it) nr. Blossom ",228 Cambridge ,Boston,"(*),(W),(YC),(SM)","Cruising Areas,Bars/Clubs",1976,,,,3/30/2020 2:37am,3/31/2020 8:29pm
660,The House ,off Cambridge nr. Harvard (Allston),12 Walton St.,Boston,"(R),(HIP),(*)",Restaurant,1976,,,St name changes yr by yr,3/30/2020 2:37am,3/31/2020 8:29pm
661,Twelve Carver,,12 Carver St.,Boston,(*),Bars/Clubs,1976,,,,3/30/2020 2:37am,3/31/2020 2:01am
662,Twelve-Seventy Club,,1270 Boylston St.,Boston,"(*),(HIP),(YC),(D),(B)",Bars/Clubs,1976,,,,3/30/2020 2:37am,3/31/2020 2:01am
663,Y.M.C.A.,,316 Huntington St.,Boston,"(M),(H)","Hotels,Organizations",1976,,,,3/30/2020 2:37am,3/31/2020 2:01am
680,Charlie's,(Best weeknights),10 Elliot St.,Cambridge,(M),Bars/Clubs,1976,,,,3/30/2020 11:17pm,3/31/2020 2:01am
681,Jack's Bar,,952 Massachusetts Ave.,Cambridge,"(YC),(*)",Bars/Clubs,1976,,,,3/30/2020 11:17pm,3/31/2020 2:01am
682,101 Flowers,(Bookstore),186 Hampshire St.,Cambridge,,Book Store,1976,,,diff address this year,3/30/2020 11:17pm,3/31/2020 2:01am
684,Cosmopolitan Cafe,,511 Market Cafe,Lowell,(M),Restaurant,1976,,,,3/30/2020 11:17pm,3/31/2020 2:01am
685,Tower News Stand,(Books),101 Gorham St.,Lowell,(M),Book Store,1976,,,changes from Gorham to Gotham,3/30/2020 11:17pm,3/31/2020 2:01am
687,Lighthouse,(Some G),700 Washington St.,Lynn,"(M),(RT),(G)",Bars/Clubs,1976,,,,3/30/2020 11:17pm,3/31/2020 2:01am
688,Ballarou Skating Rink ,(Tues. night roller skating),376 Mystic Ave.,Medford,,Business,1976,,,,3/30/2020 11:17pm,3/31/2020 2:01am
689,House of Orange,,25 Orange Street,Nantucket,"(M),(H)",Hotels,1976,,,,3/30/2020 11:17pm,3/31/2020 2:01am
692,R& R Club,,78 Covel Street,New Bedford,"(D),(*)",Bars/Clubs,1976,,,,3/30/2020 11:17pm,3/31/2020 2:01am
697,Bradford Gardens,,177 Bradford St.,Provincetown,"(M),(H)",Hotels,1976,,,,3/30/2020 11:17pm,3/31/2020 2:01am
699,Caper Inn,(Weekly or monthly apts.),14 Mechanic St.,Provincetown,(H),Hotels,1976,,,,3/30/2020 11:17pm,3/31/2020 2:01am
701,Casablanca Guest House,(can use pool at Boatslip across the street),166 Commercial St.,Provincetown,(H),Hotels,1976,,,,3/30/2020 11:17pm,3/31/2020 2:01am
703,Ciro & Sal's,(Italian R),4 Kiley Ct,Provincetown,"(M),(*),(R)",Restaurant,1976,,,,3/30/2020 11:17pm,3/31/2020 2:01am
704,Coat of Arms,,7 Johnson St.,Provincetown,"(H),(OC)",Hotels,1976,,,,3/30/2020 11:17pm,3/31/2020 2:01am
705,Cottage,,145 Commercial Street,Provincetown,"(M),(R)",Restaurant,1976,,,,3/30/2020 11:17pm,3/31/2020 2:01am
706,Crown & Anchor,(this wild complex includes the 'Back Room' (HIP) (YC),247 Commercial St.,Provincetown,"(H),(R),(*),(HIP),(YC),(D)","Restaurant,Bars/Clubs,Hotels",1976,,,,3/30/2020 11:17pm,3/31/2020 2:01am
707,Deli,,261 Commercial St.,Provincetown,"(M),(R),(AH)",Restaurant,1976,,,,3/30/2020 11:17pm,3/31/2020 2:01am
708,Fisherman's Cove,(P.O Box 485W),145 Commercial St.,Provincetown,"(H),(*),(R)","Hotels,Restaurant",1976,,,,3/30/2020 11:17pm,3/31/2020 2:01am
709,Five Winslow Street,(Guest House),5 Winslow St.,Provincetown,"(PE),(OC)",Hotels,1976,,,,3/30/2020 11:17pm,3/31/2020 2:01am
710,Gallery Inn,(Some G),3 Johnston St.,Provincetown,"(H),(G)",Hotels,1976,,,,3/30/2020 11:17pm,3/31/2020 2:01am
711,George's Inn,(Men only) (BYOB for 'set ups'),9 Court St.,Provincetown,"(H),(*),(BYOB)",Hotels,1976,,,,3/30/2020 11:17pm,3/31/2020 2:01am
712,Gifford House,,9 Carver St.,Provincetown,"(M),(R),(H)","Restaurant,Hotels",1976,,,,3/30/2020 11:17pm,3/31/2020 2:01am
713,Land's End Inn ,,22 Commercial St.,Provincetown,"(M),(H)",Hotels,1976,,,,3/30/2020 11:17pm,3/31/2020 2:01am
714,London House,,7 Winthrop Street,Provincetown,"(H),(YC),(*)",Hotels,1976,,,,3/30/2020 11:17pm,3/31/2020 2:01am
715,Madeira Room,(see Pilgrim House),,Provincetown,"(M),(S),(*)","Bars/Clubs,Hotels",1976,,,,3/30/2020 11:17pm,3/31/2020 2:01am
718,Mother Marion's,(breakfast),296 Commercial St.,Provincetown,"(M),(R)",Restaurant,1976,,,,3/30/2020 11:17pm,3/31/2020 2:01am
719,Owl's Nest,(with dormitory),158 Commercial Street,Provincetown,"(H),(*)",Hotels,1976,,,,3/30/2020 11:17pm,3/31/2020 2:01am
720,Pied Piper,,193-A Commercial St.,Provincetown,"(G),(*)","Restaurant,Bars/Clubs",1976,,,,3/30/2020 11:17pm,3/31/2020 2:01am
721,Pilgrim House,,336 Commercial St.,Provincetown,"(M),(H),(S)",Hotels,1976,,,,3/30/2020 11:17pm,3/31/2020 2:01am
723,Post Office,,303 Commercial St.,Provincetown,(R),Restaurant,1976,,,,3/30/2020 11:17pm,3/31/2020 2:01am
724,Ranch Guest House,(BYOB for 'set ups'),198 Commercial St.,Provincetown,"(H),(W),(SM),(*),(BYOB)",Hotels,1976,,,,3/30/2020 11:17pm,3/31/2020 2:01am
725,Room at the Top,(Some G),82 Bradford ,Provincetown,"(H),(G)",Hotels,1976,,,,3/30/2020 11:17pm,3/31/2020 2:01am
726,Rosewood,,164 Commercial St.,Provincetown,"(M),(H),(YC)",Hotels,1976,,,,3/30/2020 11:17pm,3/31/2020 2:01am
727,Sandpiper Beach House,(P beach & pool),165 Commercial St.,Provincetown,"(H),(P)",Hotels,1976,,,,3/30/2020 11:17pm,3/31/2020 2:01am
728,Sea Drift Inn,(BYOB for 'set ups'),80 Bradford Street ,Provincetown,"(H),(W),(SM),(*),(BYOB)",Hotels,1976,,,,3/30/2020 11:17pm,3/31/2020 2:01am
729,The Inn,,15 Cottage Street,Provincetown,(H),Hotels,1976,,,,3/30/2020 11:17pm,3/31/2020 2:01am
730,Town House,"(Bar with OC, sing along (E) is in back through (M) (R)-(D) (downstairs) at the 'Below Deck')",291 Commercial St.,Provincetown,"(R),(*),(OC),(D),(YC),(M),(E)","Restaurant,Bars/Clubs",1976,,,,3/30/2020 11:17pm,3/31/2020 2:01am
731,Victoria House ,,5 Standish St.,Provincetown,"(M),(H)","Restaurant,Hotels",1976,,,,3/30/2020 11:17pm,3/31/2020 2:01am
732,White Wind Inn,,174 Commercial St.,Provincetown,,Hotels,1976,,,,3/30/2020 11:17pm,3/31/2020 2:01am
737,Randolph Country Club,(Disco) (Swim pool) (WE*)  (Rte 139) (For info. call 963-9809,44 Mazeo Drive ,Randolph,"(P),(D),(E),(WE),(*)",Bars/Clubs,1976,,,,3/30/2020 11:17pm,3/31/2020 2:01am
738,Dixie Beer Garden,,160 Boulevard,Revere Beach,"(M),(YC),(*)",Bars/Clubs,1976,,,,3/30/2020 11:17pm,3/31/2020 2:01am
739,Arbor,(some G) (may be re-opening downstairs bar),83 Worthington,Springfield,"(D),(G)",Bars/Clubs,1976,,,,3/30/2020 11:17pm,3/31/2020 2:01am
740,Cabaret Lounge,(AH-WE*),141 Chestnut,Springfield,"(YC),(D),(S),(AH),(WE),(*)",Bars/Clubs,1976,,,,3/30/2020 11:17pm,3/31/2020 2:01am
741,Pub, nr Worthington ,382 Dwight Street,Springfield,"(D),(OC),(*)",Bars/Clubs,1976,,,,3/30/2020 11:17pm,3/31/2020 2:01am
742,Stanchion ,,59 Taylor Street,Springfield,"(YC),(D),(*)",Bars/Clubs,1976,,,,3/30/2020 11:17pm,3/31/2020 2:01am
746,Holiday Inn Lounge,,70 Southbridge Street,Worcester,"(M),(PE)","Hotels,Restaurant",1976,,,,3/30/2020 11:17pm,3/31/2020 2:01am
747,Mailbox,,282 Main St.,Worcester,"(*),(YC),(D)","Cruising Areas,Bars/Clubs",1976,,,,3/30/2020 11:17pm,3/31/2020 2:01am
748,Ports o'Call, (Disco) (WE*),702 Main Street,Worcester,"(D),(WE),(*)",Bars/Clubs,1976,,,,3/30/2020 11:17pm,3/31/2020 2:01am
749,Drake's Village Inn,(Downstairs),85 Amity St.,Amherst,"(M),(YC),(HIP),(*)",Hotels,1975,,,,3/30/2020 11:17pm,3/31/2020 1:39pm
750,Cabaret/ After Dark,(Seeing is Believing) ,15 Landsdowne,Boston,"(HIP),(YC),(D),(S),(R),(*)","Bars/Clubs,Restaurant",1975,,,,3/30/2020 11:17pm,3/31/2020 4:10pm
751,Carnival,,39 Boylston St.,Boston,"(RT),(*)",Bars/Clubs,1975,,,,3/30/2020 11:17pm,3/31/2020 4:10pm
752,Charles Street Meetinghouse,(Theatre and Social Club),70 Charles St.,Boston,,"Theatre,Bars/Clubs",1975,,,,3/30/2020 11:17pm,3/31/2020 4:10pm
756,Esplanade Paperbacks Books,,107 Charles St.,Boston,,Book Store,1975,,,,3/30/2020 11:17pm,3/31/2020 4:10pm
758,Hound's Tooth,,14 Carver St.,Boston,"(M),(R)",Restaurant,1975,,,,3/30/2020 11:17pm,3/31/2020 4:10pm
759,Jacque's,,87 Broadway,Boston,"(D),(RT),(*),(G)",Bars/Clubs,1975,,,,3/30/2020 11:17pm,3/31/2020 4:10pm
761,Ken's,at Copley Square,549 Boylston St. ,Boston,"(M),(C),(AH),(RT),(R)","Restaurant,Bars/Clubs",1975,,,,3/30/2020 11:17pm,3/31/2020 4:10pm
820,Last Call,,22 Avery St.,Boston,"(D),(*)",Bars/Clubs,1975,,,,3/31/2020 1:44pm,3/31/2020 4:10pm
762,Locke-Ober,(downstairs bar),3 Winter Place,Boston,"(M),(PE),(R)",Restaurant,1975,,,,3/30/2020 11:17pm,3/31/2020 4:10pm
763,Mario's,(side door-upstairs),69 Church St.,Boston,(D),Bars/Clubs,1975,,,,3/30/2020 11:17pm,3/31/2020 4:10pm
764,M.C.C.,Old West Church,131 Cambridge St.,Boston,M.C.C.,Church,1975,,,,3/30/2020 11:17pm,3/31/2020 4:10pm
765,Napoleon Club,(D upstairs),52 Piedmont,Boston,"(E),(D),(*)",Bars/Clubs,1975,,,,3/30/2020 11:17pm,3/31/2020 4:10pm
766,Nate's Cellar,(below Jacques),87 Broadway,Boston,"(D),(YC),(RT)",Bars/Clubs,1975,,,,3/30/2020 11:17pm,3/31/2020 4:10pm
767,Nineties,"(This is part of the complex that includes the ""Other Side"" & ""the Pub"")",90 Broadway,Boston,"(M),(R)",Restaurant,1975,,,,3/31/2020 1:38pm,3/31/2020 4:10pm
768,Normandie II,(upstairs),25 Essex St.,Boston,"(M),(D)",Bars/Clubs,1975,,,,3/31/2020 1:38pm,3/31/2020 4:10pm
769,Other Side,,78 Broadway,Boston,"(HIP),(YC),(RT),(D),(M),(G),(S),(*)",Bars/Clubs,1975,,,,3/31/2020 1:38pm,3/31/2020 4:10pm
771,Play House,Warrentown St.,,Boston,"(M),(RT)",Bars/Clubs,1975,,,,3/31/2020 1:38pm,3/31/2020 4:10pm
772,Playland,,21 Essex St.,Boston,(RT),Bars/Clubs,1975,,,,3/31/2020 1:38pm,3/31/2020 4:10pm
773,Post House,Greyhound Bus Depot,10 St. James ,Boston,"(M),(RT)",Bars/Clubs,1975,,,,3/31/2020 1:38pm,3/31/2020 4:10pm
774,Regency of Boston Baths,,11 Otis St.,Boston,(*),Baths,1975,,,,3/31/2020 1:38pm,3/31/2020 4:10pm
775,Saint,(opens 8 p.m.),112 Broad,Boston,"(G),(D),(*),(E)",Bars/Clubs,1975,,,,3/31/2020 1:38pm,3/31/2020 4:10pm
776,Shed,(some SM) ,272 Huntington St.,Boston,(SM),"Bars/Clubs,Cruising Areas",1975,,,,3/31/2020 1:38pm,3/31/2020 4:10pm
777,South Station Cinema,,23 South St.,Boston,,Theatre,1975,,,,3/31/2020 1:38pm,3/31/2020 4:10pm
778,Sporter's ,nr. Irving,228 Cambridge ,Boston,(*),Bars/Clubs,1975,,,,3/31/2020 1:38pm,3/31/2020 8:30pm
779,Twelve Carver,,12 Carver St.,Boston,(*),Bars/Clubs,1975,,,,3/31/2020 1:38pm,3/31/2020 4:10pm
780,Twelve-Seventy Club,,1270 Boylston St.,Boston,"(HIP),(YC),(D)",Bars/Clubs,1975,,,,3/31/2020 1:38pm,3/31/2020 4:10pm
781,Y.M.C.A.,,316 Huntington St.,Boston,(H),"Hotels,Organizations",1975,,,,3/31/2020 1:38pm,3/31/2020 4:10pm
782,Zodiac Lounge,(Fri-Sat-Sun),619 Washington,Boston,,Bars/Clubs,1975,,,,3/31/2020 1:38pm,3/31/2020 4:10pm
791,Charlie's,(best weeknights),10 Elliot St.,Cambridge,(M),Bars/Clubs,1975,,,,3/31/2020 1:38pm,3/31/2020 4:10pm
792,Jack's Bar,,952 Massachusetts Ave.,Cambridge,(M),Bars/Clubs,1975,,,,3/31/2020 1:38pm,3/31/2020 4:10pm
793,Performance Center,(rock groups),81 Mt. Auburn St.,Cambridge,"(M),(HIP),(YC)","Bars/Clubs,Organizations",1975,,,,3/31/2020 1:38pm,3/31/2020 4:10pm
794,Purple Thursday,,271 Brookline,Cambridge,"(M),(HIP),(R)",Restaurant,1975,,,,3/31/2020 1:38pm,3/31/2020 4:10pm
796,Lighthouse,,700 Washington St.,Lynn,(G),Bars/Clubs,1975,,,,3/31/2020 1:38pm,3/31/2020 4:10pm
797,Pal-a Rove Roller Rink,(skating parties on Tuesday nights),376 Mystic Ave.,Medford,,Business,1975,,,,3/31/2020 1:38pm,3/31/2020 4:10pm
798,Baylie's,,1759 Acushnet,New Bedford,,Bars/Clubs,1975,,,,3/31/2020 1:38pm,3/31/2020 4:10pm
799,R& R Club,,78 Covel Street,New Bedford,"(D),(*),(YC)",Bars/Clubs,1975,,,,3/31/2020 1:38pm,3/31/2020 4:10pm
800,Scottie's,,1694 Acushnet,New Bedford,(D),Bars/Clubs,1975,,,,3/31/2020 1:38pm,3/31/2020 4:10pm
804,Cottage,,149 Commercial St,Provincetown,(R),Restaurant,1975,,,diff address from prev yrs,3/31/2020 1:38pm,3/31/2020 4:10pm
805,Crown & Anchor,(In back thru lot) (Ms. Room (G)*),247 Commercial St.,Provincetown,"(H),(R),(*),(HIP),(YC),(D),(G)","Restaurant,Bars/Clubs,Hotels",1975,,,,3/31/2020 1:38pm,3/31/2020 4:10pm
806,Fisherman's Cove Apts.,(P.O Box 485W),145 Commercial St.,Provincetown,"(H),(R)","Hotels,Restaurant",1975,,,,3/31/2020 1:38pm,3/31/2020 4:10pm
807,Four Twenty House,,420 Commercial St.,Provincetown,(H),Hotels,1975,,,,3/31/2020 1:38pm,3/31/2020 4:10pm
808,Gallery Inn,,368 Commercial St.,Provincetown,(H),Hotels,1975,,,diff address from prev yrs,3/31/2020 1:38pm,3/31/2020 5:10pm
810,London House,,7 Winthrop St.,Provincetown,"(H),(YC)",Hotels,1975,,,,3/31/2020 1:38pm,3/31/2020 4:10pm
811,Madeira Room,Pilgrim House,336 Commercial St.,Provincetown,"(M),(S),(*)","Bars/Clubs,Hotels",1975,,,,3/31/2020 1:38pm,3/31/2020 4:10pm
814,Pilgrim House,,336 Commercial St.,Provincetown,"(M),(H)",Hotels,1975,,,,3/31/2020 1:38pm,3/31/2020 4:10pm
816,Post Office,,303 Commercial St.,Provincetown,(R),Restaurant,1975,,,,3/31/2020 1:38pm,3/31/2020 4:10pm
817,Ranch House,,198 Commercial St.,Provincetown,(H),Hotels,1975,,,,3/31/2020 1:38pm,3/31/2020 4:10pm
818,Room at the Top Guest House,,82 Bradford St.,Provincetown,(H),Hotels,1975,,,,3/31/2020 1:38pm,3/31/2020 4:10pm
819,Town House,(Bar is in back thru restaurant),291 Commercial St.,Provincetown,"(R),(*)","Restaurant,Bars/Clubs",1975,,,,3/31/2020 1:38pm,3/31/2020 4:10pm
824,Country Club,For info. call 963-9809,44 Mazeo Drive ,Randolph,"(P),(D)",Bars/Clubs,1975,,,,3/31/2020 2:27pm,3/31/2020 4:10pm
826,Arbor,,83 Worthington St. ,Springfield,,Bars/Clubs,1975,,,,3/31/2020 2:27pm,3/31/2020 4:10pm
827,Cabaret,,225 Chestnut,Springfield,"(YC),(D),(*)",Bars/Clubs,1975,,,,3/31/2020 2:27pm,3/31/2020 4:10pm
829,Punkie's,(someG) (downstairs at the Arbor),83 Worthington,Springfield,"(G),(D),(*)",Bars/Clubs,1975,,,,3/31/2020 2:27pm,3/31/2020 4:10pm
830,Stanchion ,,59 Taylor Street,Springfield,"(YC),(D),(*)",Bars/Clubs,1975,,,,3/31/2020 2:27pm,3/31/2020 4:10pm
835,Exit Two,,282 Main St.,Worcester,"(YC),(D),(*)",Bars/Clubs,1975,,,,3/31/2020 2:27pm,3/31/2020 4:10pm
836,Holiday Inn Lounge,,70 Southbridge,Worcester,"(M),(PE)","Hotels,Restaurant",1975,,,,3/31/2020 2:27pm,3/31/2020 4:10pm
837,Ports o'Call,,700 Main Street,Worcester,(D),Bars/Clubs,1975,,,diff address,3/31/2020 2:27pm,3/31/2020 4:09pm
838,Drake's Village Inn,(downstairs),85 Amity St.,Amherst,"(M),(YC),(HIP),(*)",Hotels,1774,,,,3/31/2020 2:27pm,3/31/2020 5:31pm
839,Carnival,,39 Boylston St.,Boston,"(RT),(*)",Bars/Clubs,1774,,,,3/31/2020 2:27pm,3/31/2020 5:30pm
842,Essex Hotel Bar,,625 Atlantic ,Boston,"(M),(RT)","Bars/Clubs,Hotels",1774,,,,3/31/2020 2:27pm,3/31/2020 5:30pm
844,Hounds Tooth,,14 Carver St.,Boston,(R),Restaurant,1774,,,,3/31/2020 2:27pm,3/31/2020 5:30pm
845,Jacques,,87 Broadway,Boston,"(D),(*),(G)",Bars/Clubs,1774,,,,3/31/2020 2:27pm,3/31/2020 5:30pm
847,Ken's,at Copley Square,549 Boylston St. ,Boston,"(M),(C),(R)","Restaurant,Bars/Clubs",1774,,,,3/31/2020 2:27pm,3/31/2020 5:30pm
848,Mario's,(side door-upstairs),69 Church St.,Boston,,Bars/Clubs,1774,,,,3/31/2020 2:27pm,3/31/2020 5:30pm
849,Metropolitan Community Church,Rm. 408,419 Boylston,Boston,M.C.C.,Church,1774,,,,3/31/2020 2:27pm,3/31/2020 5:30pm
850,Napoleon Club,,52 Piedmont,Boston,"(PE),(*)",Bars/Clubs,1774,,,,3/31/2020 2:27pm,3/31/2020 5:30pm
851,Nineties,"(This is part of the complex that includes the ""Other Side"" & ""the Pub"")",90 Broadway,Boston,"(M),(R)",Restaurant,1774,,,,3/31/2020 2:27pm,3/31/2020 5:30pm
852,Other Side,,78 Broadway,Boston,"(HIP),(YC),(D),(*)",Bars/Clubs,1774,,,,3/31/2020 2:27pm,3/31/2020 5:30pm
854,Playland,,21 Essex St.,Boston,(RT),Bars/Clubs,1774,,,,3/31/2020 2:27pm,3/31/2020 5:30pm
855,Post House,Greyhound Bus Depot,10 St. James ,Boston,"(M),(RT)",Bars/Clubs,1774,,,,3/31/2020 2:27pm,3/31/2020 5:30pm
856,Regency of Boston Baths,,11 Otis St.,Boston,(*),Baths,1774,,,,3/31/2020 2:27pm,3/31/2020 5:30pm
