ID,Title,description,streetaddress,city,state,amenityfeatures,type,Year,unclearaddress,notes,dateadded,lastmodified
546,Silver Slipper Tavern ,(Yessler at 3rd),109 1/2 Prefontaine,Seattle,WA,(G),Bars/Clubs,1979,,,3/28/2020 7:08pm,5/7/2020 7:46am
547,Six Eleven Tavern ,,611 2nd Ave. ,Seattle,WA,(*),Bars/Clubs,1979,,,3/28/2020 7:08pm,5/7/2020 7:46am
548,Southend Baths ,,115 1/2 1st Ave. S.,Seattle,WA,(RT),Baths,1979,,,3/28/2020 7:08pm,5/7/2020 7:46am
550,Sultan's Cinema ,(books),1313 1st Ave. ,Seattle,WA,,Book Store,1979,,,3/28/2020 7:08pm,5/7/2020 7:46am
551,The Marshall's Office ,(Some SM),1224 Howell ,Seattle,WA,"(*),(W),(SM),(PT)",Bars/Clubs,1979,,,3/28/2020 7:08pm,5/7/2020 7:46am
552,2024 Tavern ,(Good Sundays),2024 Westlake,Seattle,WA,"(PT),(*)",Bars/Clubs,1979,,,3/28/2020 7:08pm,5/7/2020 7:46am
553,Victorla Tavern ,,91 Pike St. ,Seattle,WA,"(M),(HIP),(YC)",Bars/Clubs,1979,,,3/28/2020 7:08pm,5/7/2020 7:46am
554,Zodiac Club Baths ,(Semi-P)(should be a winner),1117 Pike St. ,Seattle,WA,(P),Baths,1979,,,3/28/2020 7:08pm,5/7/2020 7:46am
568,Adult Book Store ,,1820 E. Sprague ,Spokane,WA,,Book Store,1979,,,3/28/2020 7:09pm,5/7/2020 7:46am
569,Carriage House ,,110 S. Madison ,Spokane,WA,"(M),(R),(C),(AH)",Restaurant,1979,,,3/28/2020 7:09pm,5/7/2020 7:46am
570,Curious Book Store ,,327 W. 2nd Ave. ,Spokane,WA,,Book Store,1979,,,3/28/2020 7:09pm,5/7/2020 7:46am
571,First Emperor's Club,(Disco)(many G)(S-WE & Wed.),425 W. 1st Ave.,Spokane,WA,"(*),(D),(G),(S),(WE)",Bars/Clubs,1979,,,3/28/2020 7:09pm,5/7/2020 7:46am
572,Happy's Adult Books ,,45 W. Main ,Spokane,WA,(*),Book Store,1979,,,3/28/2020 7:09pm,5/7/2020 7:46am
573,Jack's Nite Hawk ,(Cruisy),330 W. Riverside,Spokane,WA,"(*),(PT)","Cruising Areas,Bars/Clubs",1979,,,3/28/2020 7:09pm,5/7/2020 7:46am
574,Matador Lounge ,Davenport Hotel ,807 W. Sprague,Spokane,WA,"(M),(OC),(WE)","Bars/Clubs,Hotels",1979,,,3/28/2020 7:09pm,5/7/2020 7:46am
575,Payless Books & Arcade ,,329 W. 2nd Ave. ,Spokane,WA,,"Book Store,Business",1979,,,3/28/2020 7:09pm,5/7/2020 7:46am
578,Barbary Coast ,(Liquor)(Cruisy),1552 Jefferson ,Tacoma,WA,"(*),(R),(YC),(D)","Restaurant,Cruising Areas",1979,,,3/28/2020 7:09pm,5/7/2020 7:46am
579,D.J.'s ,"(some G, B, RT, 'Drags')",1309 Commerce ,Tacoma,WA,"(M),(D),(G),(B),(RT)",Bars/Clubs,1979,,,3/28/2020 7:09pm,5/7/2020 7:46am
580,Flamingo Lounge ,(Liquor),1516 Broadway ,Tacoma,WA,"(R),(OC)",Restaurant,1979,,,3/28/2020 7:09pm,5/7/2020 7:46am
581,Tacoma Magazine Ctr. ,(Books) ,1346 Pacific Ave. ,Tacoma,WA,,Book Store,1979,,,3/28/2020 7:09pm,5/7/2020 7:46am
589,Great Northern Book Store ,,1306 Railroad Ave. ,Bellingham,WA,,Book Store,1980,,,3/28/2020 7:09pm,5/7/2020 7:46am
590,Hut ,(Some L),1317 1/2 N. State St. ,Bellingham,WA,"(*),(D),(PT),(L),(YC)",Bars/Clubs,1980,,,3/28/2020 7:09pm,5/7/2020 7:46am
593,Blaine Amusements ,(Books & Arcade),481 1/2 Peace Portal Way ,Blaine,WA,,Book Store,1980,,,3/28/2020 7:09pm,5/7/2020 7:46am
594,Blaine Books ,,715 Peace Portal Way ,Blaine,WA,,Book Store,1980,,,3/28/2020 7:09pm,5/7/2020 7:46am
597,Everett Books & Magazines ,,1808 Hewitt Ave. ,Everett,WA,,Book Store,1980,,,3/28/2020 7:09pm,5/7/2020 7:46am
598,London Cafe Bar ,,2008 Hewitt Ave. ,Everett,WA,(M),Bars/Clubs,1980,,,3/28/2020 7:09pm,5/7/2020 7:46am
601,Great Northern Book Store ,,420 Myrtle St. ,Mt. Vernon,WA,,Book Store,1980,,,3/28/2020 7:09pm,5/7/2020 7:46am
605,Adult Book Store ,,1415 1st. Ave. ,Seattle,WA,,Book Store,1980,,,3/28/2020 8:16pm,5/7/2020 7:46am
606,A Different Drummer ,(Book store),420 Broadway E. ,Seattle,WA,(L),Book Store,1980,,,3/28/2020 8:16pm,5/7/2020 7:46am
607,Book Project ,(Books),1502 E. Olive Way,Seattle,WA,,Book Store,1980,,,3/28/2020 8:16pm,5/7/2020 7:46am
609,Brass Door ,('Humpy jocks')(Disco)(Cruisy),722 E. Pike St. ,Seattle,WA,"(*),(YC),(D)","Bars/Clubs,Cruising Areas",1980,,,3/28/2020 8:16pm,5/7/2020 7:46am
610,Carcinogen Books ,,611 Pike St. ,Seattle,WA,"(M),(AYOR)",Book Store,1980,,,3/28/2020 8:16pm,5/7/2020 7:46am
611,Champ Aracade ,(Books & movies),1413 1st St. ,Seattle,WA,(*),Book Store,1980,,,3/28/2020 8:16pm,5/7/2020 7:46am
612,Chez Paul ,(Very PE-M)(French R)(Liquor),1107 Dexter Ave. ,Seattle,WA,"(PE),(M),(R)",Restaurant,1980,,,3/28/2020 8:16pm,5/7/2020 7:46am
614,Columbus Tavern ,,167 S. Washington,Seattle,WA,"(M),(RT),(OC)",Bars/Clubs,1980,,,3/28/2020 8:16pm,5/7/2020 7:46am
615,Crescent Tavern ,,1413 E. Olive St. ,Seattle,WA,"(D),(PT),(L)",Bars/Clubs,1980,,,3/28/2020 8:16pm,5/7/2020 7:46am
616,Dave's Baths ,(2nd fl.)(See ad pg. 347),2402 1st. Ave. ,Seattle,WA,(*),Baths,1980,,,3/28/2020 8:16pm,5/7/2020 7:46am
617,Double Header ,,407 2nd Ave. ,Seattle,WA,"(M),(RT),(OC),(D)",Bars/Clubs,1980,,,3/28/2020 8:16pm,5/7/2020 7:46am
618,Eastlake East ,(Disco)(Some L),101 Eastlake East,Seattle,WA,"(L),(YC),(D)",Bars/Clubs,1980,,,3/28/2020 8:16pm,5/7/2020 7:46am
619,Fantasyland ,(Adult erotica),219 Broadway E. ,Seattle,WA,,Business,1980,,,3/28/2020 8:16pm,5/7/2020 7:46am
620,Flanigan's Pub,,400 2nd Ave. Ext. S.,Seattle,WA,(RT),Bars/Clubs,1980,,,3/28/2020 8:16pm,5/7/2020 7:46am
621,Gay Community Center ,,105 14th Ave. ,Seattle,WA,,Business,1980,,,3/28/2020 8:16pm,5/7/2020 7:46am
622,Golden Crown,(Liquor)(nr. 4th & Pine),1608 Times Court ,Seattle,WA,"(R),(D),(E)",Restaurant,1980,,,3/28/2020 8:16pm,5/7/2020 7:46am
623,Henry's Adult Book Store ,,1212 1st Ave. ,Seattle,WA,,Book Store,1980,,,3/28/2020 8:16pm,5/7/2020 7:46am
625,Johnny's Handlebar,(Cruisy)('Leather Cell' shop in rear),2018 1st Ave. ,Seattle,WA,"(*),(SM),(FFA),(W),(C),(AH)","Bars/Clubs,Cruising Areas",1980,,,3/28/2020 8:16pm,5/7/2020 7:46am
626,John's Adult Books ,,1410 1st Ave.,Seattle,WA,(*),Book Store,1980,,,3/28/2020 8:16pm,5/7/2020 7:46am
627,Lambda Nearly New Store,,600 E. Pine St. ,Seattle,WA,,Business,1980,,,3/28/2020 8:16pm,5/7/2020 7:46am
628,Magazine City Adult Books ,,1315 3rd Ave. ,Seattle,WA,,Book Store,1980,,,3/28/2020 8:16pm,5/7/2020 7:46am
629,Mama's Dots,,233 Westlake Ave. N.,Seattle,WA,(L),Bars/Clubs,1980,,,3/28/2020 8:16pm,5/7/2020 7:46am
630,Marshall's Office ,(Home of the Knights of Malta),1224 Howell,Seattle,WA,"(W),(SM),(*)",Bars/Clubs,1980,,,3/28/2020 8:16pm,5/7/2020 7:46am
632,Monastery ,(Twinkies),1900 Boren Ave. ,Seattle,WA,"(YC),(D),(PT),(AH),(WE)",Bars/Clubs,1980,,,3/28/2020 8:16pm,5/7/2020 7:46am
634,Mr. Larry's ,(Liquor),801 Pike St. ,Seattle,WA,"(R),(*)",Restaurant,1980,,,3/28/2020 8:16pm,5/7/2020 7:46am
635,Park Bench ,(Liquor),1914 8th Ave. ,Seattle,WA,"(*),(R)",Restaurant,1980,,,3/28/2020 8:16pm,5/7/2020 7:46am
636,Seattle Magazine City ,,1604 1st Ave. ,Seattle,WA,,Business,1980,,,3/28/2020 8:16pm,5/7/2020 7:46am
637,Silver Slipper Tavern ,(Yessler at 3rd),109 1/2 Prefontaine,Seattle,WA,(L),Bars/Clubs,1980,,,3/28/2020 8:16pm,5/7/2020 7:46am
638,Six Eleven Tavern ,,611 2nd Ave.,Seattle,WA,,Bars/Clubs,1980,,,3/28/2020 8:16pm,5/7/2020 7:46am
639,Southend Bath ,,115 1/2 1st Ave. S. ,Seattle,WA,"(M),(OC),(RT)",Baths,1980,,,3/28/2020 8:16pm,5/7/2020 7:46am
641,Sultan's Cinema,Books,1313 1st Ave.,Seattle,WA,,Book Store,1980,,,3/30/2020 6:16pm,5/7/2020 7:46am
642,The Pines ,(Baths)(New and clean),912 Pine St. ,Seattle,WA,(*),Baths,1980,,,3/30/2020 6:16pm,5/7/2020 7:46am
643,Thirsty Tavern ,,1114 Howell St.,Seattle,WA,(M),Bars/Clubs,1980,,,3/30/2020 6:16pm,5/7/2020 7:46am
644,2024 Tavern,(Good Sundays),2024 Westlake,Seattle,WA,"(PT),(*)",Bars/Clubs,1980,,,3/30/2020 6:16pm,5/7/2020 7:46am
645,Tug's Belltown Tavern ,,2207 1st Ave. ,Seattle,WA,"(D),(PT),(YC),(*)",Bars/Clubs,1980,,,3/30/2020 6:16pm,5/7/2020 7:46am
646,Zodiac Club Baths ,(Semi-P)(Many hunks for Tues. $1.00 night),1117 Pike St. ,Seattle,WA,"(P),(*)",Baths,1980,,,3/30/2020 6:16pm,5/7/2020 7:46am
661,Adult Book Store ,,1820 E. Sprague ,Spokane,WA,,Book Store,1980,,,3/30/2020 6:16pm,5/7/2020 7:46am
662,Carriage House ,,110 S. Madison ,Spokane,WA,"(M),(R),(C),(AH)",Restaurant,1980,,,3/30/2020 6:16pm,5/7/2020 7:46am
663,Disco 425 ,"(Disco)(Some L, YC)(S-WE & Wed.)",425 E. 1st Ave.,Spokane,WA,"(D),(L),(YC),(*)",Bars/Clubs,1980,,,3/30/2020 6:16pm,5/7/2020 7:46am
664,Happy's Adult Books ,,45 W. Main ,Spokane,WA,,Book Store,1980,,,3/30/2020 6:16pm,5/7/2020 7:46am
665,Jack's Nite Hawk ,,330 W. Riverside ,Spokane,WA,"(PT),(M)",Bars/Clubs,1980,,,3/30/2020 6:16pm,5/7/2020 7:46am
666,Main Door ,"(Some YC, W)(Crazy Sundays)(Cruisy)",309 W.  Main ,Spokane,WA,"(*),(YC),(W),(PT)","Bars/Clubs,Cruising Areas",1980,,,3/30/2020 6:16pm,5/7/2020 7:46am
667,Matador Lounge,Davenport Hotel ,807 W. Sprague ,Spokane,WA,"(M),(OC),(WE)","Bars/Clubs,Hotels",1980,,,3/30/2020 6:16pm,5/7/2020 7:46am
668,Payless Books & Arcade,,329 W. 2nd Ave.,Spokane,WA,,"Book Store,Business",1980,,,3/30/2020 6:16pm,5/7/2020 7:46am
669,The Arcade ,(Books & cruisy back room),311 W. Riverside ,Spokane,WA,(*),"Book Store,Cruising Areas",1980,,,3/30/2020 6:16pm,5/7/2020 7:46am
670,Upper Level ,(Unisex)(Disco),301 W. Main St. ,Spokane,WA,"(YC),(D),(*)",Bars/Clubs,1980,,,3/30/2020 6:16pm,5/7/2020 7:46am
673,Barbary Coast ,(Liquor)(Disco)(Cruisy)(Adj. Hotel)(Open daily from 11am),1554 Jefferson ,Tacoma,WA,"(*),(R),(YC),(D)","Restaurant,Cruising Areas",1980,,,3/30/2020 6:16pm,5/7/2020 7:46am
674,D.J.'s ,"(Some L, B, RT, 'Drags')",1309 Commerce ,Tacoma,WA,"(M),(D),(L),(B),(RT)",Bars/Clubs,1980,,,3/30/2020 6:16pm,5/7/2020 7:46am
675,Flamingo Lounge ,(Liquor),1516 Broadway ,Tacoma,WA,"(R),(OC)",Restaurant,1980,,,3/30/2020 6:16pm,5/7/2020 7:46am
676,Jerry's Adult Bookstore ,,1305 Commerce ,Tacoma,WA,(*),Book Store,1980,,,3/30/2020 6:16pm,5/7/2020 7:46am
677,Tacoma Magazine Center ,(Books),1346 Pacific Ave. ,Tacoma,WA,,Book Store,1980,,,3/30/2020 6:16pm,5/7/2020 7:46am
678,Tin Pan Alley ,(Disco)(Liquor)(After 8 p.m.)(Enter thru Court 'A'- an alley E. of Pacific betw. 8th & 9th),815 1/2 Pacific Ave. ,Tacoma,WA,"(YC),(D),(M),(*)",Bars/Clubs,1980,,,3/30/2020 6:16pm,5/7/2020 7:46am
