"title","description","streetaddress","city","state","amenityfeatures","type","Year","notes","lon","lat","status","unclear_address","full.address","geoAddress","ID"
"River Queen","","113 N. 3rd","Grand Forks","ND","(M)","Bars/Clubs",1975,NA,-97.0319312,47.9259496,"Google Verified Location",NA,NA,NA,"1975-ND-0043"
"River Queen","","113 N. 3rd","Grand Forks","ND","(M)","Bars/Clubs",1974,NA,-97.0319312,47.9259496,"Google Verified Location",NA,NA,NA,"1974-ND-0044"
"River Queen","","113 N. 3rd","Grand Forks","ND","(M)","Bars/Clubs",1973,NA,-97.0319312,47.9259496,"Google Verified Location",NA,NA,NA,"1973-ND-0045"
"Roundup Bar","","409 N. P Ave.","Fargo","ND","(M)","Bars/Clubs",1980,NA,-96.785254,46.876223,"Google Verified Location",NA,NA,NA,"1980-ND-0046"
"Spur","","13th & Villard","Dickenson","ND","(M)","Bars/Clubs",1968,"",-102.805167,46.879138,"Verified Location",NA,NA,NA,"1968-ND-0047"
"Spur","","13th & Villard","Dickenson","ND","","Bars/Clubs",1976,"",-102.805167,46.879138,"Verified Location",NA,NA,NA,"1976-ND-0048"
"Spur","","13th & Villard","Dickenson","ND","(M)","Bars/Clubs",1972,"",-102.805167,46.879138,"Verified Location",NA,NA,NA,"1972-ND-0049"
"Spur","","13th & Villard","Dickenson","ND","(M)","Bars/Clubs",1970,"",-102.805167,46.879138,"Verified Location",NA,NA,NA,"1970-ND-0050"
"Spur","","13th & Villard","Dickenson","ND","(M)","Bars/Clubs",1974,"",-102.805167,46.879138,"Verified Location",NA,NA,NA,"1974-ND-0051"
"Spur","","13th & Villard","Dickenson","ND","(M)","Bars/Clubs",1975,"",-102.805167,46.879138,"Verified Location",NA,NA,NA,"1975-ND-0052"
"Spur","","13th & Villard","Dickenson","ND","(M)","Bars/Clubs",1973,"",-102.805167,46.879138,"Verified Location",NA,NA,NA,"1973-ND-0053"
"Spur","","13th & Villard","Dickenson","ND","(M)","Bars/Clubs",1971,"",-102.805167,46.879138,"Verified Location",NA,NA,NA,"1971-ND-0054"
"Spur","","13th & Villard","Dickenson","ND","(M)","Bars/Clubs",1969,"",-102.805167,46.879138,"Verified Location",NA,NA,NA,"1969-ND-0055"
"Stockman's","","1st & Villard","Dickenson","ND","(M),(W)","Bars/Clubs",1979,"",-102.787036,46.878827,"Verified Location",NA,NA,NA,"1979-ND-0056"
"Stockman's","","1st & Villard","Dickenson","ND","(M)","Bars/Clubs",1970,"",-102.787036,46.878827,"Verified Location",NA,NA,NA,"1970-ND-0057"
"Stockman's","","1st & Villard","Dickenson","ND","(M)","Bars/Clubs",1975,"",-102.787036,46.878827,"Verified Location",NA,NA,NA,"1975-ND-0058"
"Stockman's","","1st & Villard","Dickenson","ND","(M)","Bars/Clubs",1972,"",-102.787036,46.878827,"Verified Location",NA,NA,NA,"1972-ND-0059"
"Stockman's","","1st & Villard","Dickenson","ND","(M)","Bars/Clubs",1977,"",-102.787036,46.878827,"Verified Location",NA,NA,NA,"1977-ND-0060"
"Stockman's","","1st & Villard","Dickenson","ND","(M)","Bars/Clubs",1973,"",-102.787036,46.878827,"Verified Location",NA,NA,NA,"1973-ND-0061"
"Stockman's","","1st & Villard","Dickenson","ND","(M)","Bars/Clubs",1978,"",-102.787036,46.878827,"Verified Location",NA,NA,NA,"1978-ND-0062"
"Stockman's","","1st & Villard","Dickenson","ND","(M)","Bars/Clubs",1974,"",-102.787036,46.878827,"Verified Location",NA,NA,NA,"1974-ND-0063"
"Stockman's","","1st & Villard","Dickenson","ND","(M)","Bars/Clubs",1971,"",-102.787036,46.878827,"Verified Location",NA,NA,NA,"1971-ND-0064"
"Stockman's","","1st & Villard","Dickenson","ND","(M)","Bars/Clubs",1976,"",-102.787036,46.878827,"Verified Location",NA,NA,NA,"1976-ND-0065"
"Stockman's","","1st & Villard","Dickenson","ND","(M)","Bars/Clubs",1969,"",-102.787036,46.878827,"Verified Location",NA,NA,NA,"1969-ND-0066"
"Stockman's","","1st & Villard","Dickenson","ND","(M)","Bars/Clubs",1968,"",-102.787036,46.878827,"Verified Location",NA,NA,NA,"1968-ND-0067"
"Take Five","","205 Broadway","Fargo","ND","","Bars/Clubs",1976,NA,-96.7873669,46.878083,"Google Verified Location",NA,NA,NA,"1976-ND-0068"
"Take Five","(Some G) (Best bet in the Dakotas!)","520 2nd Ave. N.","Fargo","ND","(D),(G),(*)","Bars/Clubs",1977,NA,-96.7867504,46.8778064,"Google Verified Location",NA,NA,NA,"1977-ND-0069"
"Torchlight","(Some W, YC) (Inquire locally)","","Fargo","ND","(M),(YC),(W),(E),(AYOR)","Bars/Clubs",1980,"",-96.789803,46.877186,"Location could not be verified. General city or location coordinates used.",NA,NA,NA,"1980-ND-0070"
