"title","description","streetaddress","city","state","amenityfeatures","type","Year","notes","full.address","lon","lat","geoAddress","status","unclear_address","ID"
"La Gondola Italian","","305 Recinto Sur ","San Juan","PR","(R),(M)","Restaurant",1975,NA,"305 Recinto Sur , San Juan, ",-66.1137781,18.46449,"305 calle recinto sur, san juan, 00901, puerto rico","Google Verified Location",NA,"1975-PR-0200"
"La Bahia Guest House","","320 Calle Sol","San Juan","PR","(H),(AYOR)","Hotels",1977,NA,"320 Calle Sol, San Juan, ",-66.1136764,18.4672888,"320 calle sol, san juan, 00901, puerto rico","Google Verified Location",NA,"1977-PR-0201"
"La Bahia Guest House","","320 Calle Sol","San Juan","PR","(M),(H),(*)","Hotels",1979,NA,"320 Calle Sol, San Juan, ",-66.1136764,18.4672888,"320 calle sol, san juan, 00901, puerto rico","Google Verified Location",NA,"1979-PR-0202"
"La Bahia Guest House","","320 Calle Sol","San Juan","PR","(M),(H),(*)","Hotels",1980,NA,"320 Calle Sol, San Juan, ",-66.1136764,18.4672888,"320 calle sol, san juan, 00901, puerto rico","Google Verified Location",NA,"1980-PR-0203"
"La Bahia Guest House","","320 Calle Sol.","San Juan","PR","(H),(AYOR)","Hotels",1976,NA,"320 Calle Sol., San Juan, ",-66.1136764,18.4672888,"320 calle sol, san juan, 00901, puerto rico","Google Verified Location",NA,"1976-PR-0204"
"La Buena Mesa","","365 Calle Tetuan","San Juan","PR","(M),(R)","Restaurant",1976,NA,"365 Calle Tetuan, San Juan, ",-66.1123986,18.4653944,"365 calle de tetuan, san juan, 00901, puerto rico","Google Verified Location",NA,"1976-PR-0205"
"La Buena Mesa","","365 Calle Tetuan","San Juan","PR","(M),(R)","Restaurant",1977,NA,"365 Calle Tetuan, San Juan, ",-66.1123986,18.4653944,"365 calle de tetuan, san juan, 00901, puerto rico","Google Verified Location",NA,"1977-PR-0206"
"Hotel Lindomar","","4 Condado Av. ","Condado","PR","(M),(H),(OC)","Hotels",1976,NA,"4 Condado Av. , Condado, ",-66.0713763,18.4567631,"4 condado ave, san juan, 00907, puerto rico","Google Verified Location",NA,"1976-PR-0207"
"Hotel Lindomar","","4 Condado Ave.","Condado","PR","(M),(H),(OC)","Hotels",1977,NA,"4 Condado Ave., Condado, ",-66.0713763,18.4567631,"4 condado ave, san juan, 00907, puerto rico","Google Verified Location",NA,"1977-PR-0208"
"Hotel Lindomar","","4 Condado Ave.","Condado","PR","(M),(H),(OC)","Hotels,Bars/Clubs",1979,NA,"4 Condado Ave., Condado, ",-66.0713763,18.4567631,"4 condado ave, san juan, 00907, puerto rico","Google Verified Location",NA,"1979-PR-0209"
"Hotel Lindomar","","4 Condado Ave.","Condado","PR","(M),(H),(OC)","Hotels",1980,NA,"4 Condado Ave., Condado, ",-66.0713763,18.4567631,"4 condado ave, san juan, 00907, puerto rico","Google Verified Location",NA,"1980-PR-0210"
"Plaza Patio & Restaurant ","","409 Calle San Francisco","San Juan","PR","","Restaurant",1972,NA,"409 Calle San Francisco, San Juan, ",-66.1120179,18.4665551,"409 c. de san francisco, san juan, 00901, puerto rico","Google Verified Location",NA,"1972-PR-0211"
"Plaza Patio Bar","(Opens 12 noon)","409 Calle San Francisco","San Juan","PR","(R)","Restaurant",1973,NA,"409 Calle San Francisco, San Juan, ",-66.1120179,18.4665551,"409 c. de san francisco, san juan, 00901, puerto rico","Google Verified Location",NA,"1973-PR-0212"
"Plaza Patio Bar & Restaurant ","(opens 12 noon)","409 Calle San Francisco","San Juan","PR","","Bars/Clubs,Restaurant",1974,NA,"409 Calle San Francisco, San Juan, ",-66.1120179,18.4665551,"409 c. de san francisco, san juan, 00901, puerto rico","Google Verified Location",NA,"1974-PR-0213"
"Plaza Patio Bar & Restaurant ","(Opens 12 noon)","409 Calle San Francisco","San Juan","PR","","Restaurant,Bars/Clubs",1975,NA,"409 Calle San Francisco, San Juan, ",-66.1120179,18.4665551,"409 c. de san francisco, san juan, 00901, puerto rico","Google Verified Location",NA,"1975-PR-0214"
"Plaza Patio ","(opens 12 noon)","409 Calle San Francisco","San Juan","PR","(M),(R),(OC),(RT)","Restaurant",1976,NA,"409 Calle San Francisco, San Juan, ",-66.1120179,18.4665551,"409 c. de san francisco, san juan, 00901, puerto rico","Google Verified Location",NA,"1976-PR-0215"
"Plaza Patio","(Opens 12 noon)","409 Calle San Francisco","San Juan","PR","(M),(OC),(R),(RT)","Restaurant",1977,NA,"409 Calle San Francisco, San Juan, ",-66.1120179,18.4665551,"409 c. de san francisco, san juan, 00901, puerto rico","Google Verified Location",NA,"1977-PR-0216"
"El Cid Club","","43 Calle Luna","Ponce","PR","(M)","Bars/Clubs",1976,NA,"43 Calle Luna, Ponce, ",-66.6151379,18.0102754,"43 calle luna, ponce, 00730, puerto rico","Google Verified Location",NA,"1976-PR-0217"
"El Cid Club","","43 Calle Luna","Ponce","PR","(M)","Bars/Clubs",1977,NA,"43 Calle Luna, Ponce, ",-66.6151379,18.0102754,"43 calle luna, ponce, 00730, puerto rico","Google Verified Location",NA,"1977-PR-0218"
"El Cid","","43 Calle Luna","Ponce","PR","(M)","Bars/Clubs",1979,NA,"43 Calle Luna, Ponce, ",-66.6151379,18.0102754,"43 calle luna, ponce, 00730, puerto rico","Google Verified Location",NA,"1979-PR-0219"
"El Cid","","43 Calle Luna","Ponce","PR","(M)","Bars/Clubs",1980,NA,"43 Calle Luna, Ponce, ",-66.6151379,18.0102754,"43 calle luna, ponce, 00730, puerto rico","Google Verified Location",NA,"1980-PR-0220"
"Kiki-Pu Bar","","5 blocks from Plaza Colon","Mayaguez","PR","","Bars/Clubs",1977,"","5 blocks from Plaza Colon, ",-67.145152,18.201346,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1977-PR-0221"
"Golden Gate","(Best after 2 am)","5 Calle Luna","San Juan","PR","(YC),(D),(*)","Bars/Clubs",1971,NA,"5 Calle Luna, San Juan, ",-66.1180786,18.4659785,"5 calle de la luna, san juan, 00901, puerto rico","Google Verified Location",NA,"1971-PR-0222"
"Blow Hole","('Wild back room' - best late)","51 Ave. Barranquitas","San Juan","PR","(*)","Bars/Clubs",1980,NA,"51 Ave. Barranquitas, San Juan, ",-66.0763798,18.4585475,"51 cll barranquitas, san juan, 00907, puerto rico","Google Verified Location",NA,"1980-PR-0223"
"Tea Room Bar","","52 Calle San Jose","San Juan","PR","(D)","Bars/Clubs",1971,NA,"52 Calle San Jose, San Juan, ",-66.1176954,18.4670961,"52 calle san josé, san juan, 00901, puerto rico","Google Verified Location",NA,"1971-PR-0224"
"Tea Room Bar","(go go boys)","52 Calle San Jose","San Juan","PR","(D)","Bars/Clubs",1972,NA,"52 Calle San Jose, San Juan, ",-66.1176954,18.4670961,"52 calle san josé, san juan, 00901, puerto rico","Google Verified Location",NA,"1972-PR-0225"
"Club 551","","551 De Diego","Puerto Nuevo","PR","","Bars/Clubs",1973,NA,"551 De Diego, Puerto Nuevo, ",-66.0885493,18.4082563,"551 av. josé de diego, san juan, 00920, puerto rico","Google Verified Location",NA,"1973-PR-0226"
"Club 551 ","","551 De Diego","Puerto Nuevo","PR","(S)","Bars/Clubs",1974,NA,"551 De Diego, Puerto Nuevo, ",-66.0885493,18.4082563,"551 av. josé de diego, san juan, 00920, puerto rico","Google Verified Location",NA,"1974-PR-0227"
"Finale","","58 Calle San Jose","San Juan","PR","(D),(*)","Bars/Clubs",1971,NA,"58 Calle San Jose, San Juan, ",-66.117541,18.4668239,"58 calle san josé, san juan, 00901, puerto rico","Google Verified Location",NA,"1971-PR-0228"
"Finale","","58 Calle San Jose","San Juan","PR","(D),(*)","Bars/Clubs",1972,NA,"58 Calle San Jose, San Juan, ",-66.117541,18.4668239,"58 calle san josé, san juan, 00901, puerto rico","Google Verified Location",NA,"1972-PR-0229"
"Finale","","58 Calle San Jose","San Juan","PR","(D),(*)","Bars/Clubs",1973,NA,"58 Calle San Jose, San Juan, ",-66.117541,18.4668239,"58 calle san josé, san juan, 00901, puerto rico","Google Verified Location",NA,"1973-PR-0230"
"Fantasy ","","58 Calle San Juneto","San Juan","PR","","Bars/Clubs",1971,NA,"58 Calle San Juneto, San Juan, ",-66.1158326,18.4670404,"58 calle san justo, san juan, 00901, puerto rico","Google Verified Location",NA,"1971-PR-0231"
"Condado Guest House","","6 Condado Ave.","Condado","PR","(H)","Hotels",1977,NA,"6 Condado Ave., Condado, ",-66.0714191,18.4567496,"6 condado ave, san juan, 00907, puerto rico","Google Verified Location",NA,"1977-PR-0232"
"Condado Guest House","","6 Condado Ave.","Condado","PR","(H)","Hotels",1979,NA,"6 Condado Ave., Condado, ",-66.0714191,18.4567496,"6 condado ave, san juan, 00907, puerto rico","Google Verified Location",NA,"1979-PR-0233"
"Condad Guest House","","6 Condado Ave.","Condado","PR","(H)","Hotels",1980,NA,"6 Condado Ave., Condado, ",-66.0714191,18.4567496,"6 condado ave, san juan, 00907, puerto rico","Google Verified Location",NA,"1980-PR-0234"
"Terrace","(above Condado Guest House)","6 Condado Ave.","San Juan","PR","(R),(*)","Restaurant",1980,NA,"6 Condado Ave., San Juan, ",-66.0714191,18.4567496,"6 condado ave, san juan, 00907, puerto rico","Google Verified Location",NA,"1980-PR-0235"
"Jeanie's Little Club","(military)","607 Ponce de Leon Ave.","Miramar","PR","(M),(RT)","Bars/Clubs",1976,NA,"607 Ponce de Leon Ave., Miramar, ",-66.0855432,18.4571143,"607 av. juan ponce de león, san juan, 00907, puerto rico","Google Verified Location",NA,"1976-PR-0236"
"Little Club","(Closes 3 a.m.)","607 Ponce de Leon Ave.","Miramar","PR","(OC)","Bars/Clubs",1979,NA,"607 Ponce de Leon Ave., Miramar, ",-66.0855432,18.4571143,"607 av. juan ponce de león, san juan, 00907, puerto rico","Google Verified Location",NA,"1979-PR-0237"
"Little Club ","(Closes 3 am) ","607 Ponce de Leon Ave.","Miramar","PR","(OC)","Bars/Clubs",1980,NA,"607 Ponce de Leon Ave., Miramar, ",-66.0855432,18.4571143,"607 av. juan ponce de león, san juan, 00907, puerto rico","Google Verified Location",NA,"1980-PR-0238"
"Little Club","(closes 3 a.m.)","607 Ponce de Leon Avenue ","Miramar","PR","","Bars/Clubs",1977,NA,"607 Ponce de Leon Avenue , Miramar, ",-66.0855432,18.4571143,"607 av. juan ponce de león, san juan, 00907, puerto rico","Google Verified Location",NA,"1977-PR-0239"
"Y.M.C.A.","","905 Ponce de Leon","San Juan","PR","(M),(H)","Hotels",1976,NA,"905 Ponce de Leon, San Juan, ",-66.0801215,18.4545643,"905 av. juan ponce de león, san juan, 00907, puerto rico","Google Verified Location",NA,"1976-PR-0240"
"Y.M.C.A.","","905 Ponce de Leon","San Juan","PR","(M),(H)","Hotels",1977,NA,"905 Ponce de Leon, San Juan, ",-66.0801215,18.4545643,"905 av. juan ponce de león, san juan, 00907, puerto rico","Google Verified Location",NA,"1977-PR-0241"
"Y.M.C.A.","","905 Ponce de Leon","San Juan","PR","(M),(H)","Hotels",1978,NA,"905 Ponce de Leon, San Juan, ",-66.0801215,18.4545643,"905 av. juan ponce de león, san juan, 00907, puerto rico","Google Verified Location",NA,"1978-PR-0242"
"Y.M.C.A.","","905 Ponce de Leon","San Juan","PR","(M),(H)","Hotels",1980,NA,"905 Ponce de Leon, San Juan, ",-66.0801215,18.4545643,"905 av. juan ponce de león, san juan, 00907, puerto rico","Google Verified Location",NA,"1980-PR-0243"
"Normandie Hotel","","Ashford at Avenida Escambron","Condado","PR","(H)","Hotels",1972,"","Ashford at Avenida Escambron, ",-66.056926,18.417682,"unclear_coded_by_hand","Verified Location",NA,"1972-PR-0244"
"Normandie Hotel","","Ashford at Avenida Escambron","Condado","PR","(H),(M)","Hotels",1973,"","Ashford at Avenida Escambron, ",-66.056926,18.417682,"unclear_coded_by_hand","Verified Location",NA,"1973-PR-0245"
"Normandie Hotel","","Ashford Dr. Condado","Condado","PR","","Hotels",1971,"","Ashford Dr. Condado, ",-66.056926,18.417682,"unclear_coded_by_hand","Verified Location",NA,"1971-PR-0246"
"Y.M.C.A.","","Ave. Ponce de Leon","San Juan","PR","(H),(M)","Hotels",1975,"","Ave. Ponce de Leon, ",-66.062757,18.436037,"unclear_coded_by_hand","Verified Location",NA,"1975-PR-0247"
"El Refugio del Indio","(Latins)","Avenida Fernandez Juncos, opp. Regency Theatre","Condado","PR","(RT),(*)","Bars/Clubs",1977,"approximate location","Avenida Fernandez Juncos, opp. Regency Theatre, ",-66.068644,18.443125,"unclear_coded_by_hand","Verified Location",NA,"1977-PR-0248"
"El Refugio del India","","Avenida Fernando Junicos, opp. Regency Theatre","Condado","PR","","Bars/Clubs",1975,"approximate location","Avenida Fernando Junicos, opp. Regency Theatre, ",-66.068644,18.443125,"unclear_coded_by_hand","Verified Location",NA,"1975-PR-0249"
"Caesar's Pad","","Calle Cristo","San Juan","PR","","Bars/Clubs",1971,"","Calle Cristo, ",-66.118153,18.465963,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1971-PR-0250"
"Carlos & Charlie's","","Calle Cristo & Calle Luna","San Juan","PR","(R),(*)","Restaurant",1977,"","Calle Cristo & Calle Luna, ",-66.118153,18.465963,"unclear_coded_by_hand","Verified Location",NA,"1977-PR-0251"
"Carlos & Charlie's","","Calle Cristo & Calle Luna","San Juan","PR","(M),(R),(*)","Restaurant",1979,"","Calle Cristo & Calle Luna, ",-66.118153,18.465963,"unclear_coded_by_hand","Verified Location",NA,"1979-PR-0252"
"Carlos & Charlie's","","Calle Cristo & Calle Luna","San Juan","PR","(M),(R),(*)","Restaurant",1980,"","Calle Cristo & Calle Luna, ",-66.118153,18.465963,"unclear_coded_by_hand","Verified Location",NA,"1980-PR-0253"
"El Jardin de Selma","(good during lunchtime)","Calle Cristo at Luna","San Juan","PR","(M),(R)","Restaurant",1976,"","Calle Cristo at Luna, ",-66.118153,18.465963,"unclear_coded_by_hand","Verified Location",NA,"1976-PR-0254"
"Salvation Bar","","Calle Cruz nr. Calle Luna","San Juan","PR","","Bars/Clubs",1972,"","Calle Cruz nr. Calle Luna, ",-66.116424,18.466175,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1972-PR-0255"
"Hilltop","","Calle de Rio Piedras","San Juan","PR","(D),(*)","Bars/Clubs",1968,"","Calle de Rio Piedras, ",-66.117592,18.467283,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1968-PR-0256"
"Page Two","(natives) ('flicks')","Calle Fortaleza at Tanca","San Juan","PR","(G),(D)","Bars/Clubs",1976,"","Calle Fortaleza at Tanca, ",-66.114229,18.465311,"unclear_coded_by_hand","Verified Location",NA,"1976-PR-0257"
"Page Two","(Natives) ('flicks')","Calle Fortaleza at Tanca","San Juan","PR","(G),(D)","Bars/Clubs",1977,"","Calle Fortaleza at Tanca, ",-66.114229,18.465311,"unclear_coded_by_hand","Verified Location",NA,"1977-PR-0258"
"Page Two","","Calle Fortaleza nr. Calle Tanca","San Juan","PR","","Bars/Clubs",1972,"","Calle Fortaleza nr. Calle Tanca, ",-66.114229,18.465311,"unclear_coded_by_hand","Verified Location",NA,"1972-PR-0259"
"Page Two","(Natives) (Flicks)","Calle Forteleza & Calle Tanca","San Juan","PR","(YC),(D),(*)","Bars/Clubs",1975,NA,"Calle Forteleza & Calle Tanca, San Juan, ",-66.1152742,18.4650796,"c. de la fortaleza, san juan, 00901, puerto rico","Google Verified Location",NA,"1975-PR-0260"
"Page Two","(Some G)","Calle Fortleza at Calle Tanca","San Juan","PR","(YC),(D),(G),(*)","Bars/Clubs",1973,"","Calle Fortleza at Calle Tanca, ",-66.114229,18.465311,"unclear_coded_by_hand","Verified Location",NA,"1973-PR-0261"
"Calle Luna Steam Baths","","Calle Luna","San Juan","PR","","Baths",1969,"","Calle Luna, ",-66.115597,18.466388,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1969-PR-0262"
"Variety","","Calle Luna","San Juan","PR","","Bars/Clubs",1969,"","Calle Luna, ",-66.115597,18.466388,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1969-PR-0263"
"St. Marks Baths","","Calle Luna","San Juan","PR","","Baths",1970,"","Calle Luna, ",-66.115597,18.466388,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1970-PR-0264"
"Oledel Duende","","Calle Luna","San Juan","PR","","Bars/Clubs",1971,"","Calle Luna, ",-66.115597,18.466388,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1971-PR-0265"
"La Bodega","(Opens 12 noon)","Calle Luna & Calle San Justo","San Juan","PR","(R),(S)","Restaurant",1974,"","Calle Luna & Calle San Justo, ",-66.115597,18.466388,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1974-PR-0266"
"Full Moon","","Calle Luna nr. Calle O' Donnel","San Juan","PR","","Bars/Clubs",1972,"","Calle Luna nr. Calle O' Donnel, ",-66.11261,18.467095,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1972-PR-0267"
"Full Moon","","Calle Luna nr. Calle O'Donnel","San Juan","PR","(RT),(M)","Bars/Clubs",1973,"","Calle Luna nr. Calle O'Donnel, ",-66.11261,18.467095,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1973-PR-0268"
"Full Moon","","Calle Luna nr. Plaza Colon","San Juan","PR","","Bars/Clubs",1971,"","Calle Luna nr. Plaza Colon, ",-66.11261,18.467095,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1971-PR-0269"
"Dona Sue's Downtown Club","","Calle San Francisco","San Juan","PR","(M),(RT)","Bars/Clubs",1979,"","Calle San Francisco, ",-66.115437,18.465747,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1979-PR-0270"
"Dona Sue's Downtown Club","","Calle San Francisco","San Juan","PR","(M),(RT)","Bars/Clubs",1980,"","Calle San Francisco, ",-66.115437,18.465747,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1980-PR-0271"
"Tender Trap","","Calle San Jose","San Juan","PR","","Bars/Clubs",1969,"","Calle San Jose, ",-66.056823,18.433462,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1969-PR-0272"
"Finale","","Calle San Jose","San Juan","PR","(D)","Bars/Clubs",1970,"","Calle San Jose, ",-66.114757,18.463203,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1970-PR-0273"
"Tender Trap","","Calle San Jose","San Juan","PR","(M)","Bars/Clubs",1970,"","Calle San Jose, ",-66.056823,18.433462,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1970-PR-0274"
"St Senor","","Calle San Jose","San Juan","PR","","Bars/Clubs",1971,"","Calle San Jose, ",-66.056823,18.433462,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1971-PR-0275"
"Casa Mario's Guest House","","Calle San Jose","San Juan","PR","(H)","Hotels",1972,"","Calle San Jose, ",-66.117121,18.465347,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1972-PR-0276"
"Junie's","","Calle San Jose","San Juan","PR","","Bars/Clubs",1972,"","Calle San Jose, ",-66.117121,18.465347,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1972-PR-0277"
"University Club","","Calle San Jose at Calle Forteleza","San Juan","PR","","Bars/Clubs",1972,"","Calle San Jose at Calle Forteleza, ",-66.116986,18.464633,"unclear_coded_by_hand","Verified Location",NA,"1972-PR-0278"
"Fantasy","","Calle Sol at San Juneto","San Juan","PR","","Bars/Clubs",1970,"","Calle Sol at San Juneto, ",-66.115746,18.46701,"unclear_coded_by_hand","Verified Location",NA,"1970-PR-0279"
"Shack Up","","Calle Vending nr. Atlantic Beach Hotel","San Juan","PR","(RT)","Bars/Clubs",1980,"","Calle Vending nr. Atlantic Beach Hotel, ",-66.072352,18.457124,"unclear_coded_by_hand","Verified Location",NA,"1980-PR-0280"
"Hotel Lindomar","","Condado Ave.","Condado","PR","(M),(H)","Hotels",1975,"","Condado Ave., ",-66.070888,18.457061,"unclear_coded_by_hand","Verified Location",NA,"1975-PR-0281"
"Arturo Furnished Cottages","(PO Box 4281 - Tel 832-7002)","Km 2 Rd. 105 Limon Rd.","Mayaguez","PR","(H)","Hotels",1968,"","Km 2 Rd. 105 Limon Rd., ",-67.145155,18.201345,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1968-PR-0282"
"Condado Beach","betw. Sheraton & Hyatt","La Concha Hotels","San Juan","PR","Cruisy Area","Cruising Areas",1976,"","La Concha Hotels, ",-66.077944,18.459945,"unclear_coded_by_hand","Verified Location",NA,"1976-PR-0283"
"Main St. Bar","(Opens ar 12 noon)","Old San Juan","San Juan","PR","(PE),(*)","Bars/Clubs",1970,"","Old San Juan, ",-66.116839,18.464003,"unclear_coded_by_hand","Verified Location",NA,"1970-PR-0284"
"Hank's Place","","Plaza de Colon","San Juan","PR","","Bars/Clubs",1971,"","Plaza de Colon, ",-66.112042,18.466105,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1971-PR-0285"
"Little Parrot","(touristy)","Ponce de Leon Av.","Santurce","PR","(S)","Bars/Clubs",1976,"","Ponce de Leon Av., ",-66.058474,18.429163,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1976-PR-0286"
"Little Parrot","","Ponce de Leon Ave.","Santurce","PR","(S)","Bars/Clubs",1975,"","Ponce de Leon Ave., ",-66.058474,18.429163,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1975-PR-0287"
"Little Club","(Native & Sailors)","Ponce de Leon Ave.","Miramar","PR","","Bars/Clubs",1975,"","Ponce de Leon Ave., ",-66.080889,18.454763,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1975-PR-0288"
"Little Parrot","(Touristy)","Ponce de Leon Ave.","Santurce","PR","(S)","Bars/Clubs",1977,"","Ponce de Leon Ave., ",-66.058474,18.429163,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1977-PR-0289"
"Kikipoo Club","","Post Rd.","Mayaguez","PR","(D),(*)","Bars/Clubs",1973,"","Post Rd., ",-67.145152,18.201346,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1973-PR-0290"
"Madrid Guest House","","San Jorge 112","Condado","PR","(H)","Hotels",1970,"","San Jorge 112, ",-66.061728,18.451184,"unclear_coded_by_hand","Verified Location",NA,"1970-PR-0291"
"Main Street Bar","(Opens at 12 noon)","San Jose at Tetuan","San Juan","PR","(PE),(*)","Bars/Clubs",1971,"","San Jose at Tetuan, ",-66.116839,18.464003,"unclear_coded_by_hand","Verified Location",NA,"1971-PR-0292"
"Main Street Bar","(Opens at 12 noon)","San Jose at Tetuan","San Juan","PR","(*)","Bars/Clubs",1972,"","San Jose at Tetuan, ",-66.116839,18.464003,"unclear_coded_by_hand","Verified Location",NA,"1972-PR-0293"
"Finale","Old San Juan","San Jose St.","Old San Juan","PR","(D)","Bars/Clubs",1969,"","San Jose St., ",-66.114757,18.463203,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1969-PR-0294"
"Hilltop","","San Sebastian at San Jose","San Juan","PR","(*)","Bars/Clubs",1971,"","San Sebastian at San Jose, ",-66.117592,18.467283,"unclear_coded_by_hand","Verified Location",NA,"1971-PR-0295"
"Cha Cha Palace","","","Old San Juan","PR","(D)","Bars/Clubs",1968,"",", ",-66.114757,18.463203,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1968-PR-0296"
"Finale","","","Old San Juan","PR","(D)","Bars/Clubs",1968,"",", ",-66.114757,18.463203,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1968-PR-0297"
"Main St. Bar","","","Old San Juan","PR","(*)","Bars/Clubs",1968,"",", ",-66.114757,18.463203,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1968-PR-0298"
"Arturo Furnished Cottages","(P.O. Box 4281 - Tel: 832-7002) Km 2, Road 105, Limon Rd.","","Mayaguez","PR","(H)","Hotels",1969,"",", ",-67.145155,18.201345,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1969-PR-0299"
"Main St. Bar","","","Old San Juan","PR","(PE)","Bars/Clubs",1969,"",", ",-66.114757,18.463203,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1969-PR-0300"
"Arturo Furnished Cottages","(PO Box 4281, Tel: 832-7002) KM. 2, Road 105, Limon Rd.","","Mayaguez","PR","(H)","Hotels",1970,"",", ",-67.145155,18.201345,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1970-PR-0301"
"Big Spender","(Inquire locally)","","San Juan","PR","","Bars/Clubs",1970,"",", ",-66.105735,18.465539,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1970-PR-0302"
"Golden Gate","(Best after 2 am)","","San Juan","PR","(YC),(D),(*)","Bars/Clubs",1970,"",", ",-66.105735,18.465539,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1970-PR-0303"
"Tea Room Bar","(Inquire locally)","","San Juan","PR","","Bars/Clubs",1970,"",", ",-66.105735,18.465539,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1970-PR-0304"
"Arturo Furnished Cottages","(P.O. Box 4281 - Tel: 832-7002) Km. 2, Rd. 105, Limon Rd.","","Mayaguez","PR","(H)","Hotels",1971,"",", ",-67.145155,18.201345,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1971-PR-0305"
"Arturo's Furnished Cottages","(P.O. Box 428, tel: 832-7002) Km 2, Rd. 105, Limon Rd.","","Mayaguez","PR","(H)","Hotels",1972,"",", ",-67.145155,18.201345,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1972-PR-0306"
"Ki Ki Poo Club","(Inquire locally)","","Mayaguez","PR","(D)","Bars/Clubs",1972,"",", ",-67.145152,18.201346,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1972-PR-0307"
"Ole Del Duende, Calle Luna","","","San Juan","PR","","Bars/Clubs",1972,"",", ",-66.115597,18.466388,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1972-PR-0308"
"Napoleon Club","","","Condado","PR","(P),(D),(PE)","Bars/Clubs",1972,"",", ",-66.071632,18.456074,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1972-PR-0309"
"Calle San Francisco & Calle San Jose","","","San Juan","PR","Cruisy Area","Cruising Areas",1973,"",", ",-66.115437,18.465747,"unclear_coded_by_hand","Verified Location",NA,"1973-PR-0310"
"Plaza Colon","","","San Juan","PR","Cruisy Area","Cruising Areas",1973,"",", ",-66.112042,18.466105,"unclear_coded_by_hand","Verified Location",NA,"1973-PR-0311"
"Realto Treatre","Balcony","","San Juan","PR","Cruisy Area","Cruising Areas",1973,"",", ",-66.114422,18.466115,"unclear_coded_by_hand","Verified Location",NA,"1973-PR-0312"
"Ashford Ave.","'Hustlers'","","Condado","PR","Cruisy Area","Cruising Areas",1973,"",", ",-66.07471,18.457111,"unclear_coded_by_hand","Verified Location",NA,"1973-PR-0313"
"Beach in front of Sands Hotel","","","Condado","PR","Cruisy Area","Cruising Areas",1973,"",", ",-66.070795,18.457099,"unclear_coded_by_hand","Verified Location",NA,"1973-PR-0314"
"Caricatura Bar","nr. Plaza Hotel","","Mayaguez","PR","","Bars/Clubs",1974,"",", ",-67.145152,18.201346,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1974-PR-0315"
