Field 1,ID,title,description,streetaddress,city,state,amenityfeatures,type,Year,notes,lon,lat,status
6208,MA163,Forest Park,King Phillip Stockade,,Springfield,MA,Cruisy Area,Cruising Areas,1980,,-72.584116,42.072369,Verified Location
6487,MA442,Forest Park,King Phillip Stockade,,Springfield,MA,Cruisy Area,Cruising Areas,1978,,-72.584116,42.072369,Verified Location
6802,MA757,Four Twenty House,,420 Commercial St.,Provincetown,MA,(H),Hotel,1975,,-70.181325,42.0552856,Google Verified Location
6947,MA902,Four Twenty House,,420 Commercial St.,Provincetown,MA,(H),Hotel,1973,,-70.181325,42.0552856,Google Verified Location
6881,MA836,Four Twenty House,,420 Commercial St.,Provincetown,MA,(H),Hotel,1974,,-70.181325,42.0552856,Google Verified Location
6288,MA243,Fran's Place,(Many G) (Disco),776 Washington,Lynn,MA,"(G),(D),(*)",Bars/Clubs,1979,,-70.9417232,42.4608069,Google Verified Location
6114,MA069,Fran's Place,(Many L) (Disco),776 Washington,Lynn,MA,"(L),(D)",Bars/Clubs,1980,,-70.9417232,42.4608069,Google Verified Location
6315,MA270,Fredrik's Guest House,,156 Bradford St.,Provincetown,MA,(H),Hotel,1979,,-70.1844412,42.0551001,Google Verified Location
6151,MA106,Fredrik's Guest House,,156 Bradford St.,Provincetown,MA,(H),Hotel,1980,,-70.1844412,42.0551001,Google Verified Location
6122,MA077,Friends & Lovers,"(Some B, L, Latins) (Disco) ",145 N. Front St,New Bedford,MA,"(B),(L),(D),(AYOR),(*)",Bars/Clubs,1980,,-70.92507,41.65372,Google Verified Location
6449,MA404,Front Street,(Some G),Commercial St.,Provincetown,MA,"(M),(R),(G),(*)",Restaurant,1978,,-70.188406,42.05012,Verified Location
6316,MA271,Front Street,(Some G),Commercial St.,Provincetown,MA,"(M),(R),(G),(*)",Restaurant,1979,,-70.188406,42.05012,Verified Location
6578,MA533,Front Street,(Some G),Commercial St.,Provincetown,MA,"(M),(R),(G),(*)",Restaurant,1977,,-70.188406,42.05012,Verified Location
6152,MA107,Front Street,,230 Commercial St.,Provincetown,MA,"(M),(R)",Restaurant,1980,,-70.1883946,42.0501165,Google Verified Location
6201,MA156,Frontier,(Disco)(Sun. brunch) (Cruisy) (3 bars) ,19 Pearl St.,Springfield,MA,"(*),(YC),(D),(R)","Restaurant,Bars/Clubs,Cruising Areas",1980,,-72.588285,42.1055329,Google Verified Location
6803,MA758,Gallery Inn,,368 Commercial St.,Provincetown,MA,(H),Hotel,1975,diff address from prev yrs,-70.1838598,42.0538613,Google Verified Location
6579,MA534,Gallery Inn,(Some G),3 Johnston St.,Provincetown,MA,"(H),(G)",Hotel,1977,,-70.183983,42.0538578,Google Verified Location
6450,MA405,Gallery Inn,(Some G),3 Johnston St.,Provincetown,MA,"(H),(BYOB),(G)",Hotel,1978,,-70.183983,42.0538578,Google Verified Location
6317,MA272,Gallery Inn,(Some G),3 Johnston St.,Provincetown,MA,"(H),(BYOB),(G)",Hotel,1979,,-70.183983,42.0538578,Google Verified Location
7005,MA960,Gallery Inn,,368 Commercial St.,Provincetown,MA,(H),Hotel,1972,,-70.1838598,42.0538613,Google Verified Location
7138,MA1093,Gallery Inn,,368 Commercial St.,Provincetown,MA,(H),Hotel,1970,,-70.1838598,42.0538613,Google Verified Location
6882,MA837,Gallery Inn,,368 Commercial St.,Provincetown,MA,(H),Hotel,1974,,-70.1838598,42.0538613,Google Verified Location
6948,MA903,Gallery Inn,,368 Commercial St.,Provincetown,MA,(H),Hotel,1973,,-70.1838598,42.0538613,Google Verified Location
7053,MA1008,Gallery Inn,,368 Commercial St.,Provincetown,MA,(H),Hotel,1971,,-70.1838598,42.0538613,Google Verified Location
6705,MA660,Gallery Inn,(Some G),3 Johnston St.,Provincetown,MA,"(H),(G)",Hotel,1976,,-70.183983,42.0538578,Google Verified Location
6153,MA108,Gallery Inn,(Some L),3 Johnston St.,Provincetown,MA,"(H),(L)",Hotel,1980,,-70.183983,42.0538578,Google Verified Location
7028,MA983,Gay Nineties,Next door to The Other Side,90 Broadway,Boston,MA,,Bars/Clubs,1971,,-71.067076,42.349944,Verified Location
6706,MA661,George's Inn,(Men only) (BYOB for 'set ups'),9 Court St.,Provincetown,MA,"(H),(*),(BYOB)",Hotel,1976,,-70.1903015,42.0489699,Google Verified Location
6318,MA273,George's Inn,(BYOB for 'set ups'),9 Court St.,Provincetown,MA,"(H),(*),(BYOB)",Hotel,1979,,-70.1903015,42.0489699,Google Verified Location
6154,MA109,George's Inn,,9 Court St.,Provincetown,MA,"(H),(*)",Hotel,1980,,-70.1903015,42.0489699,Google Verified Location
6580,MA535,George's Inn,(Men only-BYOB for set ups),9 Court St.,Provincetown,MA,"(H),(*),(P),(BYOB)",Hotel,1977,,-70.1903015,42.0489699,Google Verified Location
6451,MA406,George's Inn,(BYOB for 'set ups'),9 Court St.,Provincetown,MA,"(H),(*),(BYOB)",Hotel,1978,,-70.1903015,42.0489699,Google Verified Location
6707,MA662,Gifford House,,9 Carver St.,Provincetown,MA,"(M),(R),(H)","Restaurant,Hotel",1976,,-70.1900224,42.0496268,Google Verified Location
6155,MA110,Gifford House,,Bradford at Carver,Provincetown,MA,"(M),(H),(R)","Restaurant,Hotel",1980,,-70.190297,42.049547,Verified Location
6804,MA759,Governor Bradford,,Commercial St.,Provincetown,MA,,Bars/Clubs,1975,,-70.185604,42.052146,Verified Location
7082,MA1037,Grey Finch,Inquire locally,,Glouchester,MA,,Bars/Clubs,1970,,-70.661989,42.615929,Location could not be verified. General city or location coordinates used.
7119,MA1074,Grey Finch,Inquire locally,,Glouchester,MA,,Bars/Clubs,1969,,-70.661989,42.615929,Location could not be verified. General city or location coordinates used.
7160,MA1115,Grey Finch,Inquire locally,,Glouchester,MA,,Bars/Clubs,1968,,-70.661989,42.615929,Location could not be verified. General city or location coordinates used.
7045,MA1000,Grey Finch,Inquire locally,,Glouchester,MA,,Bars/Clubs,1971,,-70.661989,42.615929,Location could not be verified. General city or location coordinates used.
6963,MA918,Gunnery,,140 Chestnut,Springfield,MA,"(M),(YC)",Bars/Clubs,1973,,-72.5894214,42.1049766,Google Verified Location
7019,MA974,Gunnery,,140 Chestnut,Springfield,MA,"(M),(YC)",Bars/Clubs,1972,,-72.5894214,42.1049766,Google Verified Location
7097,MA1052,Gunnery,=,140 Chestnut,Springfield,MA,(M),Bars/Clubs,1970,,-72.5894214,42.1049766,Google Verified Location
6619,MA574,Hamden & Gridiron Streets,,,Springfield,MA,Cruisy Area,Cruising Areas,1977,Approximate. Center of the area between these two streets.,-72.595214,42.103992,Verified Location
