ID,Title,description,streetaddress,amenityfeatures,type,city,state,Year,unclearaddress,uncleartype,notes,lat,lon,status,dateadded,lastmodified
5401,Frog Hollow Farm,Old Post Rd Esopus 914/384-6424 riding school & camp ,,,Entertainment & Recreation,Esopus,NY,2001,checked,,Originally listed under the city Catskill Mtns,41.826456,-73.978274,Found,,4/19/2024 4:26pm
5402,Solstice Farm Stable ,Stanfordville  914/868-1413 riding school & camp,,,Entertainment & Recreation,Catskill Mtns,NY,2001,checked,,,41.867165,-73.713798,General Coordinates Used,,4/19/2024 4:24pm
5408,A1 Gay Real Estate Services,"www.RainbowReferrals.com, Online Realtor Database, Photo Classifieds & Moving Resources. Renters Welcome!",,,Info Lines & Services,Fire Island,NY,2001,checked,,,40.659792,-73.089962,General Coordinates Used,,4/19/2024 4:05pm
5409,AA Gay/ Lesbian,631/669-1124 call for info ,,,Info Lines & Services,Fire Island,NY,2001,checked,,,40.659936,-73.090747,Found,,4/19/2024 4:05pm
5410,Community Real Estate Referrals,"800/346-5592 gay realtor at your service, no rentals",,,Info Lines & Services,Fire Island,NY,2001,checked,,,40.659792,-73.089962,General Coordinates Used,,4/19/2024 4:07pm
5411,Belvedere Hotel,"631/597-6448 Venetian-style palace, hot tub, jacuzzi, gym",,"(MO),(SW),(WC)",Accommodations,Fire Island,NY,2001,checked,,,40.661602,-73.085458,Found,,4/19/2024 4:06pm
5413,Boatel,The Pines 631/597-6500 also restaurant ,,"(M),(F),(SW),(WC)",Accommodations,Fire Island,NY,2001,checked,,,40.663806,-73.069881,Found,,4/19/2024 4:06pm
5414,Bob Howard Realtor ,"The Pines 631/597-9400, 212/819-9400 great source for rentals",,,Accommodations,Fire Island,NY,2001,checked,,,40.659792,-73.089962,General Coordinates Used,,4/19/2024 4:06pm
5415,Dune Point Guesthouse,"631/597-6261 hot tub, kids/pets ok",,"(MW),(WC),(GO)",Accommodations,Fire Island,NY,2001,checked,,,40.659114,-73.088175,Found,,4/19/2024 4:07pm
5416,Grove Hotel,"Main & Ocean  Cherry Grove 631/597-6600 non-smoking rm available, also 4 bars ",,"(M),(SW),(N),(WC)",Accommodations,Fire Island,NY,2001,checked,,,40.659415,-73.090031,Found,,4/19/2024 4:08pm
5417,Holly House,Holly Walk nr Bayview Walk  Cherry Grove 631/597-6911 seasonal ,,(MW),Accommodations,Fire Island,NY,2001,checked,,,40.659792,-73.089962,General Coordinates Used,,4/19/2024 4:08pm
5419,Pines Place,"631/597-6162 guesthouse, 2 locations, some shared baths ",,"(M),(SW)",Accommodations,Fire Island,NY,2001,checked,,,40.659053,-73.089293,General Coordinates Used,,4/19/2024 4:09pm
5420,Sea Crest ,Lewis Walk Cherry Grove 631/597-6849 seasonal,,(MW),Accommodations,Fire Island,NY,2001,checked,,,40.659072,-73.089214,Found,,4/19/2024 4:10pm
5423,Grove Hotel (formerly the 'Ice Palace),at 'Grove Hotel' Cherry Grove 631/597-6600 hrs vary ,,"(MW),(D),(S),(YC),(WC)",Nightclubs,Fire Island,NY,2001,checked,,,40.659415,-73.090031,Found,,4/19/2024 4:08pm
5424,The Pavilion ,"Fire Island Blvd The Pines 631/597-6131 seasonal, noon-8am, also 'Yacht Club' restaurant ",,"(*),(MW),(D),(WC)",Nightclubs,Fire Island,NY,2001,checked,,,40.665352,-73.069588,Found,,4/19/2024 4:10pm
5425,Cherry Grove Pizza,"Dock Walk (under the 'Grove Hotel'), Cherry Grove 631/597-6766 11am-11pm",,,Restaurants,Fire Island,NY,2001,checked,,,40.659897,-73.090072,Found,,4/19/2024 4:06pm
5426,Michael's,"Dock Walk Cherry Grove 631/597-6555 seasonal, 7am-midnight, upscale diner fare",,,Restaurants,Fire Island,NY,2001,checked,,,40.659897,-73.090072,Found,,4/19/2024 4:09pm
5427,Rachel's at the Grove,"Lewis Walk Cherry Grove 631/597-4174 brkfst, lunch & dinner, also bar ",,(MW),Restaurants,Fire Island,NY,2001,checked,,,40.659072,-73.089214,General Coordinates Used,,4/19/2024 4:10pm
5428,Top of the Bay ,"Dock Walk at Bay Walk Cherry Grove 631/597-6699 seasonal, 7pm-midnight, scenic outdoor dining",,"(*),(MW)",Restaurants,Fire Island,NY,2001,checked,,,40.659792,-73.089962,Found,,4/19/2024 4:10pm
5429,Invasion of the Pines,the Pines dock  (July 4th wknd) come & enjoy the annual fun as boatloads of drag queens from Cherry Grove arrive to terrorize the posh Pines ,,,Entertainment & Recreation,Fire Island,NY,2001,checked,,,40.659792,-73.089962,General Coordinates Used,,4/19/2024 4:09pm
5430,All American Boy,"Harbor Walk The Pines 631/597-7758 noon-5:30pm, 10am-7:30pm wknds, clothing ",,,Retail Shops,Fire Island,NY,2001,checked,,,40.665377,-73.069559,General Coordinates Used,,4/19/2024 4:06pm
5431,Island Gym,Harbor Walk The Pines 631/597-7867 where the boys of Fire Island work out ,,"(*),(M)",Gyms & Health Clubs,Fire Island,NY,2001,checked,,,40.659792,-73.089962,General Coordinates Used,,4/19/2024 4:09pm
5432,Meat Rack,trail btwn Cherry Grove & W end of Pines ,,"Cruisy Area,(AYOR)",Cruisy Areas,Fire Island,NY,2001,checked,,,40.661658,-73.080575,Found,,4/19/2024 4:09pm
5435,Aviation Mall,trails in woods behind the mall,,"Cruisy Area,(AYOR)",Cruisy Areas,Glens Falls,NY,2001,checked,,,43.326754,-73.67773,Found,,4/19/2024 4:23pm
5436,City Park,downtown ,,"Cruisy Area,(AYOR)",Cruisy Areas,Glens Falls,NY,2001,checked,,,43.311336,-73.644759,Found,,4/19/2024 4:22pm
5438,Prime Time,"Rte 9 W  914/691-8550 9pm-4am Th-Sun only, theme nights, college night Th",,"(M),(D),(S),(K),(18+)",Nightclubs,Highland,NY,2001,checked,,,41.720927,-73.960138,Found,,4/19/2024 4:10pm
5442,AA Gay/ Lesbian,First Baptist Church (at Dewitt Park) 607/273-1541 6pm Sun,,,Info Lines & Services,Ithaca,NY,2001,checked,,,42.441154,-76.499292,Found,,4/19/2024 4:11pm
5447,Reservoir at Upper Six Mile Creek,at Van Etten Dam Waterfalls ,,"Cruisy Area,(AYOR)",Cruisy Areas,Ithaca,NY,2001,checked,,,42.417693,-76.45808,Found,,4/19/2024 4:13pm
5448,Stewart Park,,,"Cruisy Area,(AYOR)",Cruisy Areas,Ithaca,NY,2001,checked,,,42.462191,-76.503161,Found,,4/19/2024 4:13pm
5453,Bella Vista Restaurant,,,,Restaurants,Catskill Mtns,NY,2001,checked,,Location from Point Lookout Mountain Inn's description,42.307226,-74.252052,General Coordinates Used,,4/19/2024 4:23pm
5455,Community Real Estate Referrals,"800/346-5592 gay realtor at your service, no rentals",,,Info Lines & Services,Long Island,NY,2001,checked,,Originally listed under the city Long Island – Nassau County,40.789142,-73.134961,General Coordinates Used,,4/19/2024 4:25pm
5456,Gay/Lesbian Switchboard of Long Island (GLSB of LI) ,631/737-1615 7pm-11pm only,,,Info Lines & Services,Long Island,NY,2001,checked,,Originally listed under the city Long Island – Nassau County,40.884267,-72.38953,General Coordinates Used,,4/19/2024 4:25pm
5463,Jones Beach,Field #6 ,,,Entertainment & Recreation,Long Island,NY,2001,checked,,Originally listed under the city Long Island – Nassau County,40.592193,-73.508611,Found,,4/19/2024 4:25pm
5464,Community Real Estate Referrals,"800/346-5592 gay realtor at your service, no rentals",,,Info Lines & Services,Long Island,NY,2001,checked,,Originally listed under the city Long Island – Suffolk County,40.789142,-73.134961,General Coordinates Used,,4/19/2024 4:25pm
5465,EEGO (East End Gay Organization) ,631/324-3699 ,,,Info Lines & Services,Long Island,NY,2001,checked,,Originally listed under the city Long Island – Suffolk County,40.956391,-72.192435,General Coordinates Used,,4/19/2024 4:25pm
5466,Gay/ Lesbian Switchboard of Long Island (GLSB of LI),516/737-1615 7pm-10pm only,,,Info Lines & Services,Long Island,NY,2001,checked,,Originally listed under the city Long Island – Suffolk County,40.884267,-72.38953,General Coordinates Used,,4/19/2024 4:25pm
5469,Cozy Cabins Motel,"631/537-1160 seasonal, suites, hot tub",,"(MW),(GO)",Accommodations,Long Island,NY,2001,checked,,Originally listed under the city Long Island – Suffolk County,40.956391,-72.192435,General Coordinates Used,,4/19/2024 4:25pm
5470,EconoLodge–MacArthur Airport,"3055 Rte 454 Ronkonkoma 631/588-6800, 800/553-2666 budget motel",,"(GF),(NS),(WC)",Accommodations,Ronkonkoma,NY,2001,checked,,Originally listed under the city Long Island – Suffolk County,40.795638,-73.098757,Found,,4/19/2024 4:27pm
5474,Gateway Lounge,,,(F),,Long Island,NY,2001,checked,,"Location from The Inn at Medford's description

Originally listed under the city Long Island – Suffolk County",40.884267,-72.38953,General Coordinates Used,,4/19/2024 4:25pm
5485,Fowler Beach,Southampton ,,,Entertainment & Recreation,Southampton,NY,2001,checked,,Originally listed under the city Long Island – Suffolk County,40.882575,-72.353201,Found,,4/19/2024 4:21pm
5486,Megaphone Long Island,"800/289-1489 Call for the local # nearest you! Hot men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 5050.",,,Men's Services,Long Island,NY,2001,checked,,Originally listed under the city Long Island – Suffolk County,40.779265,-72.915383,General Coordinates Used,,4/19/2024 4:25pm
5488,Beach at end of Two Mile Hollow Rd,East Hampton  go left ,,"Cruisy Area,(AYOR)",Cruisy Areas,East Hampton,NY,2001,checked,,Originally listed under the city Long Island – Suffolk County,40.955749,-72.158992,Found,,4/19/2024 4:05pm
5489,Fowle Beach,Southampton  go right ,,"Cruisy Area,(AYOR)",Cruisy Areas,Southampton,NY,2001,checked,,Originally listed under the city Long Island – Suffolk County,40.882575,-72.353201,Found,,4/19/2024 4:21pm
5490,Smith Point Park,"Fire Island Nat'l Seashore  (at end of William Floyd Pkwy), Shirley",,"Cruisy Area,(AYOR)",Cruisy Areas,Shirley,NY,2001,checked,,Originally listed under the city Long Island – Suffolk County,40.736166,-72.85643,Found,,4/19/2024 4:28pm
5493,Northern Spy Cafe,"Rte 213 High Falls 914/687-7298 dinner nightly & Sun brunch, clsd Wed, full bar",,(WC),Restaurants,New Paltz,NY,2001,checked,,,41.827059,-74.119004,General Coordinates Used,,4/19/2024 4:14pm
5495,A1 Gay Real Estate Services,"www.RainbowReferrals.com, Online Realtor Database, Photo Classifieds & Moving Resources. Renters Welcome!",,,Info Lines & Services,New York City,NY,2001,checked,,Originally listed under the city NYC – Overview,40.78306,-73.971249,General Coordinates Used,,4/19/2024 4:14pm
5496,AA Gay/ Lesbian Intergroup,at Lesbian/ Gay Community Ctr 212/647-1680 call for mtg schedule,,,Info Lines & Services,New York City,NY,2001,checked,,"Originally listed under the city NYC – Overview

Lesbian/ Gay Community Services Center's address is One Little West 12th St ",40.78306,-73.971249,General Coordinates Used,,4/19/2024 4:14pm
5497,Asian Pacific Alliance of NY,"718/966-4010, 718/699-5922 call for info",,,Info Lines & Services,New York City,NY,2001,checked,,Originally listed under the city NYC – Overview,40.740044,-74.007318,Found,,4/19/2024 4:14pm
5498,Bisexual Gay/ Lesbian Transgender Youth of NY,at Lesbian/ Gay Community Ctr 212/620-7310 3:30pm Sat,,,Info Lines & Services,New York City,NY,2001,checked,,"Originally listed under the city NYC – Overview

Lesbian/ Gay Community Services Center's address is One Little West 12th St ",40.78306,-73.971249,General Coordinates Used,,4/19/2024 4:14pm
5499,Bisexual Network,212/459-4784 recorded info on variety of social & political groups,,,Info Lines & Services,New York City,NY,2001,checked,,Originally listed under the city NYC – Overview,40.740044,-74.007318,Found,,4/19/2024 4:14pm
5500,Body Positive,"212/566-7333, 800/566-6599 10am-6pm wkdys, info line, events for HIV+ & friends",,,Info Lines & Services,New York City,NY,2001,checked,,Originally listed under the city NYC – Overview,40.78306,-73.971249,General Coordinates Used,,4/19/2024 4:14pm
5501,Community Real Estate Referrals,"800/346-5592 gay realtor at your service, no rentals",,,Info Lines & Services,New York City,NY,2001,checked,,Originally listed under the city NYC – Overview,40.78306,-73.971249,General Coordinates Used,,4/19/2024 4:15pm
5502,Encuentro!,at Lesbian/ Gay Community Ctr 212/620-7310 x313 variety of events/ socials for gay & bi Latino men,,,Info Lines & Services,New York City,NY,2001,checked,,"Originally listed under the city NYC – Overview

Lesbian/ Gay Community Services Center's address is One Little West 12th St ",40.956391,-72.192435,General Coordinates Used,,4/19/2024 4:15pm
5504,Gay/ Lesbian Switchboard of New York Project,"212/989-0999 6pm-10pm Mon-Fri, noon-5pm Sat",,,Info Lines & Services,New York City,NY,2001,checked,,Originally listed under the city NYC – Overview,40.78306,-73.971249,General Coordinates Used,,4/19/2024 4:16pm
5505,Girth & Mirth Club of NY,"at Lesbian/ Gay Community Ctr 914/699-7735, 800/838-6990 8:30pm 3rd Sat ",,,Info Lines & Services,New York City,NY,2001,checked,,"Originally listed under the city NYC – Overview

Lesbian/ Gay Community Services Center's address is One Little West 12th St ",40.740044,-74.007318,Found,,4/19/2024 4:16pm
5508,Just Couples,at Lesbian/ Gay Community Ctr 212/252-3154 3:30pm 1st Sun,,,Info Lines & Services,New York City,NY,2001,checked,,"Originally listed under the city NYC – Overview

Lesbian/ Gay Community Services Center's address is One Little West 12th St ",40.740044,-74.007318,Found,,4/19/2024 4:17pm
5510,MACT/NY (Men of All Colors Together/ New York),"at Lesbian/ Gay Community Ctr 212/330-7678 8pm 1st, 3rd & 4th Fri",,,Info Lines & Services,New York City,NY,2001,checked,,"Originally listed under the city NYC – Overview

Lesbian/ Gay Community Services Center's address is One Little West 12th St ",40.740044,-74.007318,Found,,4/19/2024 4:17pm
5511,MAN (Males Au Natural),212/535-3914 gay men's group for nonsexual nudism ,,,Info Lines & Services,New York City,NY,2001,checked,,Originally listed under the city NYC – Overview,40.592193,-73.508611,General Coordinates Used,,4/19/2024 4:17pm
5512,NY CyberQueens ,"at Lesbian/ Gay Community Ctr 718/522-6553 6pm 3rd Th (not in summer), lgbt 'computer pros'",,,Info Lines & Services,New York City,NY,2001,checked,,"Originally listed under the city NYC – Overview

Lesbian/ Gay Community Services Center's address is One Little West 12th St ",40.740044,-74.007318,Found,,4/19/2024 4:17pm
5513,Radical Faeries Info Line,at Gay/ Lesbian Community Ctr 718/625-4505 8pm 4th Fri,,,Info Lines & Services,New York City,NY,2001,checked,,"Originally listed under the city NYC – Overview

Lesbian/ Gay Community Services Center's address is One Little West 12th St ",40.592193,-73.508611,General Coordinates Used,,4/19/2024 4:18pm
5514,SAGE: Senior Action in a Gay Environment,at Lesbian/ Gay Community Ctr 212/741-2247 call for events,,,Info Lines & Services,New York City,NY,2001,checked,,"Originally listed under the city NYC – Overview

Lesbian/ Gay Community Services Center's address is One Little West 12th St ",40.740044,-74.007318,Found,,4/19/2024 4:18pm
5515,SALGA (South Asian Lesbian/ Gay Association),at Lesbian/ Gay Community Ctr 212/358-5132 3:30pm 2nd Sat,,,Info Lines & Services,New York City,NY,2001,checked,,"Originally listed under the city NYC – Overview

Lesbian/ Gay Community Services Center's address is One Little West 12th St ",40.740044,-74.007318,Found,,4/19/2024 4:18pm
5516,Twenty Something,"at Lesbian/ Gay Community Ctr 212/995-5456 8pm 1st & 3rd Tue, social alternative for lgbts in late teens to 30s",,,Info Lines & Services,New York City,NY,2001,checked,,"Originally listed under the city NYC – Overview

Lesbian/ Gay Community Services Center's address is One Little West 12th St ",40.740044,-74.007318,Found,,4/19/2024 4:19pm
5517,Aaah! Bed & Breakfast,"212/246-4000, 800/362-8585 reservations agency",,(GF),Accommodations,New York City,NY,2001,checked,,Originally listed under the city NYC – Overview,40.740044,-74.007318,Found,,4/19/2024 4:14pm
5518,New York B&B Reservation Center,"212/977-3512, 33-1/6.16.13.39.90 number forwards to Paris, there is a 10-second delay",,(MW),Accommodations,New York City,NY,2001,checked,,Originally listed under the city NYC – Overview,40.592193,-73.508611,General Coordinates Used,,4/19/2024 4:17pm
5519,Sea Tea,leaves from Pier 40 212/675-4357 seasonal sailing T-dance,,"(M),(D),(F),(S)",Nightclubs,New York City,NY,2001,checked,,Originally listed under the city NYC – Overview,40.729233,-74.011664,Found,,4/19/2024 4:19pm
5520,Before Stonewall,212/439-1090 lesbian/ gay history tour,,,Entertainment & Recreation,New York City,NY,2001,checked,,Originally listed under the city NYC – Overview,40.78306,-73.971249,General Coordinates Used,,4/19/2024 4:14pm
5521,"Out of the Closets, Into the Streets",212/539-2683 tours of E & W Village & more,,,Entertainment & Recreation,New York City,NY,2001,checked,,Originally listed under the city NYC – Overview,40.592193,-73.508611,General Coordinates Used,,4/19/2024 4:17pm
5522,Pro Musica Tours,"212/541-5122, 800/916-0312 performing arts itineraries",,,Entertainment & Recreation,New York City,NY,2001,checked,,Originally listed under the city NYC – Overview,40.592193,-73.508611,General Coordinates Used,,4/19/2024 4:18pm
5523,Think It's Not When It Is,718/949-5162 theater company promoting positive lesbigay images,,,Entertainment & Recreation,New York City,NY,2001,checked,,Originally listed under the city NYC – Overview,40.592193,-73.508611,General Coordinates Used,,4/19/2024 4:19pm
5524,Empire,212/352-3535 stylish glossy for gay New York,,,Publications,New York City,NY,2001,checked,,Originally listed under the city NYC – Overview,40.956391,-72.192435,General Coordinates Used,,4/19/2024 4:15pm
5525,HX Magazine,212/352-3535 complete weekly guide to gay New York at night,,,Publications,New York City,NY,2001,checked,,Originally listed under the city NYC – Overview,40.78306,-73.971249,General Coordinates Used,,4/19/2024 4:17pm
5526,LGNY (Lesbian & Gay New York),212/691-1100 lgbt newspaper,,,Publications,New York City,NY,2001,checked,,Originally listed under the city NYC – Overview,40.592193,-73.508611,General Coordinates Used,,4/19/2024 4:17pm
5527,Manhattan Spirit,212/268-0454 weekly community newspaper,,,Publications,New York City,NY,2001,checked,,Originally listed under the city NYC – Overview,40.592193,-73.508611,General Coordinates Used,,4/19/2024 4:17pm
5528,Michael's Thing,212/724-3691 ,,,Publications,New York City,NY,2001,checked,,Originally listed under the city NYC – Overview,40.592193,-73.508611,General Coordinates Used,,4/19/2024 4:17pm
5530,Next,212/627-0165 party paper,,,Publications,New York City,NY,2001,checked,,Originally listed under the city NYC – Overview,40.592193,-73.508611,General Coordinates Used,,4/19/2024 4:17pm
5531,FFA–NY,"607/656-4388 private fisting parties, last Sat of month ",,,Men's Clubs,New York City,NY,2001,checked,,Originally listed under the city NYC – Overview,40.78306,-73.971249,General Coordinates Used,,4/19/2024 4:15pm
5532,The Confidential Connection!,"212/244-3033 HOT local men are just a phone call away! 18+ Record, Listen and Respond FREE! Use FREE code 499.",,,Men's Services,New York City,NY,2001,checked,,Originally listed under the city NYC – Overview,40.592193,-73.508611,General Coordinates Used,,4/19/2024 4:19pm
5533,The Gay Connection,"900/468-6338 Talk and/or meet with other men from the area, at only 99¢ per minute.",,,Men's Services,New York City,NY,2001,checked,,Originally listed under the city NYC – Overview,40.592193,-73.508611,General Coordinates Used,,4/19/2024 4:19pm
5534,Megaphone New York,"800/289-1489 Call for the local # nearest you! Hot men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 5050. ",,,Men's Services,New York City,NY,2001,checked,,Originally listed under the city NYC – Overview,40.592193,-73.508611,General Coordinates Used,,4/19/2024 4:17pm
