ID,Title,description,streetaddress,amenityfeatures,type,city,state,Year,unclearaddress,uncleartype,notes,lat,lon,status,dateadded,lastmodified
5094,Rollings Park,S end of town ,,"Cruisy Area,(AYOR)",Cruisy Areas,Concord,NH,2001,checked,,,43.186037,-71.537677,Found,,4/19/2024 3:44pm
5097,Dover Point,bayside park  go N over the Great Bay bridge ,,"Cruisy Area,(AYOR)",Cruisy Areas,Dover,NH,2001,checked,,,43.152864,-70.842835,General Coordinates Used,,4/19/2024 3:44pm
5098,The UNH Alliance,603/862-4522 6:30pm Mon,,,Info Lines & Services,Durham,NH,2001,checked,,,43.138948,-70.937025,General Coordinates Used,,4/19/2024 3:44pm
5100,Hannah Davis House,"603/585-3344 historic 1820 Federal bldg, full brkfst",,"(GS),(NS)",Accommodations,Fitzwilliam,NH,2001,checked,,,42.78064,-72.141749,General Coordinates Used,,4/19/2024 3:47pm
5101,Hampton Beach,summers,,"Cruisy Area,(AYOR)",Cruisy Areas,Hampton,NH,2001,checked,,,42.91131,-70.813482,General Coordinates Used,,4/19/2024 3:44pm
5103,Chesterfield Gorge,5 miles W of town  (off Rte 9) ,,"Cruisy Area,(AYOR)",Cruisy Areas,Keene,NH,2001,checked,,,42.914309,-72.411653,Found,,4/19/2024 3:45pm
5108,Megaphone Manchester,"800/289-1489 Call for the local # nearest you! Hot men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 5050.",,,Men's Services,Manchester,NH,2001,checked,,,42.99564,-71.454789,General Coordinates Used,,4/19/2024 3:44pm
5109,Weston Observatory Park,Reservoir Rd ,,"Cruisy Area,(AYOR)",Cruisy Areas,Manchester,NH,2001,checked,,,43.001125,-71.438805,Found,,4/19/2024 3:44pm
5110,Greeley Park,off Manchester St (woods on right) days,,"Cruisy Area,(AYOR)",Cruisy Areas,Nashua,NH,2001,checked,,,42.77952,-71.466251,Found,,4/19/2024 3:44pm
5111,Main St,around City Hall ,,"Cruisy Area,(AYOR)",Cruisy Areas,Nashua,NH,2001,checked,,,42.758206,-71.465299,Found,,4/19/2024 3:44pm
5112,Community Real Estate Referrals,"800/346-5592 gay realtor at your service, no rentals",,,Info Lines & Services,Portsmouth,NH,2001,checked,,,43.071755,-70.762553,General Coordinates Used,,4/19/2024 3:45pm
5117,Hilton Park,Dover Rte Rd ,,"Cruisy Area,(AYOR)",Cruisy Areas,Portsmouth,NH,2001,checked,,,43.121069,-70.827825,Found,,4/19/2024 3:45pm
5118,Pierce Island,dock area  ,,"Cruisy Area,(AYOR)",Cruisy Areas,Portsmouth,NH,2001,checked,,,43.074656,-70.742555,Found,,4/19/2024 3:45pm
5121,The Inn at Bowman,"Rte 2 Randolph 603/752-7252, 888/919-8500 country inn, hot tub",,"(GS),(SW),(NS),(GO)",Accommodations,Randolph,NH,2001,checked,,Originally listed under the city White Mtns,44.375339,-71.279798,General Coordinates Used,,4/19/2024 3:45pm
5123,The Notchland Inn,"Rte 302 Hart's Location 603/374-6131, 800/866-6131 1860s mansion on 400 acres, full brkfst",,"(GS),(F),(NS),(GO)",Accommodations,White Mtns,NH,2001,checked,,,44.16438,-71.432557,General Coordinates Used,,4/19/2024 3:46pm
5124,Wildcat Inn & Tavern,"Rte 16A Jackson Village 603/383-4245, 800/228-4245 full brkfst, 2 restaurants ",,"(GF),(E)",Accommodations,White Mtns,NH,2001,checked,,,44.144889,-71.180487,Found,,4/19/2024 3:47pm
5125,Will's Inn,"Rte 302 Glen 603/383-6757, 800/233-6780 traditional New England motor inn, 2-bdrm cottages available",,"(GF),(SW),(NS)",Accommodations,White Mtns,NH,2001,checked,,,44.053681,-71.128404,Found,,4/19/2024 3:47pm
5126,Polly's Pancake Parlor,"Rte 117  (exit 38 off 93 N), Sugar Hill 603/823-5575 7am-3pm, clsd winters",,,Restaurants,White Mtns,NH,2001,checked,,,44.22134,-71.77494,Found,,4/19/2024 3:46pm
5127,Dugway Scenic Rest Stop,Still Rd Conway,,"Cruisy Area,(AYOR)",Cruisy Areas,White Mtns,NH,2001,checked,,,44.16438,-71.432557,General Coordinates Used,,4/19/2024 3:46pm
5128,Scenic Rest Area ,on left of Rte 16 N Chocorua,,"Cruisy Area,(AYOR)",Cruisy Areas,White Mtns,NH,2001,checked,,,43.87764,-71.22037,Found,,4/19/2024 3:46pm
5129,New Jersey Division of Travel & Tourism,800/537-7397,,,Info Lines & Services,,NJ,2001,checked,,"City originally listed as ""Statewide""",40.058324,-74.405661,General Coordinates Used,,4/19/2024 3:48pm
5130,Community Real Estate Referrals,"800/346-5592 gay realtor at your service, no rentals",,,Info Lines & Services,Asbury Park,NJ,2001,checked,,,40.220391,-74.012082,General Coordinates Used,,4/19/2024 3:48pm
5136,Boardwalk,nr Convention Hall ,,"Cruisy Area,(AYOR)",Cruisy Areas,Asbury Park,NJ,2001,checked,,,40.223796,-73.998585,Found,,4/19/2024 3:48pm
5137,A1 Gay Real Estate Services,"www.RainbowReferrals.com, Online Realtor Database, Photo Classifieds & Moving Resources. Renters Welcome! ",,,Info Lines & Services,Atlantic City,NJ,2001,checked,,,39.364283,-74.422927,General Coordinates Used,,4/19/2024 3:49pm
5138,Community Real Estate Referrals,"800/346-5592 gay realtor at your service, no rentals",,,Info Lines & Services,Atlantic City,NJ,2001,checked,,,39.373029,-74.436972,General Coordinates Used,,4/19/2024 3:49pm
5141,Brass Rail Bar & Grill,at 'Surfside Resort Hotel' 609/348-0192 24hrs,,"(*),(MW),(NH),(F),(S),(GO)",Bars,Atlantic City,NJ,2001,checked,,Surfside Resort Hotel's address is 18 S Mt Vernon Ave,39.360121,-74.430977,Found,,4/19/2024 3:49pm
5142,Oak Room,"at 'Surfside Resort Hotel' 609/347-7873 6pm-2am, upscale piano lounge",,"(GF),(GO)",Bars,Atlantic City,NJ,2001,checked,,Surfside Resort Hotel's address is 18 S Mt Vernon Ave,39.360121,-74.430977,Found,,4/19/2024 3:49pm
5144,Studio Six Video Dance Club,upstairs at 'Brass Rail' 609/348-3310 10pm-close,,"(*),(MW),(D),(E),(V)",Nightclubs,Atlantic City,NJ,2001,checked,,,39.360121,-74.430977,Found,,4/19/2024 3:49pm
5146,The Gay Conenction,"900/468-6338 Talk and/or meet with other men from the arena, at only 99¢ per minute.",,,Men's Services,Atlantic City,NJ,2001,checked,,,39.373029,-74.436972,General Coordinates Used,,4/19/2024 3:49pm
5147,Megaphone Atlantic City,"800/289-1489 Call for the local # nearest you! Hot men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 5050.",,,Men's Services,Atlantic City,NJ,2001,checked,,,39.373029,-74.436972,General Coordinates Used,,4/19/2024 3:49pm
5149,Belmar Beach,btwn 2nd & 3rd ,,"Cruisy Area,(AYOR)",Cruisy Areas,Belmar,NJ,2001,checked,,,40.184174,-74.011356,Found,,4/19/2024 3:49pm
5153,The Confidential Connection!,"609/663-7900 Meet locals for fun times! 18+ Browse, Match, Chat! Use FREE code 499.",,,Men's Services,Camden,NJ,2001,checked,,,39.925946,-75.11962,General Coordinates Used,,4/19/2024 3:49pm
5156,Cape May Promenade ,Beach Dr (off Broadway) ,,"Cruisy Area,(AYOR)",Cruisy Areas,Cape May,NJ,2001,checked,,,38.935113,-74.906005,General Coordinates Used,,4/19/2024 3:52pm
5157,Community Real Estate Referrals,"800/346-5592 gay realtor at your service, no rentals",,,Info Lines & Services,Cherry Hill,NJ,2001,checked,,,39.926813,-75.024631,General Coordinates Used,,4/19/2024 3:52pm
5158,Cooper River Park,"Cuthbert Blvd S  (off Rte 70) turn left at North Park Dr, are behind & E of the Hilton ",,"Cruisy Area,(AYOR)",Cruisy Areas,Cherry Hill,NJ,2001,checked,,,39.925392,-75.056231,Found,,4/19/2024 3:52pm
5159,3rd Ward Park,by the boat house ,,"Cruisy Area,(AYOR)",Cruisy Areas,Clifton,NJ,2001,checked,,,40.849558,-74.137958,Found,,4/19/2024 3:49pm
5160,Rte 3 West,pull-off after IHOP ,,Cruisy Area,Cruisy Areas,Clifton,NJ,2001,checked,,,40.849558,-74.137958,Found,,4/19/2024 3:49pm
5161,Adult Book Barn,Rte 130 & Richey Ave 856/854-4566,,,Erotica,Collingswood,NJ,2001,checked,,,39.917586,-75.089538,Found,,4/19/2024 3:52pm
5165,Community Real Estate Referrals,"800/346-5592 gay realtor at your service, no rentals",,,Info Lines & Services,Elizabeth,NJ,2001,checked,,,40.665795,-74.218238,General Coordinates Used,,4/19/2024 3:52pm
5166,Florence Book Store,Rte 130 S  (4 miles S of Rte 206) 609/499-9853 ,,,Erotica,Florence,NJ,2001,checked,,,40.096737,-74.786339,General Coordinates Used,,4/19/2024 3:50pm
5167,Community Real Estate Referrals,"800/346-5592 gay realtor at your service, no rentals",,,Info Lines & Services,Hoboken,NJ,2001,checked,,,40.743991,-74.032363,General Coordinates Used,,4/19/2024 3:52pm
5171,Community Real Estate Referrals,"800/346-5592 gay realtor at your service, no rentals",,,Info Lines & Services,Jersey City,NJ,2001,checked,,,40.717755,-74.043143,General Coordinates Used,,4/19/2024 3:50pm
5174,Boardwalk,W end  ,,"Cruisy Area,(AYOR)",Cruisy Areas,Long Branch,NJ,2001,checked,,,40.297189,-73.979353,Found,,4/19/2024 3:50pm
5175,Gay Singles USA,"856/988-8305 x2 8pm-close Tue only, call for info ",,"(M),(D),(S)",Nightclubs,Marlton,NJ,2001,checked,,,39.891225,-74.921832,General Coordinates Used,,4/19/2024 3:54pm
5180,Rutgers Univ LGBT Hotline,"732/932-7886 seasonal, call for details ",,,Info Lines & Services,New Brunswick,NJ,2001,checked,,,40.504985,-74.452461,Found,,4/19/2024 3:50pm
5184,Johnson Park,parking lot & trails (along river) Highlands Park ,,"Cruisy Area,(AYOR)",Cruisy Areas,New Brunswick,NJ,2001,checked,,,40.508839,-74.451147,Found,,4/19/2024 3:50pm
5186,The Confidential Connection!,"973/243-7000 Don't be alone, pick up the phone! Hot local men await your call! 18+ Record, Listen and Respond FREE! Use FREE code 499. ",,,Men's Services,Newark,NJ,2001,checked,,,40.729841,-74.145759,General Coordinates Used,,4/19/2024 3:50pm
5187,The Gay Connection,"900/468-6338 Talk and/or meet with other men from the area, at only 99¢ per minute.",,,Men's Services,Newark,NJ,2001,checked,,,40.729841,-74.145759,General Coordinates Used,,4/19/2024 3:50pm
5188,Megaphone Newark,"800/289-1489 Call for the local # nearest you! Hot men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 5050. ",,,Men's Services,Newark,NJ,2001,checked,,,40.729841,-74.145759,General Coordinates Used,,4/19/2024 3:50pm
5189,Ferry St ,iron-bound area ,,"Cruisy Area,(AYOR)",Cruisy Areas,Newark,NJ,2001,checked,,,40.729841,-74.145759,General Coordinates Used,,4/19/2024 3:50pm
5190,58th St Pavilion,late,,"Cruisy Area,(AYOR)",Cruisy Areas,Ocean City ,NJ,2001,checked,,,39.220872,-74.63838,General Coordinates Used,,4/19/2024 3:53pm
5191,Corson's Inlett State Park ,Ocean Dr (nr Strathmere Ocean City bridge) beach & trails ,,"Cruisy Area,(AYOR)",Cruisy Areas,Ocean City ,NJ,2001,checked,,,39.215838,-74.643838,General Coordinates Used,,4/19/2024 3:54pm
5192,Community Real Estate Referrals,"800/346-5592 gay realtor at your service, no rentals",,,Info Lines & Services,Orange,NJ,2001,checked,,,40.770619,-74.232648,General Coordinates Used,,4/19/2024 3:51pm
5193,Big Rock at South Mtn Reservation,Crest Dr (to Washington Rock) ,,"Cruisy Area,(AYOR)",Cruisy Areas,Orange,NJ,2001,checked,,,40.762673,-74.288264,Found,,4/19/2024 3:51pm
5194,Community Real Estate Referrals,"800/346-5592 gay realtor at your service, no rentals",,,Info Lines & Services,Plainfield,NJ,2001,checked,,,40.633714,-74.407374,General Coordinates Used,,4/19/2024 3:51pm
5197,Community Real Estate Referrals,"800/346-5592 gay realtor at your service, no rentals",,,Info Lines & Services,Princeton,NJ,2001,checked,,,40.357298,-74.667223,General Coordinates Used,,4/19/2024 3:51pm
5198,Herrontown Woods Park,"off Snowden Ln btwn mailbox 586 & 603 (no sign, entrance looks like private driveway)",,"Cruisy Area,(AYOR)",Cruisy Areas,Princeton,NJ,2001,checked,,,40.376285,-74.640523,Found,,4/19/2024 3:51pm
5200,Milton Lake,"Lake Ave  (off St George Ave) turn right before cemetery, follow paths to lake ",,"Cruisy Area,(AYOR)",Cruisy Areas,Rahway,NJ,2001,checked,,,40.606983,-74.29935,Found,,4/19/2024 3:51pm
5201,Rahway River Park,,,"Cruisy Area,(AYOR)",Cruisy Areas,Rahway,NJ,2001,checked,,,40.61855,-74.280844,Found,,4/19/2024 3:51pm
5202,Monmouth Ocean Transgender Infoline,732/219-9094 mtgs/support ,,,Info Lines & Services,Red Bank,NJ,2001,checked,,,40.347054,-74.064306,General Coordinates Used,,4/19/2024 3:53pm
5205,Park & Ride ,off Rte 4 (across the street from 'Feathers' nightclub) ,,"Cruisy Area,(AYOR)",Cruisy Areas,River Edge,NJ,2001,checked,,,40.92871,-74.039862,General Coordinates Used,,4/19/2024 3:53pm
5207,Gunnison Nude Beach,"Beach G parking lot (nr Gunnison Park, S end) at the beach go right (all the way) to the gay section, cruisy area year-round ",,,Entertainment & Recreation,Sandy Hook,NJ,2001,checked,,,40.461206,-73.993931,Found,,4/19/2024 3:51pm
5209,Franklin Ave & Boardwalk,summers only ,,"Cruisy Area,(AYOR)",Cruisy Areas,Seaside Heights,NJ,2001,checked,,,39.939007,-74.071434,Found,,4/19/2024 3:51pm
5212,Community Real Estate Referrals,"800/346-5592 gay realtor at your service, no rentals",,,Info Lines & Services,Toms River,NJ,2001,checked,,,39.953736,-74.197946,General Coordinates Used,,4/19/2024 3:52pm
5213,Winding River,Rte 37  (nr Garden State Pkwy),,"Cruisy Area,(AYOR)",Cruisy Areas,Toms River,NJ,2001,checked,,,39.99067,-74.217527,Found,,4/19/2024 3:52pm
5216,Homo Beach,river btwn Union blvd & Little Falls  ,,"Cruisy Area,(AYOR)",Cruisy Areas,West Paterson,NJ,2001,checked,,,40.889821,-74.194867,General Coordinates Used,,4/19/2024 3:52pm
5218,Out! Magazine,505/243-2540 lgbt newsmagazine ,,,Publications,,NM,2001,checked,,"City listed as ""Statewide""",34.972731,-105.032363,General Coordinates Used,,4/19/2024 3:55pm
5220,Alameda Park,off White Sands Blvd nights,,"Cruisy Area,(AYOR)",Cruisy Areas,Alamogordo,NM,2001,checked,,,32.910267,-105.961245,Found,,4/19/2024 3:58pm
5221,Foothills Park,1st St E (past Scenic Dr) days ,,"Cruisy Area,(AYOR)",Cruisy Areas,Alamogordo,NM,2001,checked,,,32.892162,-105.922426,Found,,4/19/2024 3:59pm
5222,AA Gay/ Lesbian,505/266-1900 (AA#) call for mtg schedule ,,"(NS),(WC)",Info Lines & Services,Albuquerque,NM,2001,checked,,,35.075459,-106.564133,General Coordinates Used,,4/19/2024 3:55pm
5223,Alternative Erotic Lifestyles,505/345-6484 pansexual S/M group ,,,Info Lines & Services,Albuquerque,NM,2001,checked,,,35.075459,-106.564133,General Coordinates Used,,4/19/2024 3:55pm
5224,Common Bond Info Line,"505/891-3647 24hrs, covers lgbt community ",,,Info Lines & Services,Albuquerque,NM,2001,checked,,,35.075459,-106.564133,General Coordinates Used,,4/19/2024 3:55pm
5225,Community Real Estate Referrals,"800/346-5592 gay realtor at your service, no rentals",,,Info Lines & Services,Albuquerque,NM,2001,checked,,,35.075459,-106.564133,General Coordinates Used,,4/19/2024 3:55pm
5227,Naked & Not Ashamed,"505/843-6595 7pm 1st Th, nudist conversation group for gay & bi men ",,,Info Lines & Services,Albuquerque,NM,2001,checked,,,35.075459,-106.564133,General Coordinates Used,,4/19/2024 3:55pm
5228,New Mexico Outdoors,505/822-1093 active lgbt outdoors group ,,,Info Lines & Services,Albuquerque,NM,2001,checked,,,35.075459,-106.564133,General Coordinates Used,,4/19/2024 3:55pm
5230,Transgender Community Group,"505/342-8077 7:30pm Fri, mtg & social hr, call for info ",,,Info Lines & Services,Albuquerque,NM,2001,checked,,,35.075459,-106.564133,General Coordinates Used,,4/19/2024 3:55pm
5235,El Peñasco,"505/771-8909, 888/576-2726 adobe guest house, between Albuquerque & Santa Fe ",,"(GF),(GO)",Accommodations,Albuquerque,NM,2001,checked,,,35.075459,-106.564133,General Coordinates Used,,4/19/2024 3:55pm
5243,Rojo Bar & Grill,,,,Bars,Albuquerque,NM,2001,checked,,Location from Wyndham Albuquerque Hotel's description ,35.075459,-106.564133,General Coordinates Used,,4/19/2024 3:55pm
5245,Pit Bar,,,"(M),(L)",Bars,Albuquerque,NM,2001,checked,,Location from Albuquerque Mining Co (AMC)'s description ,35.075459,-106.564133,General Coordinates Used,,4/19/2024 3:55pm
5253,The Ebbitt Room, seafood/ cont'l ,,,Restaurants,Cape May,NJ,2001,checked,,Location from The Virginia Hotel's description ,38.93147,-74.922422,Found,,4/19/2024 3:53pm
5258,Out! Magazine,505/243-2540 lgbt newsmagazine,,,Publications,Albuquerque,NM,2001,checked,,,35.075459,-106.564133,General Coordinates Used,,4/19/2024 3:55pm
5260,The Confidential Connection!,"505/837-1300 Meet hot Albuquerque men TONIGHT! 18+. It's FREE to Record, Listen & Respond to ads! Use FREE code 499.",,,Men's Services,Albuquerque,NM,2001,checked,,,35.075459,-106.564133,General Coordinates Used,,4/19/2024 3:55pm
5261,Megaphone Albuquerque,"505/268-1111 100% LOCAL! Hot local men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 5050.",,,Men's Services,Albuquerque,NM,2001,checked,,,35.075459,-106.564133,General Coordinates Used,,4/19/2024 3:55pm
5266,Riverside Park,at Blodgett St cul-de-sac nights,,"Cruisy Area,(AYOR)",Cruisy Areas,Carlsbad,NM,2001,checked,,,32.432073,-104.220783,Found,,4/19/2024 3:59pm
5267,Casa Escondida B&B,"505/351-4805, 800/643-7201 hot tub",,"(GF),(NS)",Accommodations,Chimayo,NM,2001,checked,,,36.003913,-105.946966,General Coordinates Used,,4/19/2024 3:59pm
5269,Main St ,btwn 2nd & 7th  ,,"Cruisy Area,(AYOR)",Cruisy Areas,Clovis,NM,2001,checked,,,34.416092,-103.20532,General Coordinates Used,,4/19/2024 3:57pm
5271,Brookside Park,Dustin & 20th  ,,"Cruisy Area,(AYOR)",Cruisy Areas,Farmington,NM,2001,checked,,,36.74574,-108.205914,Found,,4/19/2024 3:55pm
5272,Oasis Video & Bookstore,Hwy 132 & 83 (10 miles N of town) 505/392-2310 ,,,Erotica,Hobbs,NM,2001,checked,,,32.702612,-103.13604,General Coordinates Used,,4/19/2024 3:56pm
5274,AA Gay/ Lesbian,505/527-1803,,,Info Lines & Services,Las Cruces,NM,2001,checked,,,32.31994,-106.763654,General Coordinates Used,,4/19/2024 3:57pm
5275,Southwest Gay Men's Association,505/522-3675 ,,,Info Lines & Services,Las Cruces,NM,2001,checked,,,32.31994,-106.763654,General Coordinates Used,,4/19/2024 3:57pm
5277,Normal Heart,505/522-3675 newsletter,,,Publications,Las Cruces,NM,2001,checked,,,32.31994,-106.763654,General Coordinates Used,,4/19/2024 3:57pm
5278,Burn Lake,btwn West Amador & Westgate ,,"Cruisy Area,(AYOR)",Cruisy Areas,Las Cruces,NM,2001,checked,,,32.294533,-106.796821,Found,,4/19/2024 3:57pm
5282,Downtown Park,off Meechum Dr ,,"Cruisy Area,(AYOR)",Cruisy Areas,Ruidoso,NM,2001,checked,,,33.357849,-105.665787,General Coordinates Used,,4/19/2024 3:59pm
5283,A1 Gay Real Estate Services,"www.RainbowReferrals.com, Online Realtor Database, Photo Classifieds & Moving Resources. Renters Welcome!",,,Info Lines & Services,Santa Fe,NM,2001,checked,,,35.686975,-105.937799,General Coordinates Used,,4/19/2024 3:56pm
5284,AA Gay/ Lesbian,505/982-8932 ,,,Info Lines & Services,Santa Fe,NM,2001,checked,,,35.686975,-105.937799,General Coordinates Used,,4/19/2024 3:56pm
5285,Community Real Estate Referrals,"800/346-5592 gay realtor at your service, no rentals",,,Info Lines & Services,Santa Fe,NM,2001,checked,,,35.686975,-105.937799,General Coordinates Used,,4/19/2024 3:56pm
5287,Arius Compound ,"505/982-2621, 800/735-8453 4 adobe casitas, hot tub, patio, fireplace",,(GF),Accommodations,Santa Fe,NM,2001,checked,,,35.686975,-105.937799,General Coordinates Used,,4/19/2024 3:56pm
5290,Inn at Mountain Top,"505/621-7958 private cottages, hottub",,"(M),(GO)",Accommodations,Santa Fe,NM,2001,checked,,,35.686975,-105.937799,General Coordinates Used,,4/19/2024 3:57pm
5295,Our Haven Santa Fe,"828/669-7580 adobe guesthouse, private gardens, lesbian-owned/ run",,"(GS),(GO)",Accommodations,Santa Fe,NM,2001,checked,,,35.686975,-105.937799,General Coordinates Used,,4/19/2024 3:57pm
5311,Ten Thousand Waves,"3 miles out of town  505/992-5025 Japanese health spa & lodging, sit under the stars & look out at the mtns",,,Entertainment & Recreation,Santa Fe,NM,2001,checked,,,35.686975,-105.937799,General Coordinates Used,,4/19/2024 3:57pm
5315,Brooks Street Inn,"505/758-1489, 800/758-1489 full brkfst",,"(GF),(NS)",Accommodations,Taos,NM,2001,checked,,,36.407213,-105.573379,General Coordinates Used,,4/19/2024 3:57pm
5316,Dobson House,"El Prado  505/776-5738 luxury suites, N of Taos",,"(GF),(NS)",Accommodations,Taos,NM,2001,checked,,,36.407213,-105.573379,General Coordinates Used,,4/19/2024 3:57pm
5321,The Doctor's Inn,"518/891-3464, 888/518-3464 full brkfst, some shared baths",,(GF),Accommodations,Adirondack Mtns,NY,2001,checked,,,44.124715,-73.869304,General Coordinates Used,,4/19/2024 4:23pm
5324,Cooperas Pond Trail,"off E side of Rte 86  (at junction of Rte 86 & 7), Lake Placid",,"Cruisy Area,(AYOR)",Cruisy Areas,Lake Placid,NY,2001,checked,,Originally listed under the city Adirondack Mtns,44.330029,-73.899103,Found,,4/19/2024 4:13pm
5325,A1 Gay Real Estate Services,"www.RainbowReferrals.com, Online Realtor Database, Photo Classified & Moving Resources. Renters Welcome!",,,Info Lines & Services,Albany,NY,2001,checked,,,42.652579,-73.756232,General Coordinates Used,,4/19/2024 3:59pm
5326,Community Real Estate Referrals,"800/346-5592 gay realtor at your service, no rentals",,,Info Lines & Services,Albany,NY,2001,checked,,,42.652579,-73.756232,General Coordinates Used,,4/19/2024 3:59pm
5327,Gay AA ,"at Community Center 518/462-6138 7:30pm Sun, gay men's AA 7:30pm Mon",,,Info Lines & Services,Albany,NY,2001,checked,,Community Center's address is 332 Hudson Ave,42.653221,-73.765586,Found,,4/19/2024 3:59pm
5329,TGIC (Transgenderist Independence,"518/436-4513 8pm-10pm Th, call for location, also publish newsletter",,,Info Lines & Services,Albany,NY,2001,checked,,,42.652579,-73.756232,General Coordinates Used,,4/19/2024 4:02pm
5343,Homo Radio,WRPI 91.5 FM 518/276-6248 noon-2pm Sun ,,,Entertainment & Recreation,Albany,NY,2001,checked,,,42.652579,-73.756232,General Coordinates Used,,4/19/2024 4:02pm
5344,Two Rivers,518/449-0758 gay & lesbian outdoor club,,,Entertainment & Recreation,Albany,NY,2001,checked,,,42.652579,-73.756232,General Coordinates Used,,4/19/2024 4:02pm
5347,Community ,518/462-6138 x37,,,Publications,Albany,NY,2001,checked,,,42.652579,-73.756232,General Coordinates Used,,4/19/2024 3:59pm
5349,Megaphone Albany,"800/289-1489 Call for the local # nearest you! Hot men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 5050.",,,Men's Services,Albany,NY,2001,checked,,,42.652579,-73.756232,General Coordinates Used,,4/19/2024 4:02pm
5354,Empire State Plaza,,,"Cruisy Area,(AYOR)",Cruisy Areas,Albany,NY,2001,checked,,,42.650163,-73.759903,Found,,4/19/2024 3:59pm
5355,"Lark, State & Willet Sts",nr Washington Park  ,,"Cruisy Area,(AYOR)",Cruisy Areas,Albany,NY,2001,checked,,,42.656508,-73.765378,Found,,4/19/2024 4:02pm
5358,Bard BiGALA (Bisexual/ Gay/ Lesbian Alliance) ,"Bard College 914/758-6822 (general switchboard), 914/758-7454 (Dean of Students) active during school year ",,,Info Lines & Services,Annandale-on-Hudson,NY,2001,checked,,,42.023073,-73.909314,Found,,4/19/2024 4:23pm
5362,LGBT Resource Line,607/771-4994,,,Info Lines & Services,Binghamton,NY,2001,checked,,,42.098687,-75.917974,General Coordinates Used,,4/19/2024 4:03pm
5363,Rainbow Pride Union,B2 BU Union Basement  607/777-2202 8pm Mon ,,,Info Lines & Services,Binghamton,NY,2001,checked,,,42.098687,-75.917974,General Coordinates Used,,4/19/2024 4:03pm
5364,Serenity Farms,"607/656-4388 B&B, camping, on 100 acres",,"(MO),(L),(F),(SW),(N)",Accommodations,Binghamton,NY,2001,checked,,,42.098687,-75.917974,General Coordinates Used,,4/19/2024 4:03pm
5368,Amethyst ,607/771-4994,,,Publications,Binghamton,NY,2001,checked,,,42.098687,-75.917974,General Coordinates Used,,4/19/2024 4:03pm
5369,FFA-Binghamton,"607/656-4388 private fishing parties, monthly ",,,Men's Clubs,Binghamton,NY,2001,checked,,,42.098687,-75.917974,General Coordinates Used,,4/19/2024 4:03pm
5371,Oneida Campground,,,"Cruisy Area,(AYOR)",Cruisy Areas,Binghamton,NY,2001,checked,,,42.098687,-75.917974,General Coordinates Used,,4/19/2024 4:03pm
5373,Community Real Estate Referrals,"800/346-5592 gay realtor at your service, no rentals",,,Info Lines & Services,Buffalo,NY,2001,checked,,,42.886447,-78.878369,General Coordinates Used,,4/19/2024 4:04pm
5375,LGB Alliance,"362 Student Union SUNY-Buffalo, Amherst 716/645-3063 ",,,Info Lines & Services,Amherst,NY,2001,checked,,Originally listed under the city Buffalo,43.001264,-78.786055,Found,,4/19/2024 4:03pm
5388,Fort Erie Steambath,"(see listing in Fort Erie, ON, Canada) ",,,Men's Clubs,Buffalo,NY,2001,checked,,,42.929891,-78.920103,Found,,4/19/2024 4:04pm
5389,Megaphone Buffalo,"800/289-1489 Call for local # nearest you! Hot men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 5050. ",,,Men's Services,Buffalo,NY,2001,checked,,,42.886447,-78.878369,General Coordinates Used,,4/19/2024 4:04pm
5392,A1 Gay Real Estate Services,"
 www.RainbowReferrals.com, Online Realtor Database, Photo Classifieds & Moving Resources. Renters Welcome!",,,Info Lines & Services,Catskill Mtns,NY,2001,checked,,,42.307226,-74.252052,General Coordinates Used,,4/19/2024 4:23pm
5393,Community Real Estate Referrals,"800/346-5592 gay realtor at your service, no rentals",,,Info Lines & Services,Catskill Mtns,NY,2001,checked,,,42.009291,-74.382112,General Coordinates Used,,4/19/2024 4:23pm
5394,Bradstan Country Hotel,"Rte 17-B/ White Lake 914/583-4114 also piano bar & cabaret, 6pm-1am Fri-Sat ",,(GF),Accommodations,Catskill Mtns,NY,2001,checked,,,41.570028,-74.871549,Found,,4/19/2024 4:23pm
5395,Palenville House B&B,"Junction Rtes 23-A & 32-A Palenville 518/678-5649, 877/689-5101 Victorian guesthouse, full brkfst, hot tub, some shared baths",,"(GS),(NS),(GO)",Accommodations,Palenville,NY,2001,checked,,Originally listed under the city Catskill Mtns,42.174533,-74.020135,General Coordinates Used,,4/19/2024 4:26pm
5396,Point Lookout Mountain Inn,"The Mohican Trail Rte 23, East Windham 518/734-3381 hot tub, smokefree rms available, nr skiing, also 'Bella Vista Restaurant'",,"(GS),(WC),(GO)",Accommodations,Catskill Mtns,NY,2001,checked,,,42.284122,-74.212063,General Coordinates Used,,4/19/2024 4:24pm
5397,River Run B&B,"Fleischmanns  914/254-4884 full brkfst, Queen Anne Victorian ",,"(GS),(GO)",Accommodations,Catskill Mtns,NY,2001,checked,,,42.156567,-74.528418,General Coordinates Used,,4/19/2024 4:24pm
