"ID","Title","description","streetaddress","city","state","amenityfeatures","type","unclearaddress","uncleartype","Year","notes","dateadded","lastmodified","full.address","lon","lat","geoAddress","status"
213,"Continental","($1.00 admission)","Route 7","Smithfield","RI","(*),(D)","Bars/Clubs","checked",NA,1970,"","4/20/2020 4:00am","4/20/2020 4:01am","Route 7, RI","-71.54951","41.92205","unclear_coded_by_hand","General Coordinates Used"
203,"Continental","($1.00 admission)","Route 7","Smithfield","RI","(D),(*)","Bars/Clubs","checked",NA,1971,"","4/20/2020 3:56am","4/20/2020 3:57am","Route 7, RI","-71.54951","41.92205","unclear_coded_by_hand","General Coordinates Used"
223,"Continental Rt. 7","","Smithfield","Woonsocket","RI","","Bars/Clubs","checked",NA,1969,"","4/20/2020 4:04am","4/20/2020 4:05am","Smithfield, RI","-71.514784","42.002876","unclear_coded_by_hand","General Coordinates Used"
196,"Ebbtide Lounge","(summers only)","First Beach","Newport","RI","(M)","Bars/Clubs","checked",NA,1971,"","4/20/2020 3:53am","4/20/2020 3:55am","First Beach, RI","-71.291362","41.488401","unclear_coded_by_hand","Found"
188,"First Beach","","","Newport","RI","Cruisy Area","Cruising Areas","checked",NA,1972,"","4/20/2020 3:49am","4/20/2020 3:52am",", RI","-71.291362","41.488401","unclear_coded_by_hand","Found"
136,"First Beach","in front of concession stands","","Newport","RI","Cruisy Area","Cruising Areas","checked",NA,1975,"","4/20/2020 3:30am","4/20/2020 3:37am",", RI","-71.291362","41.488401","unclear_coded_by_hand","Found"
160,"First Beach - in front of concession stands","","","Newport","RI","Cruisy Area","Cruising Areas","checked",NA,1974,"","4/20/2020 3:39am","4/20/2020 3:44am",", RI","-71.291362","41.488401","unclear_coded_by_hand","Found"
241,"Holiday Inn","","Bernon St.","Woonsocket","RI","(G)","Bars/Clubs","checked",NA,1966,"","4/20/2020 4:11am","4/20/2020 4:12am","Bernon St., RI","-71.484818","41.992134","unclear_coded_by_hand","Found"
239,"Kubla Khan","","Dorrence & Westminster","Providence","RI","","Restaurant","checked",NA,1966,"","4/20/2020 4:10am","4/20/2020 4:16am","Dorrence & Westminster, RI","-71.411669","41.823608","unclear_coded_by_hand","Found"
151,"Misquamicut St. Beach","40 mi. S.W. near Waverly","","Providence","RI","Cruisy Area","Cruising Areas","checked",NA,1975,"","4/20/2020 3:35am","4/20/2020 3:37am",", RI","-71.802845","41.323711","unclear_coded_by_hand","Found"
76,"Misquamicut St. Beach","40 mi. S.W. nr. Waverly","","Providence","RI","Cruisy Area","Cruising Areas","checked",NA,1978,"","4/20/2020 2:36am","4/20/2020 2:47am",", RI","-71.802845","41.323711","unclear_coded_by_hand","Found"
50,"Misquamicut St. Beach","40 mi. S.W. nr. Waverly","","Providence","RI","Cruisy Area","Cruising Areas","checked",NA,1979,"","4/20/2020 1:37am","4/20/2020 1:39am",", RI","-71.802845","41.323711","unclear_coded_by_hand","Found"
20,"Misquamicut St. Beach","40 mi. S.W. nr. Waverly","","Providence","RI","Cruisy Area","Cruising Areas","checked",NA,1980,"","4/20/2020 1:22am","4/20/2020 1:25am",", RI","-71.802845","41.323711","unclear_coded_by_hand","Found"
184,"Misquamicut State Beach","40 mi. S.W. near Westerly","","Providence","RI","Cruisy Area","Cruising Areas","checked",NA,1973,"","4/20/2020 3:47am","4/20/2020 3:48am",", RI","-71.802845","41.323711","unclear_coded_by_hand","Found"
170,"Misquamicut State Beach","40 mi. S.W. nr. Westerly","","Providence","RI","Cruisy Area","Cruising Areas","checked",NA,1974,"","4/20/2020 3:42am","4/20/2020 3:44am",", RI","-71.802845","41.323711","unclear_coded_by_hand","Found"
127,"Misquamicut State Beach","40 mi. S.W. nr. Westerly","","Providence","RI","Cruisy Area","Cruising Areas","checked",NA,1976,"","4/20/2020 3:27am","4/20/2020 3:29am",", RI","-71.802845","41.323711","unclear_coded_by_hand","Found"
100,"Misquamicut State Beach","","40 miles SW near Westerly","Providence","RI","Cruisy Area","Cruising Areas","checked",NA,1977,"","4/20/2020 2:54am","4/20/2020 2:56am","40 miles SW near Westerly, RI","-71.802845","41.323711","unclear_coded_by_hand","Found"
171,"Moonstone Beach","right side about 5 mi. N. of Misquamicut","","Providence","RI","Cruisy Area","Cruising Areas","checked",NA,1974,"","4/20/2020 3:42am","4/20/2020 3:44am",", RI","-71.802845","41.323711","unclear_coded_by_hand","General Coordinates Used"
152,"Moonstone Beach","right side about 5 mi. north of Misquamicut State Beach","","Providence","RI","Cruisy Area","Cruising Areas","checked",NA,1975,"","4/20/2020 3:35am","4/20/2020 3:37am",", RI","-71.802845","41.323711","unclear_coded_by_hand","General Coordinates Used"
128,"Moonstone Beach","Right side about 5 mi. N. of Misquamicut St. Beach","","Providence","RI","Cruisy Area","Cruising Areas","checked",NA,1976,"","4/20/2020 3:27am","4/20/2020 3:29am",", RI","-71.802845","41.323711","unclear_coded_by_hand","General Coordinates Used"
101,"Moonstone Beach","Right side - about 5 miles north of Misquamicut State Beach","","Providence","RI","Cruisy Area","Cruising Areas","checked",NA,1977,"","4/20/2020 2:54am","4/20/2020 2:56am",", RI","-71.802845","41.323711","unclear_coded_by_hand","General Coordinates Used"
77,"Moonstone Beach","Right side - 5 mi. N of Misquamicut Beach","","Providence","RI","Cruisy Area","Cruising Areas","checked",NA,1978,"","4/20/2020 2:37am","4/20/2020 2:47am",", RI","-71.802845","41.323711","unclear_coded_by_hand","General Coordinates Used"
51,"Moonstone Beach","Right side - 5 mi. N. of Misquamicut Beach","","Providence","RI","Cruisy Area","Cruising Areas","checked",NA,1979,"","4/20/2020 1:37am","4/20/2020 1:39am",", RI","-71.802845","41.323711","unclear_coded_by_hand","General Coordinates Used"
21,"Moonstone Beach","Right side - 5 mi. N. of Misquamicut Beach","","Providence","RI","Cruisy Area","Cruising Areas","checked",NA,1980,"","4/20/2020 1:23am","4/20/2020 1:25am",", RI","-71.802845","41.323711","unclear_coded_by_hand","General Coordinates Used"
185,"Prospect Terrace","","","Providence","RI","Cruisy Area","Cruising Areas","checked",NA,1973,"","4/20/2020 3:47am","4/20/2020 3:48am",", RI","-71.407283","41.829892","unclear_coded_by_hand","Found"
172,"Prospect Terrace","","","Providence","RI","Cruisy Area","Cruising Areas","checked",NA,1974,"","4/20/2020 3:43am","4/20/2020 3:44am",", RI","-71.407283","41.829892","unclear_coded_by_hand","Found"
153,"Prospect Terrace","","","Providence","RI","Cruisy Area","Cruising Areas","checked",NA,1975,"","4/20/2020 3:36am","4/20/2020 3:37am",", RI","-71.407283","41.829892","unclear_coded_by_hand","Found"
129,"Prospect Terrace","","","Providence","RI","Cruisy Area","Cruising Areas","checked",NA,1976,"","4/20/2020 3:27am","4/20/2020 3:29am",", RI","-71.407283","41.829892","unclear_coded_by_hand","Found"
102,"Prospect Terrace","","","Providence","RI","Cruisy Area","Cruising Areas","checked",NA,1977,"","4/20/2020 2:55am","4/20/2020 2:56am",", RI","-71.407283","41.829892","unclear_coded_by_hand","Found"
78,"Prospect Terrace","","","Providence","RI","Cruisy Area","Cruising Areas","checked",NA,1978,"","4/20/2020 2:37am","4/20/2020 2:47am",", RI","-71.407283","41.829892","unclear_coded_by_hand","Found"
52,"Prospect Theatre","","","Providence","RI","Cruisy Area","Cruising Areas,Theatre","checked",NA,1979,"","4/20/2020 1:37am","7/20/2020 10:39am",", RI","-71.407283","41.829892","unclear_coded_by_hand","Found"
22,"Prospect Theatre","","","Providence","RI","Cruisy Area","Cruising Areas,Theatre","checked",NA,1980,"","4/20/2020 1:23am","7/20/2020 10:39am",", RI","-71.407283","41.829892","unclear_coded_by_hand","Found"
173,"Roger Wiiliams Park","boat house","","Providence","RI","Cruisy Area","Cruising Areas","checked",NA,1974,"","4/20/2020 3:43am","4/20/2020 3:44am",", RI","-71.414808","41.790374","unclear_coded_by_hand","Found"
154,"Roger Williams Park","near boat house","","Providence","RI","Cruisy Area","Cruising Areas","checked",NA,1975,"","4/20/2020 3:36am","4/20/2020 3:37am",", RI","-71.414808","41.790374","unclear_coded_by_hand","Found"
130,"Roger Williams Park","nr. boat house","","Providence","RI","Cruisy Area","Cruising Areas","checked",NA,1976,"","4/20/2020 3:28am","4/20/2020 3:29am",", RI","-71.414808","41.790374","unclear_coded_by_hand","Found"
103,"Roger Williams Park","near Boat House","","Providence","RI","Cruisy Area","Cruising Areas","checked",NA,1977,"","4/20/2020 2:55am","4/20/2020 2:56am",", RI","-71.414808","41.790374","unclear_coded_by_hand","Found"
79,"Roger Williams Park","Boat house","","Providence","RI","Cruisy Area","Cruising Areas","checked",NA,1978,"","4/20/2020 2:37am","4/20/2020 2:47am",", RI","-71.414808","41.790374","unclear_coded_by_hand","Found"
53,"Roger Williams Park","boat house","","Providence","RI","Cruisy Area","Cruising Areas","checked",NA,1979,"","4/20/2020 1:38am","4/20/2020 1:39am",", RI","-71.414808","41.790374","unclear_coded_by_hand","Found"
23,"Roger Williams Park","boat house & parking area to Nature Trail","","Providence","RI","(*),Cruisy Area","Cruising Areas","checked",NA,1980,"","4/20/2020 1:23am","4/20/2020 1:25am",", RI","-71.414808","41.790374","unclear_coded_by_hand","Found"
240,"Tiogue Vista","","Lake Tiogue","Providence","RI","","Bars/Clubs","checked",NA,1966,"approximate location","4/20/2020 4:10am","4/20/2020 4:12am","Lake Tiogue, RI","-71.557267","41.683639","unclear_coded_by_hand","Found"
222,"Tiogue Vista","at Lake Tiogue","","Providence","RI","","Bars/Clubs","checked",NA,1969,"approximate location","4/20/2020 4:04am","4/20/2020 4:05am",", RI","-71.557267","41.683639","unclear_coded_by_hand","Found"
243,"Venetian Room","","Farewell St.","Newport","RI","","Bars/Clubs","checked",NA,1965,"","4/20/2020 4:12am","4/20/2020 4:13am","Farewell St., RI","-71.315438","41.49368","unclear_coded_by_hand","General Coordinates Used"
216,"Venetian Room","","Farewell St.","Newport","RI","","Bars/Clubs","checked",NA,1969,"","4/20/2020 4:01am","4/20/2020 4:09am","Farewell St., RI","-71.315438","41.49368","unclear_coded_by_hand","General Coordinates Used"
207,"Venetian Room","","Farewell St.","Newport","RI","(*)","Bars/Clubs","checked",NA,1970,"","4/20/2020 3:58am","4/20/2020 4:09am","Farewell St., RI","-71.315438","41.49368","unclear_coded_by_hand","General Coordinates Used"
197,"Venetian Room","","Farewell St.","Newport","RI","(*)","Bars/Clubs","checked",NA,1971,"","4/20/2020 3:54am","4/20/2020 3:57am","Farewell St., RI","-71.315438","41.49368","unclear_coded_by_hand","General Coordinates Used"
226,"Venetian Room","","Farewell St.","Newport","RI","","Bars/Clubs","checked",NA,1968,"","4/20/2020 4:06am","4/20/2020 4:09am","Farewell St., RI","-71.315438","41.49368","unclear_coded_by_hand","General Coordinates Used"
54,"Westminster Mall","","","Providence","RI","Cruisy Area","Cruising Areas","checked",NA,1979,"","4/20/2020 1:38am","4/20/2020 1:39am",", RI","-71.410686","41.82417","unclear_coded_by_hand","Found"
24,"Westminster Mall","","","Providence","RI","Cruisy Area","Cruising Areas","checked",NA,1980,"","4/20/2020 1:24am","4/20/2020 1:25am",", RI","-71.410686","41.82417","unclear_coded_by_hand","Found"
104,"Weybosset St.","","","Providence","RI","Cruisy Area","Cruising Areas","checked",NA,1977,"","4/20/2020 2:55am","4/20/2020 2:56am",", RI","-71.411706","41.822328","unclear_coded_by_hand","Found"
55,"Weybosset St.","","","Providence","RI","Cruisy Area","Cruising Areas","checked",NA,1979,"","4/20/2020 1:38am","4/20/2020 1:39am",", RI","-71.411706","41.822328","unclear_coded_by_hand","Found"
25,"Weybosset St.","","","Providence","RI","Cruisy Area","Cruising Areas","checked",NA,1980,"","4/20/2020 1:24am","4/20/2020 1:25am",", RI","-71.411706","41.822328","unclear_coded_by_hand","Found"
155,"Weybosset Street","","","Providence","RI","Cruisy Area","Cruising Areas","checked",NA,1975,"","4/20/2020 3:36am","4/20/2020 3:37am",", RI","-71.411706","41.822328","unclear_coded_by_hand","Found"
131,"Weybosset Street","","","Providence","RI","Cruisy Area","Cruising Areas","checked",NA,1976,"","4/20/2020 3:28am","4/20/2020 3:29am",", RI","-71.411706","41.822328","unclear_coded_by_hand","Found"
80,"Weybosset Street","","","Providence","RI","Cruisy Area","Cruising Areas","checked",NA,1978,"","4/20/2020 2:37am","4/20/2020 2:47am",", RI","-71.411706","41.822328","unclear_coded_by_hand","Found"
