"description","streetaddress","city","amenityfeatures","type","Year","notes","full.address","lon","lat","geoAddress","status","title","state","unclear_address"
"","58 Calle San Jose","San Juan","(D),(*)","Bars/Clubs",1971,NA,"58 Calle San Jose, San Juan, ",-66.117541,18.4668239,"58 calle san josé, san juan, 00901, puerto rico","Geocoded",NA,NA,NA
"(Best after 2 am)","5 Calle Luna","San Juan","(YC),(D),(*)","Bars/Clubs",1971,NA,"5 Calle Luna, San Juan, ",-66.1180786,18.4659785,"5 calle de la luna, san juan, 00901, puerto rico","Geocoded",NA,NA,NA
"(rooftop bar & lounge)","112 San Jorge ","Condado","(H)","Hotels",1971,NA,"112 San Jorge , Condado, ",-66.0618816,18.4509452,"112 calle san jorge, san juan, 00911, puerto rico","Geocoded",NA,NA,NA
"","263 Calle San Francisco","San Juan","(H)","Hotels",1971,NA,"263 Calle San Francisco, San Juan, ",-66.1146751,18.4660618,"263 c. de san francisco, san juan, 00901, puerto rico","Geocoded",NA,NA,NA
"(above Rialto Theatre)","152 Calle Tanca","San Juan","","Baths",1971,NA,"152 Calle Tanca, San Juan, ",-66.1142629,18.4662027,"152 ca. tanca, san juan, 00901, puerto rico","Geocoded",NA,NA,NA
"","250 Calle San Jose","San Juan","(M)","Bars/Clubs",1971,NA,"250 Calle San Jose, San Juan, ",-66.1170468,18.4643413,"250 calle san josé, san juan, 00901, puerto rico","Geocoded",NA,NA,NA
"","52 Calle San Jose","San Juan","(D)","Bars/Clubs",1971,NA,"52 Calle San Jose, San Juan, ",-66.1176954,18.4670961,"52 calle san josé, san juan, 00901, puerto rico","Geocoded",NA,NA,NA
"","151 Calle Tetuan","San Juan","","Bars/Clubs",1971,NA,"151 Calle Tetuan, San Juan, ",-66.116707,18.4641136,"151 calle de tetuan, san juan, 00901, puerto rico","Geocoded",NA,NA,NA
"","151 Tetuan","San Juan","(*)","Bars/Clubs",1970,NA,"151 Tetuan, San Juan, ",-66.116707,18.4641136,"151 calle de tetuan, san juan, 00901, puerto rico","Geocoded",NA,NA,NA
"","150 San Sebastian","San Juan","","Bars/Clubs",1970,NA,"150 San Sebastian, San Juan, ",-66.117273,18.4673002,"150 calle san sebastián, san juan, 00901, puerto rico","Geocoded",NA,NA,NA
"","250 Calle San Jose","San Juan","","Bars/Clubs",1970,NA,"250 Calle San Jose, San Juan, ",-66.1170468,18.4643413,"250 calle san josé, san juan, 00901, puerto rico","Geocoded",NA,NA,NA
"","151 Tetuan","San Juan","(*)","Bars/Clubs",1969,NA,"151 Tetuan, San Juan, ",-66.116707,18.4641136,"151 calle de tetuan, san juan, 00901, puerto rico","Geocoded",NA,NA,NA
"","150 San Sebastian","Old San Juan","(D),(*)","Bars/Clubs",1969,NA,"150 San Sebastian, Old San Juan, ",-66.117273,18.4673002,"150 calle san sebastián, san juan, 00901, puerto rico","Geocoded",NA,NA,NA
"","250 San Jose","San Juan","","Bars/Clubs",1969,NA,"250 San Jose, San Juan, ",-66.0329433,18.4180025,"san josé, san juan, 00923, puerto rico","Geocoded",NA,NA,NA
"","250 San Jose","San Juan","","Bars/Clubs",1968,NA,"250 San Jose, San Juan, ",-66.0329433,18.4180025,"san josé, san juan, 00923, puerto rico","Geocoded",NA,NA,NA
"","151 Tetuan","San Juan","","Bars/Clubs",1968,NA,"151 Tetuan, San Juan, ",-66.116707,18.4641136,"151 calle de tetuan, san juan, 00901, puerto rico","Geocoded",NA,NA,NA
"(PO Box 4281 - Tel 832-7002)","Km 2 Rd. 105 Limon Rd.","Mayaguez","(H)","Hotels",1968,"","Km 2 Rd. 105 Limon Rd., ",-67.145155,18.201345,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"(P.O. Box 4281 - Tel: 832-7002) Km 2, Road 105, Limon Rd.","","Mayaguez","(H)","Hotels",1969,"",", ",-67.145155,18.201345,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"(PO Box 4281, Tel: 832-7002) KM. 2, Road 105, Limon Rd.","","Mayaguez","(H)","Hotels",1970,"",", ",-67.145155,18.201345,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"(P.O. Box 4281 - Tel: 832-7002) Km. 2, Rd. 105, Limon Rd.","","Mayaguez","(H)","Hotels",1971,"",", ",-67.145155,18.201345,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"(P.O. Box 428, tel: 832-7002) Km 2, Rd. 105, Limon Rd.","","Mayaguez","(H)","Hotels",1972,"",", ",-67.145155,18.201345,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"Near Plaza Hotel","","Mayaguez","","Bars/Clubs",1975,"",", ",-67.145152,18.201346,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"nr. Plaza Hotel","","Mayaguez","","Bars/Clubs",1974,"",", ",-67.145152,18.201346,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"(Inquire locally)","","Mayaguez","(D)","Bars/Clubs",1972,"",", ",-67.145152,18.201346,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"5 blocks from Plaza Colon","","Mayaguez","","Bars/Clubs",1976,"",", ",-67.145152,18.201346,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"","5 blocks from Plaza Colon","Mayaguez","","Bars/Clubs",1977,"","5 blocks from Plaza Colon, ",-67.145152,18.201346,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"","Post Rd.","Mayaguez","(D),(*)","Bars/Clubs",1973,"","Post Rd., ",-67.145152,18.201346,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"by City Hall","","Mayaguez","Cruisy Area","Cruising Areas",1976,"",", ",-67.139688,18.201104,"unclear_coded_by_hand","Found",NA,NA,NA
"by City Hall","","Mayaguez","Cruisy Area","Cruising Areas",1979,"",", ",-67.139688,18.201104,"unclear_coded_by_hand","Found",NA,NA,NA
"by City Hall","","Mayaguez","Cruisy Area","Cruising Areas",1980,"",", ",-67.139688,18.201104,"unclear_coded_by_hand","Found",NA,NA,NA
"by City Hall","","Mayaguez","Cruisy Area","Cruising Areas",1977,"",", ",-67.139688,18.201104,"unclear_coded_by_hand","Found",NA,NA,NA
"balcony","","Mayaguez","Cruisy Area","Cruising Areas",1979,"",", ",-67.145152,18.201346,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"balcony","","Mayaguez","Cruisy Area","Cruising Areas",1977,"",", ",-67.145152,18.201346,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"balcony","","Mayaguez","Cruisy Area","Cruising Areas",1980,"",", ",-67.145152,18.201346,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"balcony","","Mayaguez","Cruisy Area","Cruising Areas",1976,"",", ",-67.145152,18.201346,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"","","Ponce","Cruisy Area","Cruising Areas",1979,"approximate location",", ",-66.614053,18.011864,"unclear_coded_by_hand","Found",NA,NA,NA
"","","Ponce","Cruisy Area","Cruising Areas",1980,"approximate location",", ",-66.614053,18.011864,"unclear_coded_by_hand","Found",NA,NA,NA
"","","Ponce","Cruisy Area","Cruising Areas",1977,"approximate location",", ",-66.614053,18.011864,"unclear_coded_by_hand","Found",NA,NA,NA
"","","Ponce","Cruisy Area","Cruising Areas",1976,"approximate location",", ",-66.614053,18.011864,"unclear_coded_by_hand","Found",NA,NA,NA
"Inquire locally","","Ponce","(M)","Bars/Clubs",1977,"",", ",-66.614062,18.011077,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"Inquire locally","","Ponce","(M)","Bars/Clubs",1976,"",", ",-66.614062,18.011077,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"(Natives only)","","Hato Ray","(G)","Bars/Clubs",1979,"",", ",-66.050955,18.422578,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"(Natives only)","","Hato Ray","(L)","Bars/Clubs",1980,"",", ",-66.050955,18.422578,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"(Natives only)","","Hato Ray","(G),(*)","Bars/Clubs",1977,"",", ",-66.050955,18.422578,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"(G & natives only)","","Hato Ray","(G),(*)","Bars/Clubs",1976,"",", ",-66.050955,18.422578,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"('Hustlers')","","San Juan","Cruisy Area","Cruising Areas",1978,"",", ",-66.07471,18.457111,"unclear_coded_by_hand","Found",NA,NA,NA
"('Hustlers')","","San Juan","Cruisy Area","Cruising Areas",1979,"",", ",-66.07471,18.457111,"unclear_coded_by_hand","Found",NA,NA,NA
"('Hustlers')","","San Juan","Cruisy Area","Cruising Areas",1980,"",", ",-66.07471,18.457111,"unclear_coded_by_hand","Found",NA,NA,NA
"'Hustlers'","","San Juan","Cruisy Area","Cruising Areas",1975,"",", ",-66.07471,18.457111,"unclear_coded_by_hand","Found",NA,NA,NA
"'Hustlers'","","San Juan","Cruisy Area","Cruising Areas",1974,"",", ",-66.07471,18.457111,"unclear_coded_by_hand","Found",NA,NA,NA
"'Hustlers'","","San Juan","Cruisy Area","Cruising Areas",1976,"",", ",-66.07471,18.457111,"unclear_coded_by_hand","Found",NA,NA,NA
"(Hustlers)","","San Juan","Cruisy Area","Cruising Areas",1977,"",", ",-66.07471,18.457111,"unclear_coded_by_hand","Found",NA,NA,NA
"","","San Juan","Cruisy Area","Cruising Areas",1975,"",", ",-66.070795,18.457099,"unclear_coded_by_hand","Found",NA,NA,NA
"","","San Juan","Cruisy Area","Cruising Areas",1974,"",", ",-66.070795,18.457099,"unclear_coded_by_hand","Found",NA,NA,NA
"(Inquire locally)","","San Juan","","Bars/Clubs",1970,"",", ",-66.105735,18.465539,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"","Calle Cristo","San Juan","","Bars/Clubs",1971,"","Calle Cristo, ",-66.118153,18.465963,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"","Calle Luna","San Juan","","Baths",1969,"","Calle Luna, ",-66.115597,18.466388,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"","","San Juan","Cruisy Area","Cruising Areas",1976,"",", ",-66.115437,18.465747,"unclear_coded_by_hand","Found",NA,NA,NA
"","","San Juan","Cruisy Area","Cruising Areas",1975,"",", ",-66.115437,18.465747,"unclear_coded_by_hand","Found",NA,NA,NA
"","","San Juan","Cruisy Area","Cruising Areas",1980,"",", ",-66.115437,18.465747,"unclear_coded_by_hand","Found",NA,NA,NA
"","","San Juan","Cruisy Area","Cruising Areas",1977,"",", ",-66.115437,18.465747,"unclear_coded_by_hand","Found",NA,NA,NA
"('Hustlers')","","San Juan","Cruisy Area","Cruising Areas",1978,"",", ",-66.115437,18.465747,"unclear_coded_by_hand","Found",NA,NA,NA
"('Hustlers')","","San Juan","Cruisy Area","Cruising Areas",1979,"",", ",-66.115437,18.465747,"unclear_coded_by_hand","Found",NA,NA,NA
"","","San Juan","Cruisy Area","Cruising Areas",1974,"",", ",-66.115437,18.465747,"unclear_coded_by_hand","Found",NA,NA,NA
"","","San Juan","Cruisy Area","Cruising Areas",1973,"",", ",-66.115437,18.465747,"unclear_coded_by_hand","Found",NA,NA,NA
"'Hustlers'","","San Juan","Cruisy Area","Cruising Areas",1976,"",", ",-66.117121,18.465347,"unclear_coded_by_hand","Found",NA,NA,NA
"('Hustlers')","","San Juan","Cruisy Area","Cruising Areas",1980,"",", ",-66.117121,18.465347,"unclear_coded_by_hand","Found",NA,NA,NA
"'Hustlers'","","San Juan","Cruisy Area","Cruising Areas",1975,"",", ",-66.117121,18.465347,"unclear_coded_by_hand","Found",NA,NA,NA
"('Hustlers')","","San Juan","Cruisy Area","Cruising Areas",1979,"",", ",-66.117121,18.465347,"unclear_coded_by_hand","Found",NA,NA,NA
"('Hustlers')","","San Juan","Cruisy Area","Cruising Areas",1978,"",", ",-66.117121,18.465347,"unclear_coded_by_hand","Found",NA,NA,NA
"'Hustlers'","","San Juan","Cruisy Area","Cruising Areas",1974,"",", ",-66.117121,18.465347,"unclear_coded_by_hand","Found",NA,NA,NA
"","Calle Cristo & Calle Luna","San Juan","(R),(*)","Restaurant",1977,"","Calle Cristo & Calle Luna, ",-66.118153,18.465963,"unclear_coded_by_hand","Found",NA,NA,NA
"","Calle Cristo & Calle Luna","San Juan","(M),(R),(*)","Restaurant",1980,"","Calle Cristo & Calle Luna, ",-66.118153,18.465963,"unclear_coded_by_hand","Found",NA,NA,NA
"","Calle Cristo & Calle Luna","San Juan","(M),(R),(*)","Restaurant",1979,"","Calle Cristo & Calle Luna, ",-66.118153,18.465963,"unclear_coded_by_hand","Found",NA,NA,NA
"","Calle San Jose","San Juan","(H)","Hotels",1972,"","Calle San Jose, ",-66.117121,18.465347,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"betw. Sheraton & Hyatt","La Concha Hotels","San Juan","Cruisy Area","Cruising Areas",1976,"","La Concha Hotels, ",-66.077944,18.459945,"unclear_coded_by_hand","Found",NA,NA,NA
"betw. Sheraton & Hyatt La Concha Hotels ('Hustlers')","","San Juan","Cruisy Area","Cruising Areas",1978,"",", ",-66.077944,18.459945,"unclear_coded_by_hand","Found",NA,NA,NA
"between Sheraton & Hyatt La Concha Hotels","","San Juan","Cruisy Area","Cruising Areas",1977,"",", ",-66.077944,18.459945,"unclear_coded_by_hand","Found",NA,NA,NA
"","Calle San Francisco","San Juan","(M),(RT)","Bars/Clubs",1980,"","Calle San Francisco, ",-66.115437,18.465747,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"","Calle San Francisco","San Juan","(M),(RT)","Bars/Clubs",1979,"","Calle San Francisco, ",-66.115437,18.465747,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"(good during lunchtime)","Calle Cristo at Luna","San Juan","(M),(R)","Restaurant",1976,"","Calle Cristo at Luna, ",-66.118153,18.465963,"unclear_coded_by_hand","Found",NA,NA,NA
"","Calle Sol at San Juneto","San Juan","","Bars/Clubs",1970,"","Calle Sol at San Juneto, ",-66.115746,18.46701,"unclear_coded_by_hand","Found",NA,NA,NA
"","Calle San Jose","San Juan","(D)","Bars/Clubs",1970,"","Calle San Jose, ",-66.114757,18.463203,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"","Calle Luna nr. Plaza Colon","San Juan","","Bars/Clubs",1971,"","Calle Luna nr. Plaza Colon, ",-66.11261,18.467095,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"","Calle Luna nr. Calle O'Donnel","San Juan","(RT),(M)","Bars/Clubs",1973,"","Calle Luna nr. Calle O'Donnel, ",-66.11261,18.467095,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"","Calle Luna nr. Calle O' Donnel","San Juan","","Bars/Clubs",1972,"","Calle Luna nr. Calle O' Donnel, ",-66.11261,18.467095,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"(Best after 2 am)","","San Juan","(YC),(D),(*)","Bars/Clubs",1970,"",", ",-66.105735,18.465539,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"","Plaza de Colon","San Juan","","Bars/Clubs",1971,"","Plaza de Colon, ",-66.112042,18.466105,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"","San Sebastian at San Jose","San Juan","(*)","Bars/Clubs",1971,"","San Sebastian at San Jose, ",-66.117592,18.467283,"unclear_coded_by_hand","Found",NA,NA,NA
"","Calle de Rio Piedras","San Juan","(D),(*)","Bars/Clubs",1968,"","Calle de Rio Piedras, ",-66.117592,18.467283,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"","Calle San Jose","San Juan","","Bars/Clubs",1972,"","Calle San Jose, ",-66.117121,18.465347,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"(Opens 12 noon)","Calle Luna & Calle San Justo","San Juan","(R),(S)","Restaurant",1974,"","Calle Luna & Calle San Justo, ",-66.115597,18.466388,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"(Opens ar 12 noon)","Old San Juan","San Juan","(PE),(*)","Bars/Clubs",1970,"","Old San Juan, ",-66.116839,18.464003,"unclear_coded_by_hand","Found",NA,NA,NA
"(Opens at 12 noon)","San Jose at Tetuan","San Juan","(*)","Bars/Clubs",1972,"","San Jose at Tetuan, ",-66.116839,18.464003,"unclear_coded_by_hand","Found",NA,NA,NA
"(Opens at 12 noon)","San Jose at Tetuan","San Juan","(PE),(*)","Bars/Clubs",1971,"","San Jose at Tetuan, ",-66.116839,18.464003,"unclear_coded_by_hand","Found",NA,NA,NA
"Moved to a new location on Calle San Sebastian","","San Juan","(M),(R)","Restaurant",1977,"",", ",-66.117344,18.467321,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"","","San Juan","","Bars/Clubs",1972,"",", ",-66.115597,18.466388,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"","Calle Luna","San Juan","","Bars/Clubs",1971,"","Calle Luna, ",-66.115597,18.466388,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"Calle Forteleza & Calle Tanca","","San Juan","(YC),(D),(*)","Bars/Clubs",1974,"",", ",-66.114229,18.465311,"unclear_coded_by_hand","Found",NA,NA,NA
"","Calle Fortaleza nr. Calle Tanca","San Juan","","Bars/Clubs",1972,"","Calle Fortaleza nr. Calle Tanca, ",-66.114229,18.465311,"unclear_coded_by_hand","Found",NA,NA,NA
"(Some G)","Calle Fortleza at Calle Tanca","San Juan","(YC),(D),(G),(*)","Bars/Clubs",1973,"","Calle Fortleza at Calle Tanca, ",-66.114229,18.465311,"unclear_coded_by_hand","Found",NA,NA,NA
"(Natives) ('flicks')","Calle Fortaleza at Tanca","San Juan","(G),(D)","Bars/Clubs",1977,"","Calle Fortaleza at Tanca, ",-66.114229,18.465311,"unclear_coded_by_hand","Found",NA,NA,NA
"(natives) ('flicks')","Calle Fortaleza at Tanca","San Juan","(G),(D)","Bars/Clubs",1976,"","Calle Fortaleza at Tanca, ",-66.114229,18.465311,"unclear_coded_by_hand","Found",NA,NA,NA
"","264 Calle San Francisco","San Juan","Cruisy Area","Cruising Areas",1973,"","264 Calle San Francisco, ",-66.114497,18.465945,"unclear_coded_by_hand","Found",NA,NA,NA
"Bus Stop","","San Juan","Cruisy Area","Cruising Areas",1977,"",", ",-66.112042,18.466105,"unclear_coded_by_hand","Found",NA,NA,NA
"Bus Stop","","San Juan","Cruisy Area","Cruising Areas",1975,"",", ",-66.112042,18.466105,"unclear_coded_by_hand","Found",NA,NA,NA
"bus stop","","San Juan","Cruisy Area","Cruising Areas",1974,"",", ",-66.112042,18.466105,"unclear_coded_by_hand","Found",NA,NA,NA
"","","San Juan","Cruisy Area","Cruising Areas",1973,"",", ",-66.112042,18.466105,"unclear_coded_by_hand","Found",NA,NA,NA
"Bus stop","","San Juan","Cruisy Area","Cruising Areas",1976,"",", ",-66.112042,18.466105,"unclear_coded_by_hand","Found",NA,NA,NA
"Balcony","","San Juan","Cruisy Area","Cruising Areas",1973,"",", ",-66.114422,18.466115,"unclear_coded_by_hand","Found",NA,NA,NA
"balcony","","San Juan","Cruisy Area","Cruising Areas",1975,"",", ",-66.114422,18.466115,"unclear_coded_by_hand","Found",NA,NA,NA
"balcony","","San Juan","Cruisy Area","Cruising Areas",1979,"",", ",-66.114422,18.466115,"unclear_coded_by_hand","Found",NA,NA,NA
"balcony","","San Juan","Cruisy Area","Cruising Areas",1974,"",", ",-66.114422,18.466115,"unclear_coded_by_hand","Found",NA,NA,NA
"balcony","","San Juan","Cruisy Area","Cruising Areas",1980,"",", ",-66.114422,18.466115,"unclear_coded_by_hand","Found",NA,NA,NA
"balcony","","San Juan","Cruisy Area","Cruising Areas",1976,"",", ",-66.114422,18.466115,"unclear_coded_by_hand","Found",NA,NA,NA
"Balcony","","San Juan","Cruisy Area","Cruising Areas",1978,"",", ",-66.114422,18.466115,"unclear_coded_by_hand","Found",NA,NA,NA
"Balcony","","San Juan","Cruisy Area","Cruising Areas",1977,"",", ",-66.114422,18.466115,"unclear_coded_by_hand","Found",NA,NA,NA
"","Calle Cruz nr. Calle Luna","San Juan","","Bars/Clubs",1972,"","Calle Cruz nr. Calle Luna, ",-66.116424,18.466175,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"","Calle Vending nr. Atlantic Beach Hotel","San Juan","(RT)","Bars/Clubs",1980,"","Calle Vending nr. Atlantic Beach Hotel, ",-66.072352,18.457124,"unclear_coded_by_hand","Found",NA,NA,NA
"","Calle San Jose","San Juan","","Bars/Clubs",1971,"","Calle San Jose, ",-66.056823,18.433462,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"","Calle Luna","San Juan","","Baths",1970,"","Calle Luna, ",-66.115597,18.466388,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"(Inquire locally)","","San Juan","","Bars/Clubs",1970,"",", ",-66.105735,18.465539,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"","Calle San Jose","San Juan","(M)","Bars/Clubs",1970,"","Calle San Jose, ",-66.056823,18.433462,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"","Calle San Jose","San Juan","","Bars/Clubs",1969,"","Calle San Jose, ",-66.056823,18.433462,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"(Some Natives) San Jorge at top of hill near Ponce de Leon","","San Juan","(D),(*)","Bars/Clubs",1975,"",", ",-66.064049,18.442339,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"Library (2nd floor T-Room)","","San Juan","Cruisy Area","Cruising Areas",1980,"",", ",-66.050041,18.402809,"unclear_coded_by_hand","Found",NA,NA,NA
"Library (2nd floor T-Room)","","San Juan","Cruisy Area","Cruising Areas",1979,"",", ",-66.050041,18.402809,"unclear_coded_by_hand","Found",NA,NA,NA
"","Calle San Jose at Calle Forteleza","San Juan","","Bars/Clubs",1972,"","Calle San Jose at Calle Forteleza, ",-66.116986,18.464633,"unclear_coded_by_hand","Found",NA,NA,NA
"","Calle Luna","San Juan","","Bars/Clubs",1969,"","Calle Luna, ",-66.115597,18.466388,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"905 Ponce de Leon","","San Juan","(M),(H)","Hotels",1979,"",", ",-66.062757,18.436037,"unclear_coded_by_hand","Found",NA,NA,NA
"Ave. Ponce de Leon","","San Juan","(H),(*)","Hotels",1974,"",", ",-66.062757,18.436037,"unclear_coded_by_hand","Found",NA,NA,NA
"","Ave. Ponce de Leon","San Juan","(H),(M)","Hotels",1975,"","Ave. Ponce de Leon, ",-66.062757,18.436037,"unclear_coded_by_hand","Found",NA,NA,NA
"'Hustlers'","","Condado","Cruisy Area","Cruising Areas",1973,"",", ",-66.07471,18.457111,"unclear_coded_by_hand","Found",NA,NA,NA
"","","Condado","Cruisy Area","Cruising Areas",1973,"",", ",-66.070795,18.457099,"unclear_coded_by_hand","Found",NA,NA,NA
"betw. Sheraton & Hyatt, La Concha Hotels","","Condado","Cruisy Area","Cruising Areas",1980,"",", ",-66.077944,18.459945,"unclear_coded_by_hand","Found",NA,NA,NA
"betw. Sheraton & Hyatt La Concha Hotels","","Condado","Cruisy Area","Cruising Areas",1979,"",", ",-66.077944,18.459945,"unclear_coded_by_hand","Found",NA,NA,NA
"","Avenida Fernando Junicos, opp. Regency Theatre","Condado","","Bars/Clubs",1975,"approximate location","Avenida Fernando Junicos, opp. Regency Theatre, ",-66.068644,18.443125,"unclear_coded_by_hand","Found",NA,NA,NA
"Avenida Fernand Juncos opp. Regency Theatre","","Condado","","Bars/Clubs",1974,"approximate location",", ",-66.068644,18.443125,"unclear_coded_by_hand","Found",NA,NA,NA
"(Latins) Avenida Fernandez Juncos, opp. Regency Theatre","","Condado","(RT),(*)","Bars/Clubs",1976,"approximate location",", ",-66.068644,18.443125,"unclear_coded_by_hand","Found",NA,NA,NA
"(Latins)","Avenida Fernandez Juncos, opp. Regency Theatre","Condado","(RT),(*)","Bars/Clubs",1977,"approximate location","Avenida Fernandez Juncos, opp. Regency Theatre, ",-66.068644,18.443125,"unclear_coded_by_hand","Found",NA,NA,NA
"","Condado Ave.","Condado","(M),(H)","Hotels",1975,"","Condado Ave., ",-66.070888,18.457061,"unclear_coded_by_hand","Found",NA,NA,NA
"On Condado Ave. on 'the beach'","","Condado","(M),(H)","Hotels",1974,"approximate location",", ",-66.070888,18.457061,"unclear_coded_by_hand","Found",NA,NA,NA
"(FFA - ""flicks"" - $3.00 minimum - some natives - ""tops"" in Condado)","1019 Ashford Ave.","Condado","(D),(*),(FFA)","Bars/Clubs",1977,"","1019 Ashford Ave., ",-66.079403,18.460543,"unclear_coded_by_hand","Found",NA,NA,NA
"","San Jorge 112","Condado","(H)","Hotels",1970,"","San Jorge 112, ",-66.061728,18.451184,"unclear_coded_by_hand","Found",NA,NA,NA
"","","Condado","(P),(D),(PE)","Bars/Clubs",1972,"",", ",-66.071632,18.456074,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"","Ashford at Avenida Escambron","Condado","(H)","Hotels",1972,"","Ashford at Avenida Escambron, ",-66.056926,18.417682,"unclear_coded_by_hand","Found",NA,NA,NA
"","Ashford Dr. Condado","Condado","","Hotels",1971,"","Ashford Dr. Condado, ",-66.056926,18.417682,"unclear_coded_by_hand","Found",NA,NA,NA
"","Ashford at Avenida Escambron","Condado","(H),(M)","Hotels",1973,"","Ashford at Avenida Escambron, ",-66.056926,18.417682,"unclear_coded_by_hand","Found",NA,NA,NA
"(Looks promising)","","Condado","","Bars/Clubs",1975,"",", ",-66.071632,18.456074,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"","Ponce de Leon Ave.","Santurce","(S)","Bars/Clubs",1975,"","Ponce de Leon Ave., ",-66.058474,18.429163,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"(touristy)","Ponce de Leon Av.","Santurce","(S)","Bars/Clubs",1976,"","Ponce de Leon Av., ",-66.058474,18.429163,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"(Touristy)","Ponce de Leon Ave.","Santurce","(S)","Bars/Clubs",1977,"","Ponce de Leon Ave., ",-66.058474,18.429163,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"(Native & Sailors)","Ponce de Leon Ave.","Miramar","","Bars/Clubs",1975,"","Ponce de Leon Ave., ",-66.080889,18.454763,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"","","Old San Juan","(D)","Bars/Clubs",1968,"",", ",-66.114757,18.463203,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"Old San Juan","San Jose St.","Old San Juan","(D)","Bars/Clubs",1969,"","San Jose St., ",-66.114757,18.463203,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"","","Old San Juan","(D)","Bars/Clubs",1968,"",", ",-66.114757,18.463203,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"","","Old San Juan","(*)","Bars/Clubs",1968,"",", ",-66.114757,18.463203,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"","","Old San Juan","(PE)","Bars/Clubs",1969,"",", ",-66.114757,18.463203,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
