"ID","Title","description","streetaddress","city","amenityfeatures","type","Year","unclearaddress","uncleartype","notes","dateadded","lastmodified","full.address","lon","lat","geoAddress","status"
944,"R& R Cafe","","78 Covel Street","New Bedford","(D),(YC)","Restaurant",1973,NA,"","","3/31/2020 4:47pm","3/31/2020 6:27pm","78 Covel Street, New Bedford, ","-71.1355998","41.696428","covel st, fall river, ma 02723, usa","Geocoded"
945,"Scottie's","","1694 Acushnet St.","New Bedford","(D),(*)","Bars/Clubs",1973,NA,"","","3/31/2020 4:47pm","3/31/2020 6:27pm","1694 Acushnet St., New Bedford, ","-70.9285867","41.6664553","1694 acushnet ave, new bedford, ma 02746, usa","Geocoded"
949,"Cottage","","149 Commercial St","Provincetown","(R)","Restaurant",1973,NA,"","","3/31/2020 4:47pm","3/31/2020 6:27pm","149 Commercial St, Provincetown, ","-70.1909526","42.0464077","historic district, 149 commercial st, provincetown, ma 02657, usa","Geocoded"
950,"Crown & Anchor","(In back, thru lot) ","247 Commercial St.","Provincetown","(HIP),(YC),(D)","Restaurant,Bars/Clubs,Hotels",1973,NA,"","","3/31/2020 4:47pm","3/31/2020 6:27pm","247 Commercial St., Provincetown, ","-70.1876737","42.0502291","247 commercial st, provincetown, ma 02657, usa","Geocoded"
951,"Fisherman's Cove Apts.","(P.O Box 485 W)","145 Commercial St.","Provincetown","(H)","Hotels",1973,NA,"","","3/31/2020 4:47pm","3/31/2020 6:27pm","145 Commercial St., Provincetown, ","-70.1911852","42.0462261","historic district, 145 commercial st, provincetown, ma 02657, usa","Geocoded"
952,"Four Twenty House","","420 Commercial St.","Provincetown","(H)","Hotels",1973,NA,"","","3/31/2020 4:47pm","3/31/2020 6:27pm","420 Commercial St., Provincetown, ","-70.181325","42.0552856","historic district, 420 commercial st, provincetown, ma 02657, usa","Geocoded"
953,"Gallery Inn","","368 Commercial St.","Provincetown","(H)","Hotels",1973,NA,"","","3/31/2020 4:47pm","3/31/2020 6:27pm","368 Commercial St., Provincetown, ","-70.1838598","42.0538613","368 commercial st, provincetown, ma 02657, usa","Geocoded"
954,"London House","","7 Winthrop St.","Provincetown","(H),(YC)","Hotels",1973,NA,"","","3/31/2020 4:47pm","3/31/2020 6:27pm","7 Winthrop St., Provincetown, ","-70.1908131","42.0484291","historic district, 7 winthrop st, provincetown, ma 02657, usa","Geocoded"
955,"Madeira Room","Pilgrim House","336 Commercial St.","Provincetown","(M),(S)","Bars/Clubs,Hotels",1973,NA,"","","3/31/2020 4:47pm","3/31/2020 6:27pm","336 Commercial St., Provincetown, ","-70.1849827","42.0528506","historic district, 336 commercial st, provincetown, ma 02657, usa","Geocoded"
957,"Pilgrim House","","336 Commercial St.","Provincetown","(H)","Hotels",1973,NA,"","","3/31/2020 4:47pm","3/31/2020 6:27pm","336 Commercial St., Provincetown, ","-70.1849827","42.0528506","historic district, 336 commercial st, provincetown, ma 02657, usa","Geocoded"
959,"Ranch House","","198 Commercial St.","Provincetown","(H)","Hotels",1973,NA,"","","3/31/2020 4:47pm","3/31/2020 6:27pm","198 Commercial St., Provincetown, ","-70.1891853","42.0488816","historic district, 198 commercial st, provincetown, ma 02657, usa","Geocoded"
960,"The Inn","","15 Cottage St.","Provincetown","(H)","Hotels",1973,NA,"","","3/31/2020 4:47pm","3/31/2020 6:27pm","15 Cottage St., Provincetown, ","-70.1938804","42.0445894","historic district, 15 cottage st, provincetown, ma 02657, usa","Geocoded"
961,"Town House","(Bar is in back thru restaurant)","291 Commercial St.","Provincetown","(*)","Restaurant,Bars/Clubs",1973,NA,"","","3/31/2020 4:47pm","3/31/2020 6:27pm","291 Commercial St., Provincetown, ","-70.186348","42.0512759","historic district, 291 commercial st, provincetown, ma 02657, usa","Geocoded"
964,"Dixie's Bar","","256 Boulevard","Revere Beach","(YC),(*)","Bars/Clubs",1973,NA,"","","3/31/2020 4:47pm","3/31/2020 6:27pm","256 Boulevard, Revere Beach, ","-70.9873314","42.4181856","256 revere beach blvd, revere, ma 02151, usa","Geocoded"
965,"Jo-Jo Room","","305 Ocean Ave.","Revere Beach","(G)","Bars/Clubs",1973,NA,"","","3/31/2020 4:47pm","3/31/2020 6:27pm","305 Ocean Ave., Revere Beach, ","-70.9828275","42.4250968","revere beach, revere, ma 02151, usa","Geocoded"
966,"Arbor","","83 Worthington St. ","Springfield","(*)","Bars/Clubs",1973,NA,"","","3/31/2020 4:47pm","3/31/2020 6:27pm","83 Worthington St. , Springfield, ","-72.5936479","42.1031319","83 worthington st, springfield, ma 01103, usa","Geocoded"
967,"Arch Cafe","","1741 Main St.","Springfield","(D),(*)","Bars/Clubs",1973,NA,"","","3/31/2020 4:47pm","3/31/2020 6:27pm","1741 Main St., Springfield, ","-72.5949408","42.1050408","1741 main st, springfield, ma 01103, usa","Geocoded"
968,"Gunnery","","140 Chestnut","Springfield","(M),(YC)","Bars/Clubs",1973,NA,"","","3/31/2020 4:47pm","3/31/2020 6:27pm","140 Chestnut, Springfield, ","-72.5894214","42.1049766","140 chestnut st, springfield, ma 01103, usa","Geocoded"
971,"Oasis Lounge","Holiday Inn ","70 Southbridge","Worcester","(M)","Hotels,Bars/Clubs",1973,NA,"","","3/31/2020 4:48pm","3/31/2020 6:27pm","70 Southbridge, Worcester, ","-71.8030688","42.2592756","70 southbridge st, worcester, ma 01608, usa","Geocoded"
972,"Ports o'Call","","700 Main Street","Worcester","(D),(*)","Bars/Clubs",1973,NA,"","","3/31/2020 4:48pm","3/31/2020 6:27pm","700 Main Street, Worcester, ","-71.8072354","42.2584482","700 main st, worcester, ma 01610, usa","Geocoded"
975,"Edwardian Club","","21 Broad St.","Boston","(R),(*)","Bars/Clubs",1972,NA,"","","3/31/2020 4:48pm","3/31/2020 6:52pm","21 Broad St., Boston, ","-71.054668","42.358486","21 broad st, boston, ma 02109, usa","Geocoded"
976,"Essex Hotel Bar","","625 Atlantic ","Boston","(M),(RT)","Bars/Clubs,Hotels",1972,NA,"","","3/31/2020 4:48pm","3/31/2020 6:52pm","625 Atlantic , Boston, ","-71.0557746","42.3524459","625 atlantic ave, boston, ma 02111, usa","Geocoded"
977,"Jacques","","87 Broadway","Boston","(D),(*),(G)","Bars/Clubs",1972,NA,"","","3/31/2020 4:48pm","3/31/2020 6:52pm","87 Broadway, Boston, ","-71.0552557","42.3413716","87 w broadway, boston, ma 02127, usa","Geocoded"
979,"Mario's","(upstairs burned-maybe reopening-now back bar on ground floor)","69 Church St.","Boston","","Bars/Clubs",1972,NA,"","","3/31/2020 4:48pm","3/31/2020 6:52pm","69 Church St., Boston, ","-71.0684184","42.3501415","69 church st, boston, ma 02116, usa","Geocoded"
980,"Napoleon Club","","52 Piedmont","Boston","(*)","Bars/Clubs",1972,NA,"","","3/31/2020 4:48pm","3/31/2020 6:52pm","52 Piedmont, Boston, ","-71.0692183","42.3496593","52 piedmont st, boston, ma 02116, usa","Geocoded"
981,"Nineties","","90 Broadway","Boston","(M),(RT),(HIP)","Restaurant",1972,NA,"","","3/31/2020 4:48pm","3/31/2020 6:52pm","90 Broadway, Boston, ","-71.0670757","42.3499437","90 broadway, boston, ma 02116, usa","Geocoded"
982,"Other Side","","78 Broadway","Boston","(HIP),(YC),(D),(*)","Bars/Clubs",1972,NA,"","","3/31/2020 4:48pm","3/31/2020 6:52pm","78 Broadway, Boston, ","-71.0555104","42.3418241","78 w broadway, boston, ma 02127, usa","Geocoded"
983,"Playland","","21 Essex ","Boston","(RT)","Bars/Clubs",1972,NA,"","","3/31/2020 4:48pm","3/31/2020 6:52pm","21 Essex , Boston, ","-71.069729","42.3792517","21 essex st, charlestown, ma 02129, usa","Geocoded"
984,"Post House","Greyhound Terminal","10 St. James ","Boston","(M),(RT)","Bars/Clubs",1972,NA,"","","3/31/2020 4:48pm","3/31/2020 6:52pm","10 St. James , Boston, ","-71.0709701","42.3504406","10 st james ave, boston, ma 02116, usa","Geocoded"
985,"Regency of Boston Baths","","11 Otis St.","Boston","","Baths",1972,NA,"","","3/31/2020 4:48pm","3/31/2020 6:52pm","11 Otis St., Boston, ","-71.0578198","42.3548898","11 otis st, boston, ma 02110, usa","Geocoded"
986,"Sevens","","77 Charles St.","Boston","(RT)","Bars/Clubs",1972,NA,"","","3/31/2020 4:48pm","3/31/2020 6:52pm","77 Charles St., Boston, ","-71.070437","42.3583773","77 charles st, boston, ma 02114, usa","Geocoded"
988,"Shed","","272 Huntington St.","Boston","(SM),(*)","Bars/Clubs,Cruising Areas",1972,NA,"","","3/31/2020 4:48pm","3/31/2020 6:52pm","272 Huntington St., Boston, ","-71.0860094","42.341626","272 huntington ave, boston, ma 02115, usa","Geocoded"
990,"Twelve Carver","","12 Carver St.","Boston","(*),(SM),(R)","Bars/Clubs,Restaurant,Book Store",1972,NA,"","","3/31/2020 4:48pm","3/31/2020 6:52pm","12 Carver St., Boston, ","-70.6627206","41.9576398","12 carver st, plymouth, ma 02360, usa","Geocoded"
991,"Twelve-Seventy Club","","1270 Boylston St.","Boston","(HIP),(YC),(D),(*)","Bars/Clubs",1972,NA,"","","3/31/2020 4:48pm","3/31/2020 6:52pm","1270 Boylston St., Boston, ","-71.0963189","42.3446951","1270 boylston st, boston, ma 02215, usa","Geocoded"
998,"Club Casablanca","","40 Brattle St.","Cambridge","(M)","Bars/Clubs",1972,NA,"","","3/31/2020 4:48pm","3/31/2020 6:52pm","40 Brattle St., Cambridge, ","-71.121526","42.3735278","40 brattle st, cambridge, ma 02138, usa","Geocoded"
1001,"Baylie's","","1759 Acushnet St.","New Bedford","","Bars/Clubs",1972,NA,"","","3/31/2020 4:48pm","3/31/2020 6:52pm","1759 Acushnet St., New Bedford, ","-70.9282649","41.6686408","1759 acushnet ave, new bedford, ma 02746, usa","Geocoded"
1002,"R& R Cafe","","78 Covel ","New Bedford","(D),(YC),(*)","Restaurant",1972,NA,"","","3/31/2020 4:48pm","3/31/2020 6:52pm","78 Covel , New Bedford, ","-70.9233556","41.6725113","78 covell st, new bedford, ma 02745, usa","Geocoded"
1003,"Scottie's","","1694 Acushnet St.","New Bedford","(D),(*)","Bars/Clubs",1972,NA,"","","3/31/2020 4:48pm","3/31/2020 6:52pm","1694 Acushnet St., New Bedford, ","-70.9285867","41.6664553","1694 acushnet ave, new bedford, ma 02746, usa","Geocoded"
1007,"Cottage","","149 Commercial St","Provincetown","(R)","Restaurant",1972,NA,"","","3/31/2020 4:48pm","3/31/2020 6:52pm","149 Commercial St, Provincetown, ","-70.1909526","42.0464077","historic district, 149 commercial st, provincetown, ma 02657, usa","Geocoded"
1008,"Crown & Anchor","","247 Commercial St.","Provincetown","(D)","Restaurant,Bars/Clubs,Hotels",1972,NA,"","","3/31/2020 4:48pm","3/31/2020 6:52pm","247 Commercial St., Provincetown, ","-70.1876737","42.0502291","247 commercial st, provincetown, ma 02657, usa","Geocoded"
1009,"Fisherman's Cove Apts.","(P.O Box 485 W)","145 Commercial St.","Provincetown","(H)","Hotels",1972,NA,"","","3/31/2020 4:48pm","3/31/2020 6:52pm","145 Commercial St., Provincetown, ","-70.1911852","42.0462261","historic district, 145 commercial st, provincetown, ma 02657, usa","Geocoded"
1010,"Gallery Inn","","368 Commercial St.","Provincetown","(H)","Hotels",1972,NA,"","","3/31/2020 4:48pm","3/31/2020 6:52pm","368 Commercial St., Provincetown, ","-70.1838598","42.0538613","368 commercial st, provincetown, ma 02657, usa","Geocoded"
1011,"London House","","7 Winthrop St.","Provincetown","(H),(YC)","Hotels",1972,NA,"","","3/31/2020 4:48pm","3/31/2020 6:52pm","7 Winthrop St., Provincetown, ","-70.1908131","42.0484291","historic district, 7 winthrop st, provincetown, ma 02657, usa","Geocoded"
1014,"Ranch House","","198 Commercial St.","Provincetown","(H)","Hotels",1972,NA,"","","3/31/2020 4:48pm","3/31/2020 6:52pm","198 Commercial St., Provincetown, ","-70.1891853","42.0488816","historic district, 198 commercial st, provincetown, ma 02657, usa","Geocoded"
1015,"Town House","(Bar is in back thru restaurant)","291 Commercial St.","Provincetown","(*)","Restaurant,Bars/Clubs",1972,NA,"","","3/31/2020 4:48pm","3/31/2020 6:52pm","291 Commercial St., Provincetown, ","-70.186348","42.0512759","historic district, 291 commercial st, provincetown, ma 02657, usa","Geocoded"
1019,"Dixie's Bar","","256 Boulevard","Revere Beach","(YC),(*)","Bars/Clubs",1972,NA,"","","3/31/2020 4:48pm","3/31/2020 6:52pm","256 Boulevard, Revere Beach, ","-70.9873314","42.4181856","256 revere beach blvd, revere, ma 02151, usa","Geocoded"
1020,"Jo-Jo Room","","305 Ocean Ave.","Revere Beach","(G)","Bars/Clubs",1972,NA,"","","3/31/2020 4:48pm","3/31/2020 6:52pm","305 Ocean Ave., Revere Beach, ","-70.9828275","42.4250968","revere beach, revere, ma 02151, usa","Geocoded"
1022,"Arbor","","83 Worthington St. ","Springfield","(*)","Bars/Clubs",1972,NA,"","","3/31/2020 4:48pm","3/31/2020 6:52pm","83 Worthington St. , Springfield, ","-72.5936479","42.1031319","83 worthington st, springfield, ma 01103, usa","Geocoded"
1023,"Arch Cafe","","1741 Main St.","Springfield","(D),(*)","Bars/Clubs,Restaurant",1972,NA,"","","3/31/2020 4:48pm","3/31/2020 6:52pm","1741 Main St., Springfield, ","-72.5949408","42.1050408","1741 main st, springfield, ma 01103, usa","Geocoded"
1024,"Gunnery","","140 Chestnut","Springfield","(M),(YC)","Bars/Clubs",1972,NA,"","","3/31/2020 4:48pm","3/31/2020 6:52pm","140 Chestnut, Springfield, ","-72.5894214","42.1049766","140 chestnut st, springfield, ma 01103, usa","Geocoded"
1027,"Oasis Lounge","Holiday Inn ","70 Southbridge","Worcester","(M)","Hotels,Bars/Clubs",1972,NA,"","","3/31/2020 4:48pm","3/31/2020 6:52pm","70 Southbridge, Worcester, ","-71.8030688","42.2592756","70 southbridge st, worcester, ma 01608, usa","Geocoded"
1028,"Ports o'Call","","700 Main Street","Worcester","(D),(*)","Bars/Clubs",1972,NA,"","","3/31/2020 4:48pm","3/31/2020 6:52pm","700 Main Street, Worcester, ","-71.8072354","42.2584482","700 main st, worcester, ma 01610, usa","Geocoded"
1031,"Edwardian Club","","21 Broad St.","Boston","","Bars/Clubs",1971,NA,"","","3/31/2020 4:48pm","3/31/2020 7:24pm","21 Broad St., Boston, ","-71.054668","42.358486","21 broad st, boston, ma 02109, usa","Geocoded"
1032,"Essex Hotel Bar","","625 Atlantic ","Boston","(M),(RT)","Bars/Clubs,Hotels",1971,NA,"","","3/31/2020 4:48pm","3/31/2020 7:24pm","625 Atlantic , Boston, ","-71.0557746","42.3524459","625 atlantic ave, boston, ma 02111, usa","Geocoded"
1034,"Jacques","","87 Broadway","Boston","(D),(*),(YC)","Bars/Clubs",1971,NA,"","","3/31/2020 4:48pm","3/31/2020 7:24pm","87 Broadway, Boston, ","-71.0552557","42.3413716","87 w broadway, boston, ma 02127, usa","Geocoded"
1037,"Mario's","(upstairs-side street entrance)","69 Church St.","Boston","(*)","Bars/Clubs",1971,NA,"","","3/31/2020 4:48pm","3/31/2020 7:24pm","69 Church St., Boston, ","-71.0684184","42.3501415","69 church st, boston, ma 02116, usa","Geocoded"
1038,"Napoleon Club","","52 Piedmont","Boston","(*)","Bars/Clubs",1971,NA,"","","3/31/2020 4:48pm","3/31/2020 7:24pm","52 Piedmont, Boston, ","-71.0692183","42.3496593","52 piedmont st, boston, ma 02116, usa","Geocoded"
1040,"Other Side","($1.00 admission)","78 Broadway","Boston","(YC),(D),(*)","Bars/Clubs",1971,NA,"","","3/31/2020 4:48pm","3/31/2020 7:24pm","78 Broadway, Boston, ","-71.0555104","42.3418241","78 w broadway, boston, ma 02127, usa","Geocoded"
1041,"Playland","","21 Essex ","Boston","(RT),(SM)","Bars/Clubs",1971,NA,"","","3/31/2020 4:48pm","3/31/2020 7:24pm","21 Essex , Boston, ","-71.069729","42.3792517","21 essex st, charlestown, ma 02129, usa","Geocoded"
1042,"Post House","Greyhound Terminal","10 St. James ","Boston","(M)","Bars/Clubs",1971,NA,"","","3/31/2020 4:48pm","3/31/2020 7:24pm","10 St. James , Boston, ","-71.0709701","42.3504406","10 st james ave, boston, ma 02116, usa","Geocoded"
1043,"Seven's","","77 Charles St.","Boston","(RT)","Bars/Clubs",1971,NA,"","","3/31/2020 4:48pm","3/31/2020 7:24pm","77 Charles St., Boston, ","-71.070437","42.3583773","77 charles st, boston, ma 02114, usa","Geocoded"
1045,"Shed","","272 Huntington St.","Boston","(SM),(*)","Bars/Clubs,Cruising Areas",1971,NA,"","","3/31/2020 4:48pm","3/31/2020 7:24pm","272 Huntington St., Boston, ","-71.0860094","42.341626","272 huntington ave, boston, ma 02115, usa","Geocoded"
1047,"The Club LaGrange","(steam bath) at Washington & Stewart","4 LaGrange St.","Boston","","Baths",1971,NA,"","","3/31/2020 4:48pm","3/31/2020 7:24pm","4 LaGrange St., Boston, ","-71.0629613","42.3514014","4 lagrange st, boston, ma 02116, usa","Geocoded"
1048,"Twelve Carver","","12 Carver Pl.","Boston","(*),(R)","Bars/Clubs,Restaurant,Book Store",1971,NA,"","","3/31/2020 4:48pm","3/31/2020 7:24pm","12 Carver Pl., Boston, ","-70.6627206","41.9576398","12 carver st, plymouth, ma 02360, usa","Geocoded"
1049,"Club Casablanca","","40 Brattle St.","Cambridge","(M)","Bars/Clubs",1971,NA,"","","3/31/2020 4:48pm","3/31/2020 7:24pm","40 Brattle St., Cambridge, ","-71.121526","42.3735278","40 brattle st, cambridge, ma 02138, usa","Geocoded"
1052,"Blue Moon Cafe","","1228 Acushnet St.","New Bedford","","Restaurant",1971,NA,"","","3/31/2020 4:48pm","3/31/2020 7:24pm","1228 Acushnet St., New Bedford, ","-70.9270017","41.6580621","1228 acushnet ave, new bedford, ma 02746, usa","Geocoded"
1053,"Scottie's","","1694 Acushnet St.","New Bedford","(D),(*)","Bars/Clubs",1971,NA,"","","3/31/2020 4:48pm","3/31/2020 7:24pm","1694 Acushnet St., New Bedford, ","-70.9285867","41.6664553","1694 acushnet ave, new bedford, ma 02746, usa","Geocoded"
1056,"Cellar Bar","","247 Commercial St","Provincetown","(*)","Restaurant,Bars/Clubs",1971,NA,"","","3/31/2020 4:48pm","3/31/2020 7:24pm","247 Commercial St, Provincetown, ","-70.1876737","42.0502291","247 commercial st, provincetown, ma 02657, usa","Geocoded"
1057,"Crown & Anchor","","240 Commercial St.","Provincetown","","Bars/Clubs",1971,NA,"","","3/31/2020 4:48pm","3/31/2020 7:24pm","240 Commercial St., Provincetown, ","-70.1881155","42.0504757","historic district, 240 commercial st, provincetown, ma 02657, usa","Geocoded"
1058,"Gallery Inn","","368 Commercial St.","Provincetown","(H)","Hotels",1971,NA,"","","3/31/2020 4:48pm","3/31/2020 7:24pm","368 Commercial St., Provincetown, ","-70.1838598","42.0538613","368 commercial st, provincetown, ma 02657, usa","Geocoded"
1060,"Ranch House","","198 Commercial St.","Provincetown","(H)","Hotels",1971,NA,"","","3/31/2020 4:48pm","3/31/2020 7:24pm","198 Commercial St., Provincetown, ","-70.1891853","42.0488816","historic district, 198 commercial st, provincetown, ma 02657, usa","Geocoded"
1061,"Town House","(Bar is in back thru restaurant)","291 Commercial St.","Provincetown","","Restaurant,Bars/Clubs",1971,NA,"","","3/31/2020 4:48pm","3/31/2020 7:24pm","291 Commercial St., Provincetown, ","-70.186348","42.0512759","historic district, 291 commercial st, provincetown, ma 02657, usa","Geocoded"
1063,"Arbor","","83 Worthington ","Springfield","(*)","Bars/Clubs",1971,NA,"","","3/31/2020 4:48pm","3/31/2020 7:24pm","83 Worthington , Springfield, ","-72.5936479","42.1031319","83 worthington st, springfield, ma 01103, usa","Geocoded"
1064,"Arch Cafe","","1741 Main St.","Springfield","(D),(*)","Bars/Clubs,Restaurant",1971,NA,"","","3/31/2020 4:48pm","3/31/2020 7:24pm","1741 Main St., Springfield, ","-72.5949408","42.1050408","1741 main st, springfield, ma 01103, usa","Geocoded"
1067,"Persian Room","","70 Southbridge","Worcester","(M)","Bars/Clubs",1971,NA,"","","3/31/2020 4:49pm","3/31/2020 7:24pm","70 Southbridge, Worcester, ","-71.8030688","42.2592756","70 southbridge st, worcester, ma 01608, usa","Geocoded"
1068,"Ports o'Call","","700 Main Street","Worcester","(D),(*)","Bars/Clubs",1971,NA,"","","3/31/2020 4:49pm","3/31/2020 7:24pm","700 Main Street, Worcester, ","-71.8072354","42.2584482","700 main st, worcester, ma 01610, usa","Geocoded"
1071,"Essex Hotel Bar","","625 Atlantic ","Boston","(M),(RT)","Bars/Clubs,Hotels",1970,NA,"","","3/31/2020 7:26pm","3/31/2020 7:41pm","625 Atlantic , Boston, ","-71.0557746","42.3524459","625 atlantic ave, boston, ma 02111, usa","Geocoded"
1072,"Jacques","","87 Broadway","Boston","(G),(RT)","Bars/Clubs",1970,NA,"","","3/31/2020 7:26pm","3/31/2020 7:41pm","87 Broadway, Boston, ","-71.0552557","42.3413716","87 w broadway, boston, ma 02127, usa","Geocoded"
1075,"Mario's","(upstairs-side Street entrance)","69 Church St.","Boston","(*)","Bars/Clubs",1970,NA,"","","3/31/2020 7:26pm","3/31/2020 7:43pm","69 Church St., Boston, ","-71.0684184","42.3501415","69 church st, boston, ma 02116, usa","Geocoded"
1076,"Napoleon Club","","52 Piedmont","Boston","(*),(PE)","Bars/Clubs",1970,NA,"","","3/31/2020 7:26pm","3/31/2020 7:41pm","52 Piedmont, Boston, ","-71.0692183","42.3496593","52 piedmont st, boston, ma 02116, usa","Geocoded"
1176,"Other Side","1.00 adm. to dance floor) ","78 Broadway","Boston","(D),(YC),(*)","Bars/Clubs",1970,NA,"","","3/31/2020 7:43pm","3/31/2020 7:52pm","78 Broadway, Boston, ","-71.0555104","42.3418241","78 w broadway, boston, ma 02127, usa","Geocoded"
1078,"Playland","","21 Essex ","Boston","(RT),(SM)","Bars/Clubs",1970,NA,"","","3/31/2020 7:26pm","3/31/2020 7:41pm","21 Essex , Boston, ","-71.069729","42.3792517","21 essex st, charlestown, ma 02129, usa","Geocoded"
1079,"Post House","Greyhound Terminal","10 St. James ","Boston","(M)","Bars/Clubs",1970,NA,"","","3/31/2020 7:26pm","3/31/2020 7:41pm","10 St. James , Boston, ","-71.0709701","42.3504406","10 st james ave, boston, ma 02116, usa","Geocoded"
1080,"Seven's","","77 Charles St.","Boston","(RT)","Bars/Clubs",1970,NA,"","","3/31/2020 7:26pm","3/31/2020 7:41pm","77 Charles St., Boston, ","-71.070437","42.3583773","77 charles st, boston, ma 02114, usa","Geocoded"
1082,"Shed","","272 Huntington St.","Boston","(SM),(*)","Bars/Clubs,Cruising Areas",1970,NA,"","","3/31/2020 7:26pm","3/31/2020 7:41pm","272 Huntington St., Boston, ","-71.0860094","42.341626","272 huntington ave, boston, ma 02115, usa","Geocoded"
1086,"Twelve Carver","","12 Carver Pl.","Boston","(*),(R)","Bars/Clubs,Restaurant,Book Store",1970,NA,"","","3/31/2020 7:26pm","3/31/2020 7:45pm","12 Carver Pl., Boston, ","-70.6627206","41.9576398","12 carver st, plymouth, ma 02360, usa","Geocoded"
1087,"Club Casablanca","","40 Brattle St.","Cambridge","(YC),(*)","Bars/Clubs",1970,NA,"","","3/31/2020 7:26pm","3/31/2020 7:41pm","40 Brattle St., Cambridge, ","-71.121526","42.3735278","40 brattle st, cambridge, ma 02138, usa","Geocoded"
1090,"42 Blue Moon Cafe","","1228 Acushnet St.","New Bedford","","Restaurant",1970,NA,"","","3/31/2020 7:26pm","3/31/2020 7:46pm","1228 Acushnet St., New Bedford, ","-70.9270017","41.6580621","1228 acushnet ave, new bedford, ma 02746, usa","Geocoded"
1091,"Scottie's","","1694 Acushnet St.","New Bedford","(D),(*)","Bars/Clubs",1970,NA,"","","3/31/2020 7:26pm","3/31/2020 7:41pm","1694 Acushnet St., New Bedford, ","-70.9285867","41.6664553","1694 acushnet ave, new bedford, ma 02746, usa","Geocoded"
1094,"Cellar Bar","","247 Commercial St","Provincetown","(*)","Restaurant,Bars/Clubs",1970,NA,"","","3/31/2020 7:26pm","3/31/2020 7:41pm","247 Commercial St, Provincetown, ","-70.1876737","42.0502291","247 commercial st, provincetown, ma 02657, usa","Geocoded"
1095,"Crown & Anchor","","240 Commercial St.","Provincetown","","Bars/Clubs",1970,NA,"","","3/31/2020 7:26pm","3/31/2020 7:41pm","240 Commercial St., Provincetown, ","-70.1881155","42.0504757","historic district, 240 commercial st, provincetown, ma 02657, usa","Geocoded"
1177,"Gallery Inn","","368 Commercial St.","Provincetown","(H)","Hotels",1970,NA,"","","3/31/2020 7:48pm","3/31/2020 7:49pm","368 Commercial St., Provincetown, ","-70.1838598","42.0538613","368 commercial st, provincetown, ma 02657, usa","Geocoded"
1097,"Ranch House","","198 Commercial St.","Provincetown","(H)","Hotels",1970,NA,"","","3/31/2020 7:26pm","3/31/2020 7:41pm","198 Commercial St., Provincetown, ","-70.1891853","42.0488816","historic district, 198 commercial st, provincetown, ma 02657, usa","Geocoded"
1098,"Town House","","291 Commercial St.","Provincetown","","Restaurant,Bars/Clubs",1970,NA,"","","3/31/2020 7:26pm","3/31/2020 7:41pm","291 Commercial St., Provincetown, ","-70.186348","42.0512759","historic district, 291 commercial st, provincetown, ma 02657, usa","Geocoded"
1099,"Weathering Heights","","50 Shankpater Rd","Provincetown","(S)","Bars/Clubs",1970,NA,"","","3/31/2020 7:26pm","3/31/2020 7:41pm","50 Shankpater Rd, Provincetown, ","-70.1786425","42.0584412","provincetown, ma, usa","Geocoded"
1101,"Arbor","(downstairs)","83 Worthington ","Springfield","(D),(*)","Bars/Clubs",1970,NA,"","","3/31/2020 7:26pm","3/31/2020 7:50pm","83 Worthington , Springfield, ","-72.5936479","42.1031319","83 worthington st, springfield, ma 01103, usa","Geocoded"
1102,"Arch Cafe","","1741 Main St.","Springfield","(*)","Restaurant",1970,NA,"","","3/31/2020 7:26pm","3/31/2020 7:41pm","1741 Main St., Springfield, ","-72.5949408","42.1050408","1741 main st, springfield, ma 01103, usa","Geocoded"
1103,"Gunnery","=","140 Chestnut","Springfield","(M)","Bars/Clubs",1970,NA,"","","3/31/2020 7:26pm","3/31/2020 7:50pm","140 Chestnut, Springfield, ","-72.5894214","42.1049766","140 chestnut st, springfield, ma 01103, usa","Geocoded"
1178,"Persian Room","","70 Southbridge","Worcester","(M)","Bars/Clubs",1970,NA,"","","3/31/2020 7:51pm","3/31/2020 7:51pm","70 Southbridge, Worcester, ","-71.8030688","42.2592756","70 southbridge st, worcester, ma 01608, usa","Geocoded"
1105,"Ports O'Call","","700 Main Street","Worcester","(*),(D)","Bars/Clubs",1970,NA,"","","3/31/2020 7:26pm","3/31/2020 7:51pm","700 Main Street, Worcester, ","-71.8072354","42.2584482","700 main st, worcester, ma 01610, usa","Geocoded"
1108,"Essex Hotel Bar","","625 Atlantic ","Boston","(M),(RT)","Bars/Clubs,Hotels",1969,NA,"","","3/31/2020 7:26pm","3/31/2020 7:41pm","625 Atlantic , Boston, ","-71.0557746","42.3524459","625 atlantic ave, boston, ma 02111, usa","Geocoded"
1109,"Jacques","","87 Broadway","Boston","(G),(RT)","Bars/Clubs",1969,NA,"","","3/31/2020 7:26pm","3/31/2020 7:41pm","87 Broadway, Boston, ","-71.0552557","42.3413716","87 w broadway, boston, ma 02127, usa","Geocoded"
1112,"Mario's","(upstairs-side St. entrance)","69 Church St.","Boston","(*)","Bars/Clubs",1969,NA,"","","3/31/2020 7:26pm","3/31/2020 7:41pm","69 Church St., Boston, ","-71.0684184","42.3501415","69 church st, boston, ma 02116, usa","Geocoded"
1113,"Napoleon Club","","52 Piedmont","Boston","(*),(PE)","Bars/Clubs",1969,NA,"","","3/31/2020 7:26pm","3/31/2020 7:41pm","52 Piedmont, Boston, ","-71.0692183","42.3496593","52 piedmont st, boston, ma 02116, usa","Geocoded"
